courseName,raceNumber,race_id,horseName,positionOfficial,distance,going,raceSurfaceName,raceClass,horseAge,weightCarried,finishingTime,distanceCumulative,standard_time,going_allowance,raw_figure,weight_adj,wfa_adj,sex_allowance,figure_final,figure_calibrated,figure_confidence
LINGFIELD PARK,1,2026-03-25_LINGFIELD PARK_1,Global Warning,1.0000,7.0045,Standard,All Weather,6,10,134,85.8900,,90.4328,0.0670,188.7965,8.0000,0.0000,0,188.7965,50.4000,high
LINGFIELD PARK,1,2026-03-25_LINGFIELD PARK_1,Blue Collar Lad,2.0000,7.0045,Standard,All Weather,6,7,131,85.8900,1.2500,90.4328,0.0670,181.5532,5.0000,0.0000,0,181.5532,42.5000,high
LINGFIELD PARK,1,2026-03-25_LINGFIELD PARK_1,Raqraaq (USA),3.0000,7.0045,Standard,All Weather,6,8,130,85.8900,1.4000,90.4328,0.0670,180.0441,4.0000,0.0000,0,180.0441,41.8000,high
LINGFIELD PARK,1,2026-03-25_LINGFIELD PARK_1,Kondratiev Wave (IRE),4.0000,7.0045,Standard,All Weather,6,9,135,85.8900,1.9000,90.4328,0.0670,183.3468,9.0000,0.0000,0,183.3468,45.4000,high
LINGFIELD PARK,1,2026-03-25_LINGFIELD PARK_1,Twitch (NZ),5.0000,7.0045,Standard,All Weather,6,8,127,85.8900,3.1500,90.4328,0.0670,171.1035,1.0000,0.0000,0,171.1035,36.1000,high
LINGFIELD PARK,1,2026-03-25_LINGFIELD PARK_1,Fort Augustus,6.0000,7.0045,Standard,All Weather,6,4,134,85.8900,3.6500,90.4328,0.0670,176.4063,8.0000,0.0000,0,176.4063,41.2000,high
LINGFIELD PARK,1,2026-03-25_LINGFIELD PARK_1,Semser,7.0000,7.0045,Standard,All Weather,6,9,132,85.8900,5.6500,90.4328,0.0670,167.6171,6.0000,0.0000,0,167.6171,33.0000,high
LINGFIELD PARK,1,2026-03-25_LINGFIELD PARK_1,Alashos (FR),8.0000,7.0045,Standard,All Weather,6,4,133,85.8900,6.1500,90.4328,0.0670,166.9198,7.0000,0.0000,0,166.9198,32.8000,high
LINGFIELD PARK,1,2026-03-25_LINGFIELD PARK_1,Tilsworth Silver,9.0000,7.0045,Standard,All Weather,6,5,126,85.8900,12.1500,90.4328,0.0670,139.5523,0.0000,0.0000,0,139.5523,7.2000,high
LINGFIELD PARK,2,2026-03-25_LINGFIELD PARK_2,Maury (IRE),1.0000,7.0045,Standard,All Weather,6,4,126,86.1500,,90.4328,0.0670,176.6052,0.0000,0.0000,0,176.6052,36.7000,high
LINGFIELD PARK,2,2026-03-25_LINGFIELD PARK_2,King of The Dance (IRE),2.0000,7.0045,Standard,All Weather,6,7,135,86.1500,1.0000,90.4328,0.0670,182.2209,9.0000,0.0000,0,182.2209,43.3000,high
LINGFIELD PARK,2,2026-03-25_LINGFIELD PARK_2,Tilsworth Max,3.0000,7.0045,Standard,All Weather,6,6,131,86.1500,1.0500,90.4328,0.0670,178.0516,5.0000,0.0000,0,178.0516,41.1000,high
LINGFIELD PARK,2,2026-03-25_LINGFIELD PARK_2,Taskheer (IRE),4.0000,7.0045,Standard,All Weather,6,8,131,86.1500,1.2000,90.4328,0.0670,177.5440,5.0000,0.0000,0,177.5440,40.8000,high
LINGFIELD PARK,2,2026-03-25_LINGFIELD PARK_2,Gundogan,5.0000,7.0045,Standard,All Weather,6,5,135,86.1500,2.4500,90.4328,0.0670,177.3136,9.0000,0.0000,0,177.3136,41.6000,high
LINGFIELD PARK,2,2026-03-25_LINGFIELD PARK_2,So Chic (IRE),6.0000,7.0045,Standard,All Weather,6,6,133,86.1500,2.6000,90.4328,0.0670,174.8059,7.0000,0.0000,5,174.8059,40.3000,high
LINGFIELD PARK,2,2026-03-25_LINGFIELD PARK_2,Manton Road,7.0000,7.0045,Standard,All Weather,6,4,133,86.1500,3.8500,90.4328,0.0670,170.5755,7.0000,0.0000,0,170.5755,36.7000,high
LINGFIELD PARK,2,2026-03-25_LINGFIELD PARK_2,Havana Club,8.0000,7.0045,Standard,All Weather,6,4,134,86.1500,4.0000,90.4328,0.0670,171.0678,8.0000,0.0000,0,171.0678,37.0000,high
LINGFIELD PARK,2,2026-03-25_LINGFIELD PARK_2,Miss Moonshine,9.0000,7.0045,Standard,All Weather,6,6,129,86.1500,4.5000,90.4328,0.0670,164.3757,3.0000,0.0000,5,164.3757,31.4000,high
LINGFIELD PARK,3,2026-03-25_LINGFIELD PARK_3,Yaa Min,1.0000,12.0000,Standard,All Weather,5,4,137,151.6800,,162.4601,0.0670,220.1965,11.0000,0.0000,0,220.1965,68.3000,high
LINGFIELD PARK,3,2026-03-25_LINGFIELD PARK_3,Analogical,2.0000,12.0000,Standard,All Weather,5,4,135,151.6800,0.0500,162.4601,0.0670,218.0955,9.0000,0.0000,0,218.0955,66.7000,high
LINGFIELD PARK,3,2026-03-25_LINGFIELD PARK_3,Tortured Soul,3.0000,12.0000,Standard,All Weather,5,6,132,151.6800,0.8000,162.4601,0.0670,213.5811,6.0000,0.0000,0,213.5811,63.8000,high
LINGFIELD PARK,3,2026-03-25_LINGFIELD PARK_3,Upepo (IRE),4.0000,12.0000,Standard,All Weather,5,6,125,151.6800,2.5500,162.4601,0.0670,203.0473,-1.0000,0.0000,0,203.0473,55.3000,high
