racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,MaxORinRace,
"2025-11-04","1.45.","Fairyhouse","Irish Stallion Farms EBF Academy Hurdle","3yo","Irish",,"2m1f ","5842","Soft To Heavy","14","1st",,"Minella Yoga (IRE)","0","Nallen, John J","3","OKeeffe, Darragh","0","154","10",,"0","4 mins 41.03s","281.03",,"0","17","1","National Hunt","14.5","3.25","3","3","3770","0","Hurdle","close up, 2nd after 5th, closed after 4 out, led before 2 out, increased lead before last, ran on well run-in, comfortably","16","None","Right Handed",,"None","0","Study Of Man (IRE)","Slight Undulations","5842","Gelding","Yoga (IRE)","Monsun (GER)","0",
"2025-11-04","1.45.","Fairyhouse","Irish Stallion Farms EBF Academy Hurdle","3yo","Irish",,"2m1f ","5842","Soft To Heavy","14","2nd","5","Apache Peak (IRE)","0","OSullivan, Ross","3","Gilligan, D J","0","154","7",,"0","4 mins 41.03s","281.03","5","0","17","2","National Hunt","9","2.89426442","3","3","3770","0","Hurdle","in touch, 6th after 5th, progress approaching straight, improved to 2nd 2 out, effort before last, kept on run-in, no chance with winner","1","None","Right Handed",,"None","0","Arizona (IRE)","Slight Undulations","1947","Gelding","Mountain Melody (GER)","Refuse To Bend (IRE)","0",
"2025-11-04","1.45.","Fairyhouse","Irish Stallion Farms EBF Academy Hurdle","3yo","Irish",,"2m1f ","5842","Soft To Heavy","14","3rd","8","Hygge","0","Elliott, Gordon","3","Kennedy, J W","0","154","1.38","(Fav)","0","4 mins 41.03s","281.03","13","0","17","3","National Hunt","2.64444627","1.5","3","3","3770","0","Hurdle","prominent, a little keen early, 4th after 5th, improved to 3rd 2 out where pecked, no impression on leaders last, one paced run-in","4","None","Right Handed",,"None","0","Persian King (IRE)","Slight Undulations","973","Gelding","Hanky Panky (IRE)","Galileo (IRE)","0",
"2025-11-04","1.45.","Fairyhouse","Irish Stallion Farms EBF Academy Hurdle","3yo","Irish",,"2m1f ","5842","Soft To Heavy","14","4th","7","Circle Of Secrets (FR)","0","Mullins, Emmet","3","Meyler, D","0","154","8.5",,"0","4 mins 41.03s","281.03","20","0","17","4","National Hunt","13.15457547","3.53813425","3","3","3770","0","Hurdle","in touch, 7th after 5th, took closer order after 4 out, no impression in 5th last, left moderate 4th run-in, no extra","2","None","Right Handed"," TT","None","0","Seahenge (USA)","Slight Undulations","488","Gelding","Marichen (FR)","Peer Gynt (JPN)","0",
"2025-11-04","1.45.","Fairyhouse","Irish Stallion Farms EBF Academy Hurdle","3yo","Irish",,"2m1f ","5842","Soft To Heavy","14","5th","1.25","Mister Killeens","0","Slattery, Andrew","3","Enright, P T","0","154","8.5",,"0","4 mins 41.03s","281.03","21.25","0","17","5","National Hunt","14.05421365","3.5","3","3","3770","0","Hurdle","tracked leader, 3rd after 5th, lost place before 2 out, no extra before last where not fluent, slightly hampered in moderate 6th run-in, kept on one pace to moderate 5th close home","8","None","Right Handed",,"None","0","Postponed (IRE)","Slight Undulations","292","Gelding","Enchanting Smile (FR)","Rakti","0",
"2025-11-04","1.45.","Fairyhouse","Irish Stallion Farms EBF Academy Hurdle","3yo","Irish",,"2m1f ","5842","Soft To Heavy","14","6th","0.5","Code Name Cubitt (IRE)","0","Cromwell, Gavin Patrick","3","Stone-Walsh, C","0","154","4.5",,"0","4 mins 41.03s","281.03","21.75","0","17","6","National Hunt","8.2","2.48795327","3","3","3770","0","Hurdle","mid-division, 9th after 5th, effort before 2 out where mistake, progress before last, no impression in moderate 5th run-in, dropped to moderate 6th close home","3","None","Right Handed",,"None","0","Jet Away","Slight Undulations","195","Gelding","Bambootcha (IRE)","Saddlers Hall (IRE)","0",
"2025-11-04","1.45.","Fairyhouse","Irish Stallion Farms EBF Academy Hurdle","3yo","Irish",,"2m1f ","5842","Soft To Heavy","14","7th","27","Wee Fallon (IRE)","0","McConnell, John C","3","Smith, Mr James","5","149","18",,"0","4 mins 41.03s","281.03","48.75","0","17","7","National Hunt","25","5.6","3","3","3770","0","Hurdle","led, headed and lost place before 2 out where not fluent, weakened after 2 out","17","None","Right Handed",,"23","1","Kew Gardens (IRE)","Slight Undulations","0","Gelding","Ohwhatalady (IRE)","Invincible Spirit (IRE)","0",
"2025-11-04","1.45.","Fairyhouse","Irish Stallion Farms EBF Academy Hurdle","3yo","Irish",,"2m1f ","5842","Soft To Heavy","14","8th","27","Kennys Jewel (IRE)","0","Mullins, Ms Margaret","3","Mullins, D E","0","147","80",,"0","4 mins 41.03s","281.03","75.75","0","17","8","National Hunt","122.22272528","23","3","3","3770","0","Hurdle","rear of mid-division, 10th after 5th, progress after 4 out, no impression and weakened before 2 out","14","None","Right Handed",,"23","1","Capri (IRE)","Slight Undulations","0","Filly","Kennys Girl (IRE)","Manduro (GER)","0",
"2025-11-04","1.45.","Fairyhouse","Irish Stallion Farms EBF Academy Hurdle","3yo","Irish",,"2m1f ","5842","Soft To Heavy","14","9th","21","Trocadero Trouble (IRE)","0","Stokes, N","3","King, D","0","154","50",,"0","4 mins 41.03s","281.03","96.75","0","17","9","National Hunt","100","17.5","3","3","3770","0","Hurdle","soon in touch, 5th after 5th, lost place and weakened approaching straight","11","None","Right Handed",,"None","0","Mastercraftsman (IRE)","Slight Undulations",,"Gelding","Anna David","Sleeping Indian","0",
"2025-11-04","1.45.","Fairyhouse","Irish Stallion Farms EBF Academy Hurdle","3yo","Irish",,"2m1f ","5842","Soft To Heavy","14","F",,"Ailbhes Gift","0","Roche, Padraig","3","Kelly, Aidan","3","144","33",,"0","4 mins 41.03s","281.03",,"0","17","F","National Hunt","64.08143165","11.68627119","3","3","3770","0","Hurdle","towards rear, towards rear 5th where not fluent, 11th after 5th, headway approaching straight, improved to 4th 2 out where mistake, weakened last where mistake and fell","12","None","Right Handed",,"None","0","Planteur (IRE)","Slight Undulations",,"Filly","Mystic Sky","Midnight Legend","0",
"2025-11-04","1.45.","Fairyhouse","Irish Stallion Farms EBF Academy Hurdle","3yo","Irish",,"2m1f ","5842","Soft To Heavy","14","F",,"Ocean Murphy","0","Rothwell, P J","3","Torrens, Simon","0","154","125",,"0","4 mins 41.03s","281.03",,"0","17","F","National Hunt","342.84117349","51.64675241","3","3","3770","0","Hurdle","rear, not fluent 3rd, 13th after 5th, no impression 3 out where fell","9","None","Right Handed",,"23","1","Crystal Ocean","Slight Undulations",,"Gelding","Early Morning Rain (FR)","Martaline","0",
"2025-11-04","1.45.","Fairyhouse","Irish Stallion Farms EBF Academy Hurdle","3yo","Irish",,"2m1f ","5842","Soft To Heavy","14","PU",,"Kitty Dont Bite (IRE)","0","Hogan, Denis Gerard","3","Donovan, Philip","3","151","28",,"0","4 mins 41.03s","281.03",,"0","17","PU","National Hunt","50","8.6","3","3","3770","0","Hurdle","rear of mid-division, dropped to 12th after 5th, weakened after 3 out, pulled up before last","7","None","Right Handed",,"None","0","Affinisea (IRE)","Slight Undulations",,"Gelding","Kittys Supreme (IRE)","Westerner","0",
"2025-11-04","1.45.","Fairyhouse","Irish Stallion Farms EBF Academy Hurdle","3yo","Irish",,"2m1f ","5842","Soft To Heavy","14","PU",,"John Dixen (IRE)","0","Rothwell, P J","3","Roche, T P","5","149","40",,"0","4 mins 41.03s","281.03",,"0","17","PU","National Hunt","120","22","3","3","3770","0","Hurdle","in rear, slightly detached 3rd, detached after 5th, weakened 3 out, pulled up before 2 out","6","None","Right Handed",,"None","0","Highland Reel (IRE)","Slight Undulations",,"Gelding","Open Book","Mark Of Esteem (IRE)","0",
"2025-11-04","1.45.","Fairyhouse","Irish Stallion Farms EBF Academy Hurdle","3yo","Irish",,"2m1f ","5842","Soft To Heavy","14","PU",,"Jet Away Jimmy (IRE)","0","Queally, Declan","3","Fitzgerald, Shane","0","154","16",,"0","4 mins 41.03s","281.03",,"0","17","PU","National Hunt","21.86187203","5.64540155","3","3","3770","0","Hurdle","towards rear, progress in 8th after 5th, lost place and weakened after 3 out, pulled up before last","5","None","Right Handed",,"None","0","Jet Away","Slight Undulations",,"Gelding","Winsor Vixen (IRE)","Kayf Tara","0",
"2025-11-04","12.15.","Fairyhouse","Irish Stallion Farms EBF Beginners Chase","4yo+","Irish",,"3m.5f ","7965","Soft To Heavy","9","1st",,"Bossofthebrownies (IRE)","0","Morris, M F","6","OKeeffe, Darragh","0","166","6.5",,"0","6 mins 42.01s","402.01",,"0","24.5","1","National Hunt","9.8","2.61129394","3","3","5362","0","Beginners Chase","soon prominent, 2nd after 3rd, took closer order before 4 out, 3rd before 3 out, closed in 2nd after 3 out, improved to lead 2 out, asserted and clear before last, kept on well run-in, eased close home, very easily","2","None","Right Handed"," TT","248","7","Ocovango","Slight Undulations","7965","Gelding","Gorgeousreach (IRE)","Turtle Island (IRE)","125",
"2025-11-04","12.15.","Fairyhouse","Irish Stallion Farms EBF Beginners Chase","4yo+","Irish",,"3m.5f ","7965","Soft To Heavy","9","2nd","13","Union Station (IRE)","0","Cromwell, Gavin Patrick","6","Donoghue, K M","0","166","5",,"124","6 mins 42.01s","402.01","13","0","24.5","2","National Hunt","6.6","2.02","3","3","5362","0","Beginners Chase","in touch early, soon rear of mid-division, 6th after 7th, headway in 3rd after 3 out, moderate 2nd last, kept on one pace run-in, no chance with easy winner","10","None","Right Handed",,"197","9","Leading Light (IRE)","Slight Undulations","2655","Gelding","Acoola (IRE)","Flemensfirth (USA)","125",
"2025-11-04","12.15.","Fairyhouse","Irish Stallion Farms EBF Beginners Chase","4yo+","Irish",,"3m.5f ","7965","Soft To Heavy","9","3rd","0.75","Mickie Angel (IRE)","0","Hogan, Denis Gerard","7","Donovan, Philip","3","163","28",,"0","6 mins 42.01s","402.01","13.75","0","24.5","3","National Hunt","29","7.2","3","3","5362","0","Beginners Chase","rear of mid-division, 7th after 7th, effort in 5th 2 out where pecked, moderate 4th run-in, kept on one pace run-in to moderate 3rd close home","9","None","Right Handed",,"9","9","Westerner","Slight Undulations","1327","Gelding","Moskova (IRE)","Montjeu (IRE)","125",
"2025-11-04","12.15.","Fairyhouse","Irish Stallion Farms EBF Beginners Chase","4yo+","Irish",,"3m.5f ","7965","Soft To Heavy","9","4th","NK","Kish Bank (IRE)","0","Elliott, Gordon","6","Kennedy, J W","0","166","1.75","(Fav)","0","6 mins 42.01s","402.01","13.9","0","24.5","4","National Hunt","2.9608034","1.61850048","3","3","5362","0","Beginners Chase","soon in touch, progress in 3rd after 7th, 4th before 11th, 3rd after 11th, dropped to 5th after 3 out, progress in moderate 3rd last, one paced run-in, no extra close home and dropped to moderate 4th","8","None","Right Handed",,"188","6","Mount Nelson","Slight Undulations","664","Gelding","Surtee Du Berlais (IRE)","High Chaparral (IRE)","125",
"2025-11-04","12.15.","Fairyhouse","Irish Stallion Farms EBF Beginners Chase","4yo+","Irish",,"3m.5f ","7965","Soft To Heavy","9","5th","13","Hitak (FR)","0","Hanlon, John Joseph","8","Hanlon, Mr P","7","159","4",,"125","6 mins 42.01s","402.01","26.9","0","24.5","5","National Hunt","5.7","1.91857699","3","3","5362","0","Beginners Chase","tracked leader, 3rd after 3rd, 4th after 7th, improved to 3rd before 11th, dropped to 4th after 11th, headway to lead before 3 out, headed 2 out where not fluent, weakened in 4th before last where slight mistake","6","None","Right Handed",,"40","8","Lauro (GER)","Slight Undulations","398","Gelding","Pepitte (FR)","Ragmar (FR)","125",
"2025-11-04","12.15.","Fairyhouse","Irish Stallion Farms EBF Beginners Chase","4yo+","Irish",,"3m.5f ","7965","Soft To Heavy","9","6th","12","Flemensface (IRE)","0","Griffin, Eoin","8","Doyle, R A","0","166","12",,"0","6 mins 42.01s","402.01","38.9","0","24.5","6","National Hunt","16.99129324","4.2","3","3","5362","0","Beginners Chase","soon mid-division, 5th after 7th, 4th after 3 out, dropped to 6th and no impression 2 out, soon weakened","5","None","Right Handed","CkPc TT","214","5","Flemensfirth (USA)","Slight Undulations","265","Gelding","Keep Face (FR)","Poliglote","125",
"2025-11-04","12.15.","Fairyhouse","Irish Stallion Farms EBF Beginners Chase","4yo+","Irish",,"3m.5f ","7965","Soft To Heavy","9","7th","2.75","Coumeenoole (IRE)","0","Nolan, Paul","6","OKeeffe, Sean F","0","166","10",,"0","6 mins 42.01s","402.01","41.65","0","24.5","7","National Hunt","17.10513304","4","3","3","5362","0","Beginners Chase","soon led, headed before 3 out where mistake, soon lost place and weakened in 6th","4","None","Right Handed"," TT","45","7","Harzand (IRE)","Slight Undulations","0","Gelding","Madam Bovary (IRE)","Old Vic","125",
"2025-11-04","12.15.","Fairyhouse","Irish Stallion Farms EBF Beginners Chase","4yo+","Irish",,"3m.5f ","7965","Soft To Heavy","9","8th","4.5","Joyau De Thaix (FR)","0","Nolan, Paul","6","Flanagan, S W","0","166","9",,"0","6 mins 42.01s","402.01","46.15","0","24.5","8","National Hunt","12.5","3.35","3","3","5362","0","Beginners Chase","rear, 8th after 7th, slightly detached after 4 out, weakened after 3 out","7","None","Right Handed",,"552","5","Karaktar (IRE)","Slight Undulations","0","Gelding","Perle Secrete (FR)","Lavirco (GER)","125",
"2025-11-04","12.15.","Fairyhouse","Irish Stallion Farms EBF Beginners Chase","4yo+","Irish",,"3m.5f ","7965","Soft To Heavy","9","PU",,"Charlie Luciano (IRE)","0","Meade, Noel","6","Meyler, D","0","166","50",,"119","6 mins 42.01s","402.01",,"0","24.5","PU","National Hunt","95","14.95636173","3","3","5362","0","Beginners Chase","rear, not fluent 1st, towards rear before 3rd, 9th after 7th, slightly detached after 11th, detached after 4 out, weakened 3 out, pulled up before 2 out","3","None","Right Handed",,"21","36","Bobbys Kitten (USA)","Slight Undulations",,"Gelding","Viennese Whirl","Montjeu (IRE)","125",
"2025-11-04","12.45.","Fairyhouse","Adare Manor Opportunity Handicap Chase","4yo+","Irish",,"3m.5f ","7168","Soft To Heavy","9","1st",,"Castle Field Boy (IRE)","0","Foley, Patrick T","9","Staples, Mr E","4","162","8",,"110","6 mins 44.07s","404.07",,"100","24.5","1","National Hunt","8.94224753","3.25","3","3","5362","0","Handicap Chase","mid-division, progress in 3rd before 5th, 4th before 4 out, moderate 3rd after 4 out, progress in 2nd 2 out, led closing stages, kept on best","1","None","Right Handed"," TT","264","15","Scorpion (IRE)","Slight Undulations","7168","Gelding","Dicera (IRE)","Flemensfirth (USA)","110",
"2025-11-04","12.45.","Fairyhouse","Adare Manor Opportunity Handicap Chase","4yo+","Irish",,"3m.5f ","7168","Soft To Heavy","9","2nd","4","Well Del (IRE)","0","Queally, Declan","7","Murphy, Mr K A","4","159","5",,"107","6 mins 44.07s","404.07","4","100","24.5","2","National Hunt","6.77628285","2.7982486","3","3","5362","0","Handicap Chase","led, increased lead after 2nd, reduced lead before 4th, asserted before 11th where clear, reduced lead 2 out where not fluent, no extra last, headed closing stages and dropped to 3rd, one paced in 2nd close home","2","None","Right Handed","Vsor","214","8","Court Cave (IRE)","Slight Undulations","2389","Gelding","Mel Del (IRE)","Minardi (USA)","110",
"2025-11-04","12.45.","Fairyhouse","Adare Manor Opportunity Handicap Chase","4yo+","Irish",,"3m.5f ","7168","Soft To Heavy","9","3rd","3","Aclass (IRE)","0","Flavin, J P","7","Roche, T P","0","154","5",,"98","6 mins 44.07s","404.07","7","100","24.5","3","National Hunt","7.4","2.4","3","3","5362","0","Handicap Chase","rear of mid-division, 7th after 7th, effort in moderate 5th after 4 out, moderate 4th after 3 out, closer in 4th 2 out, took closer order in 3rd before last, improved to 2nd closing stages, weakened in 3rd close home","6","None","Right Handed","CkPc","9","12","Flemensfirth (USA)","Slight Undulations","1195","Gelding","Sinnaja","Sinndar (IRE)","110",
"2025-11-04","12.45.","Fairyhouse","Adare Manor Opportunity Handicap Chase","4yo+","Irish",,"3m.5f ","7168","Soft To Heavy","9","4th","16","Person Of Interest (IRE)","0","Hanlon, John Joseph","5","Hanlon, Mr P","4","156","4.5","(Fav)","104","6 mins 44.07s","404.07","23","100","24.5","4","National Hunt","6.88892554","2.42","3","3","5362","0","Handicap Chase","towards rear, headway after 3rd, took closer order in 2nd before 4th, 2nd to clear leader before 11th, moderate 2nd after 4 out, closer in 3rd 2 out, dropped to 4th and weakened before last","4","None","Right Handed","CkPc TT","12","11","Walk In The Park (IRE)","Slight Undulations","597","Gelding","Kalico Kalista (IRE)","Oscar (IRE)","110",
"2025-11-04","12.45.","Fairyhouse","Adare Manor Opportunity Handicap Chase","4yo+","Irish",,"3m.5f ","7168","Soft To Heavy","9","5th","51","Malton Groove (IRE)","0","McLoughlin, D A","8","OBrien, P M","2","151","10",,"97","6 mins 44.07s","404.07","74","100","24.5","5","National Hunt","14.81989983","3.75","3","3","5362","0","Handicap Chase","rear, 8th after 7th, kept on one pace in moderate 6th after 3 out, weakened in moderate 5th before 2 out, tailed off","7","None","Right Handed","Hood TT","24","26","Kayf Tara","Slight Undulations","358","Gelding","Triptoshan (IRE)","Anshan","110",
"2025-11-04","12.45.","Fairyhouse","Adare Manor Opportunity Handicap Chase","4yo+","Irish",,"3m.5f ","7168","Soft To Heavy","9","6th","22","Ossifer Hops (IRE)","0","Elliott, Gordon","7","Millar, Mr C P","2","159","8",,"105","6 mins 44.07s","404.07","96","100","24.5","6","National Hunt","11.42483536","3.43625741","3","3","5362","0","Handicap Chase","prominent, in touch after 5th, slight mistake 7th, 4th after 7th, 3rd before 11th where mistake and lost place, slight mistake 3 out, weakened, completely tailed off","3","None","Right Handed","Blnk","24","20","Leading Light (IRE)","Slight Undulations","239","Gelding","No Bodys Flame (IRE)","Saddlers Hall (IRE)","110",
"2025-11-04","12.45.","Fairyhouse","Adare Manor Opportunity Handicap Chase","4yo+","Irish",,"3m.5f ","7168","Soft To Heavy","9","PU",,"Old Soul (FR)","0","Doyle, Miss Elizabeth","8","Shinnick, J P","0","156","11",,"100","6 mins 44.07s","404.07",,"100","24.5","PU","National Hunt","15","4.2","3","3","5362","0","Handicap Chase","in rear, mistake 1st and reminder, not fluent 4th, 9th after 7th, weakened 3 out, pulled up before 2 out","5","None","Right Handed","Blnk TT","196","26","Montmartre (FR)","Slight Undulations",,"Gelding","Leeloo (JPN)","Dr Devious (IRE)","110",
