racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,MaxORinRace,
"2026-03-16","4.00.","Ffos Las","Sarnau Stables Joins Barry Murphy Racing Welsh Gold Cup Handicap Chase (GBB Race)","5yo+","Class 3",,"3m ","9242","Soft","8","2nd","0.5","Alfies Princess (IRE)","0","Thomas, Sam","9","Johnston, Dylan","0","161","6",,"122","6 mins 40.29s","400.29","0.5","118","24","2","National Hunt","8.4","2.42","3","3","5237","83","Handicap Chase","prominent, hampered 5th, closed on leaders 4 out, went second before 2 out, , chased winner before last, all out run-in, no extra towards finish","5","None","Left Handed"," TT","59","10","Shirocco (GER)","Flat","4252","Mare","Dunahall Queen (IRE)","Saddlers Hall (IRE)","129",
"2026-03-16","4.00.","Ffos Las","Sarnau Stables Joins Barry Murphy Racing Welsh Gold Cup Handicap Chase (GBB Race)","5yo+","Class 3",,"3m ","9242","Soft","8","3rd","HD","Face Dmusic (IRE)","0","Price, Katy","7","Quinlan, S M","3","144","2.5",,"108","6 mins 40.29s","400.29","0.6","118","24","3","National Hunt","3.65","1.61769843","3","3","5237","83","Handicap Chase","led, headed 2nd, hampered 5th, not fluent 6th, ridden approaching 4 out, not fluent 3 out, outpaced by leading pair 2 out, rallied ran on after last, no extra final strides","9","None","Left Handed","Blnk","15","21","Jukebox Jury (IRE)","Flat","2126","Gelding","Presenting Brook (IRE)","Presenting","129",
"2026-03-16","4.00.","Ffos Las","Sarnau Stables Joins Barry Murphy Racing Welsh Gold Cup Handicap Chase (GBB Race)","5yo+","Class 3",,"3m ","9242","Soft","8","4th","2.25","Saint Palais (FR)","0","Bandey, R J","9","Bannister, Harry A A","0","166","6.5",,"127","6 mins 40.29s","400.29","2.85","118","24","4","National Hunt","8.8","2.36694195","3","3","5237","83","Handicap Chase","towards rear, mistake 9th, chased leaders from 3 out, ridden approaching 2 out, disputing third when mistake last, weakened towards finish","2","None","Left Handed",,"27","19","Saint Des Saints (FR)","Flat","1064","Gelding","Ladies Choice (FR)","Turgeon (USA)","129",
"2026-03-16","4.00.","Ffos Las","Sarnau Stables Joins Barry Murphy Racing Welsh Gold Cup Handicap Chase (GBB Race)","5yo+","Class 3",,"3m ","9242","Soft","8","5th","4.75","Karuma Grey (GER)","0","Murphy, B T","8","Fenelon, S","5","148","12",,"114","6 mins 40.29s","400.29","7.6","118","24","5","National Hunt","22.33813115","4.3","3","3","5237","83","Handicap Chase","held up in rear, pushed along after 4th, hampered 5th, outpaced and struggling from 3 out, rallied after 2 out, stayed on after last","6","None","Left Handed",,"24","17","Jukebox Jury (IRE)","Flat","530","Gelding","Karuma (GER)","Surumu (GER)","129",
"2026-03-16","4.00.","Ffos Las","Sarnau Stables Joins Barry Murphy Racing Welsh Gold Cup Handicap Chase (GBB Race)","5yo+","Class 3",,"3m ","9242","Soft","8","6th","4.5","Puddlesinthepark (IRE)","0","Williams, Mrs C","8","Ring, C V","0","150","28",,"111","6 mins 40.29s","400.29","12.1","118","24","6","National Hunt","65.03062311","8.18312478","3","3","5237","83","Handicap Chase","towards rear, outpaced after 3 out, weakened before last","7","None","Left Handed",,"101","31","Walk In The Park (IRE)","Flat","0","Gelding","Vast Consumption (IRE)","Rudimentary (USA)","129",
"2026-03-16","4.00.","Ffos Las","Sarnau Stables Joins Barry Murphy Racing Welsh Gold Cup Handicap Chase (GBB Race)","5yo+","Class 3",,"3m ","9242","Soft","8","7th","SH","Loughderg Rocco (IRE)","0","Murphy, Olly","10","Bowen, Sean P","0","168","12",,"129","6 mins 40.29s","400.29","12.15","118","24","7","National Hunt","16.5","3.99200631","3","3","5237","83","Handicap Chase","always towards rear, struggling from 3 out, weakened after 2 out","1","None","Left Handed","CkPc","23","7","Shirocco (GER)","Flat","0","Gelding","Banaltra (IRE)","Definite Article","129",
"2026-03-16","4.00.","Ffos Las","Sarnau Stables Joins Barry Murphy Racing Welsh Gold Cup Handicap Chase (GBB Race)","5yo+","Class 3",,"3m ","9242","Soft","8","F",,"Genietoile (FR)","0","Curtis, Miss Rebecca","8","Jones, Ben R","0","149","2.25","(Fav)","110","6 mins 40.29s","400.29",,"118","24","F","National Hunt","3.56315766","1.64","3","3","5237","83","Handicap Chase","prominent, led 3rd, mistake and fell 5th","8","None","Left Handed",,"48","9","Spider Flight (FR)","Flat",,"Gelding","Olafane (FR)","Le Balafre (FR)","129",
"2026-03-16","4.30.","Ffos Las","Blackmores Handicap Hurdle","4yo+","Class 4",,"2m4.5f ","4066","Soft","8","1st",,"Jacks Jury (IRE)","0","Murphy, B T","6","Pritchard, Mr Callum","3","146","9",,"91","5 mins 28.85s","328.85",,"106","20.5","1","National Hunt","11.63767331","3.33738442","3","3","4400","86","Handicap Hurdle","prominent, led before last, ridden clear run-in, readily","8","None","Left Handed","CkPc TT","15","10","Jukebox Jury (IRE)","Flat","4066","Gelding","Shedan (IRE)","Perpendicular","111",
"2026-03-16","4.30.","Ffos Las","Blackmores Handicap Hurdle","4yo+","Class 4",,"2m4.5f ","4066","Soft","8","2nd","3.5","Up To Trix","0","Murphy, Olly","6","Bowen, Sean P","0","164","2.5","(Fav)","106","5 mins 28.85s","328.85","3.5","106","20.5","2","National Hunt","4.2","1.7552108","3","3","4400","86","Handicap Hurdle","held up in rear, headway from 3 out, every chance and upsides winner 2 out, ridden after last, weakened towards finish","5","None","Left Handed",,"24","3","Schiaparelli (GER)","Flat","1871","Gelding","Box Of Trix (IRE)","Flemensfirth (USA)","111",
"2026-03-16","4.30.","Ffos Las","Blackmores Handicap Hurdle","4yo+","Class 4",,"2m4.5f ","4066","Soft","8","3rd","1","Double Click (IRE)","0","Snowden, Jamie","8","Sheehan, Gavin","0","168","11",,"110","5 mins 28.85s","328.85","4.5","106","20.5","3","National Hunt","14.5","3.15","3","3","4400","86","Handicap Hurdle","in touch with leaders, outpaced before out, rallied and stayed on after 2 out, ran on, took third towards finish","2","None","Left Handed","Blnk","24","20","Flemensfirth (USA)","Flat","936","Gelding","Katmai (IRE)","Bob Back (USA)","111",
"2026-03-16","4.30.","Ffos Las","Blackmores Handicap Hurdle","4yo+","Class 4",,"2m4.5f ","4066","Soft","8","4th","NK","Jukebox Fury (IRE)","0","Henderson, N J","7","Bowen, James C","0","165","5",,"107","5 mins 28.85s","328.85","4.65","106","20.5","4","National Hunt","7.2","2.7","3","3","4400","86","Handicap Hurdle","led, joined before 2nd, pushed along before 3 out, rallied after 2 out, stayed on, just denied 3rd final strides","3","None","Left Handed",,"363","6","Jukebox Jury (IRE)","Flat","468","Gelding","Dalamine (FR)","Sillery (USA)","111",
"2026-03-16","4.30.","Ffos Las","Blackmores Handicap Hurdle","4yo+","Class 4",,"2m4.5f ","4066","Soft","8","5th","0.75","El Gavilan (FR)","0","Boultbee-brooks, Clive","5","Patrick, Richard","0","169","3",,"111","5 mins 28.85s","328.85","5.4","106","20.5","5","National Hunt","4.34400846","1.71068563","3","3","4400","86","Handicap Hurdle","prominent, soon disputed lead, clearly led before 5th, mistake 3 out, ridden when headed before 2 out, outpaced before last, weakened run-in","1","None","Left Handed","CkPc TT","24","12","Guignol (GER)","Flat","233","Gelding","La Jalousie (FR)","Muhtathir","111",
"2026-03-16","4.30.","Ffos Las","Blackmores Handicap Hurdle","4yo+","Class 4",,"2m4.5f ","4066","Soft","8","6th","14","Gustapof (FR)","0","Curtis, Miss Rebecca","5","Jones, Ben R","0","160","8",,"102","5 mins 28.85s","328.85","19.4","106","20.5","6","National Hunt","10","3.1","3","3","4400","86","Handicap Hurdle","held up towards rear, some headway before 7th, outpaced from 3 weakened after 2 out","7","None","Left Handed","Hood","27","4","Jeu St Eloi (FR)","Flat","0","Gelding","Miss De Gane (FR)","My Risk (FR)","111",
"2026-03-16","4.30.","Ffos Las","Blackmores Handicap Hurdle","4yo+","Class 4",,"2m4.5f ","4066","Soft","8","7th","6.5","Sioux Falls (GER)","0","Williams, Mrs C","6","Ring, C V","0","160","11",,"102","5 mins 28.85s","328.85","25.9","106","20.5","7","National Hunt","13.5","3.45","3","3","4400","86","Handicap Hurdle","prominent, not fluent 5th, outpaced after 2 out, weakened quickly before last","6","None","Left Handed",,"40","3","Guiliani (IRE)","Flat","0","Gelding","Shine On (GER)","Lando (GER)","111",
"2026-03-16","4.30.","Ffos Las","Blackmores Handicap Hurdle","4yo+","Class 4",,"2m4.5f ","4066","Soft","8","8th","8.5","Close Combat (IRE)","0","Hawke, N J","5","Carver, Bryan","0","164","12",,"106","5 mins 28.85s","328.85","34.4","106","20.5","8","National Hunt","15.5","3.85","3","3","4400","86","Handicap Hurdle","midfield, pushed along before 3 out, tailed off from 2 out","4","None","Left Handed",,"27","7","Kessaar (IRE)","Flat","0","Gelding","Windy Lane","Dubai Destination (USA)","111",
"2026-03-16","5.00.","Ffos Las","Turf Services Mares Open Maiden NH Flat Race (GBB Race)","4-6yo","Class 5",,"2m ","2376","Soft","5","1st",,"Galatrona (IRE)","0","Longsdon, C E","5","Burke, Jonathan","0","156","0.91","(Fav)","0","4 mins 8.33s","248.33",,"0","16","1","National Hunt","1.94","1.39167002","2","2","3482","62","Maiden NH Flat","made all, set strong pace and quickened approaching halfway, went clear from over 2f out, ran on well, readily","3","None","Left Handed",,"None","0","Harzand (IRE)","Flat","2376","Mare","Fairy On The Moor (IRE)","Presenting","0",
"2026-03-16","5.00.","Ffos Las","Turf Services Mares Open Maiden NH Flat Race (GBB Race)","4-6yo","Class 5",,"2m ","2376","Soft","5","2nd","9","Port And Brandy (IRE)","0","Bowen, Mickey","6","Bowen, Sean P","0","156","2.5",,"0","4 mins 8.33s","248.33","9","0","16","2","National Hunt","4.3","1.7026003","2","2","3482","62","Maiden NH Flat","soon raced in close third, took second and tracked leader soon after halfway, outpaced over 2f out, kept on but no telling impression on winner final furlong","6","None","Left Handed",,"37","1","Affinisea (IRE)","Flat","1094","Mare","New Sensation","Kayf Tara","0",
"2026-03-16","5.00.","Ffos Las","Turf Services Mares Open Maiden NH Flat Race (GBB Race)","4-6yo","Class 5",,"2m ","2376","Soft","5","3rd","3.5","Johnnys Belle (IRE)","0","Murphy, B T","6","Bowen, James C","0","156","7.5",,"0","4 mins 8.33s","248.33","12.5","0","16","3","National Hunt","12","3.93902747","2","2","3482","62","Maiden NH Flat","towards rear, pushed along over 4 out, rallied and stayed on final furlong, took third towards finish","4","None","Left Handed",,"None","0","Malinas (GER)","Flat","547","Mare","Oh Deja Vu (IRE)","Flemensfirth (USA)","0",
"2026-03-16","5.00.","Ffos Las","Turf Services Mares Open Maiden NH Flat Race (GBB Race)","4-6yo","Class 5",,"2m ","2376","Soft","5","4th","1.5","Atlantic Blue","0","Daly, H D","5","Sheppard, Stan","0","156","50",,"0","4 mins 8.33s","248.33","14","0","16","4","National Hunt","67.57819907","21.36092405","2","2","3482","62","Maiden NH Flat","soon raced in close second, pushed along and lost position soon after halfway, ridden in third over 2f out, pressed for position final furlong, weakened and lost one place towards finish","1","None","Left Handed",,"37","1","Blue Bresil (FR)","Flat","274","Mare","Lady Beaufort","Shirocco (GER)","0",
"2026-03-16","5.00.","Ffos Las","Turf Services Mares Open Maiden NH Flat Race (GBB Race)","4-6yo","Class 5",,"2m ","2376","Soft","5","5th","99","Mirabello","0","Snowden, Jamie","5","Sheehan, Gavin","0","156","4.5",,"0","4 mins 8.33s","248.33","113","0","16","5","National Hunt","6.06430444","2.48","2","2","3482","62","Maiden NH Flat","held up in rear, pushed along to stay in touch early, struggling from 3f out, soon tailed off","5","None","Left Handed",,"None","0","Order Of St George (IRE)","Flat","136","Mare","Fernello","Presenting","0",
"2026-03-16","2.15.","Plumpton","More Radio Maiden Hurdle (GBB Race)","4yo+","Class 4",,"2m5f ","5446","Good To Soft","8","1st",,"Escortkheops (FR)","0","Horsfall, Miss L","6","Brogan, Kevin","0","161","1.75","(Fav)","110","5 mins 14.54s","314.54",,"0","21","1","National Hunt","2.88","1.27103447","3","3","4516","87","Maiden Hurdle","prominent, not fluent 6th, shaken up before 2 out, chased leader after 2 out, led last where bad mistake, recovered and kept on","1","None","Left Handed",,"26","7","Masterstroke (USA)","Very Undulating","5446","Gelding","Escortwoman (FR)","Robin Des Champs (FR)","110",
"2026-03-16","2.15.","Plumpton","More Radio Maiden Hurdle (GBB Race)","4yo+","Class 4",,"2m5f ","5446","Good To Soft","8","2nd","1","Viscountess Nelson (IRE)","0","Henderson, N J","6","Boinville, Nico","0","154","2.13",,"0","5 mins 14.54s","314.54","1","0","21","2","National Hunt","3.52084354","1.52841767","3","3","4516","87","Maiden Hurdle","prominent, led before 2 out, soon ridden, headed last where not fluent, kept on but held by winner","8","None","Left Handed",,"84","1","Mount Nelson","Very Undulating","2509","Mare","Taws","Hernando (FR)","110",
"2026-03-16","2.15.","Plumpton","More Radio Maiden Hurdle (GBB Race)","4yo+","Class 4",,"2m5f ","5446","Good To Soft","8","3rd","13","Lola De Magny (FR)","0","Irvine, Andy","5","Quinn, Caoilin","0","154","11",,"0","5 mins 14.54s","314.54","14","0","21","3","National Hunt","16.5","3.55196462","3","3","4516","87","Maiden Hurdle","led, ridden and headed before 2 out, plugged on, no match for front pair","7","None","Left Handed",,"49","1","Jeu St Eloi (FR)","Very Undulating","1254","Mare","Flogalop (FR)","Ballingarry (IRE)","110",
"2026-03-16","2.15.","Plumpton","More Radio Maiden Hurdle (GBB Race)","4yo+","Class 4",,"2m5f ","5446","Good To Soft","8","4th","17","Approaching Storm (IRE)","0","Gifford, N J","5","Worsley, Tabitha","3","151","500",,"0","5 mins 14.54s","314.54","31","0","21","4","National Hunt","1000","110","3","3","4516","87","Maiden Hurdle","held up in touch, went fifth before 3 out, pushed along into fourth after 3 out, held from 2 out","6","None","Left Handed",,"42","3","Shirocco (GER)","Very Undulating","628","Mare","Another Tempest (IRE)","Old Vic","110",
"2026-03-16","2.15.","Plumpton","More Radio Maiden Hurdle (GBB Race)","4yo+","Class 4",,"2m5f ","5446","Good To Soft","8","5th","33","Lunar Morning (IRE)","0","Comley, Max","5","Bass, David","0","161","14",,"0","5 mins 14.54s","314.54","64","0","21","5","National Hunt","17.12139926","4.41776817","3","3","4516","87","Maiden Hurdle","held up in touch, improved into fourth 6th, ridden after 9th, no impression after 3 out","3","None","Left Handed","CkPc","162","1","Sea Moon","Very Undulating","0","Gelding","Morning Babe (IRE)","Yeats (IRE)","110",
"2026-03-16","2.15.","Plumpton","More Radio Maiden Hurdle (GBB Race)","4yo+","Class 4",,"2m5f ","5446","Good To Soft","8","6th","5","Our Amigo","0","Gifford, N J","6","Davies, James","0","161","5.5",,"0","5 mins 14.54s","314.54","69","0","21","6","National Hunt","7.30055603","1.98","3","3","4516","87","Maiden Hurdle","midfield, mistake and lost place 9th, soon dropped to last, tailed off","4","None","Left Handed",,"118","2","Malinas (GER)","Very Undulating","0","Gelding","As Was","Epalo (GER)","110",
"2026-03-16","2.15.","Plumpton","More Radio Maiden Hurdle (GBB Race)","4yo+","Class 4",,"2m5f ","5446","Good To Soft","8","7th","6","West Along (IRE)","0","Rowe, R","6","Cannon, Tom J","0","161","12",,"0","5 mins 14.54s","314.54","75","0","21","7","National Hunt","19.5","3.55","3","3","4516","87","Maiden Hurdle","held up in touch, reminders after 8th, soon pushed along, detached 3 out, tailed off","5","None","Left Handed",,"22","3","Westerner","Very Undulating","0","Gelding","Princess Gaia (IRE)","Kings Theatre (IRE)","110",
"2026-03-16","2.15.","Plumpton","More Radio Maiden Hurdle (GBB Race)","4yo+","Class 4",,"2m5f ","5446","Good To Soft","8","PU",,"Idaho Fire (IRE)","0","Nicholls, P F","5","Cobden, Harry","0","161","12",,"0","5 mins 14.54s","314.54",,"0","21","PU","National Hunt","15.32602005","3.61655901","3","3","4516","87","Maiden Hurdle","midfield, dropped to rear 5th, mistake 7th, reminders before next, detached 3 out, pulled up after 3 out","2","None","Left Handed",,"60","2","Idaho (IRE)","Very Undulating",,"Gelding","Thisgirlisonfire (IRE)","Special Kaldoun (IRE)","110",
"2026-03-16","2.45.","Plumpton","Southern Cranes & Access Ltd Handicap Chase (GBB Race)","5yo+","Class 4",,"2m1f ","5809","Good To Soft","5","1st",,"Kool Kid","0","Tizzard, Joe","6","Powell, Brendan","0","167","1.38","(Fav)","108","4 mins 18.43s","258.43",,"108","17","1","National Hunt","2.4","1.58955172","2","2","3739","55","Handicap Chase","raced in third, lost third 8th, regained third 9th, pushed along after 3 out, rider dropped whip after 2 out, challenged before last, kept on strongly run-in, led close home","4","None","Left Handed",,"21","7","Kool Kompany (IRE)","Very Undulating","5809","Gelding","Silver Link (IRE)","Arcano (IRE)","109",
