racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,MaxORinRace,
"2026-02-18","6.00.","Kempton","Try Unibets New Smartview Racecards Handicap (Rider Restricted Race)","4yo+","Class 5",,"1m ","4187","Standard To Slow","11","5th","3.5","Beauty Generation (IRE)","5","Burdon, R","5","Clutterbuck, Rhys","0","123","10",,"63","1 mins 36.45s","96.45","12.5","71","8","5","All Weather","13.95679594","3.55","3","3","1760","0","Handicap","dwelt start, held up in rear, pushed along over 2f out, ridden and made little impression over 1f out, kept on but never on terms","10","Inside","Right Handed","CkPc","42","24","Ulysses (IRE)","Polytrack","245","Gelding","Banana Split","Kyllachy","75",
"2026-02-18","6.00.","Kempton","Try Unibets New Smartview Racecards Handicap (Rider Restricted Race)","4yo+","Class 5",,"1m ","4187","Standard To Slow","11","6th","1.5","King Of Fury (IRE)","9","Dods, M","6","Winn, Mark","0","135","5.5",,"75","1 mins 36.45s","96.45","14","71","8","6","All Weather","8.2","2.42917261","3","3","1760","0","Handicap","close up, shaken up over 3f out, ridden to challenge over 2f out, lost position over 1f out, weakened inside final furlong","1","Inside","Right Handed",,"28","22","Starspangledbanner (AUS)","Polytrack","0","Gelding","Bequia (IRE)","Helmet (AUS)","75",
"2026-02-18","6.00.","Kempton","Try Unibets New Smartview Racecards Handicap (Rider Restricted Race)","4yo+","Class 5",,"1m ","4187","Standard To Slow","11","7th","1.75","Emery Down","2","Butler, John","4","Planas, Connor","3","122","10",,"65","1 mins 36.45s","96.45","15.75","71","8","7","All Weather","15.27635147","4","3","3","1760","0","Handicap","led, ridden along over 2f out, faded when headed over 1f out","8","Inside","Right Handed","Vsor","50","10","Cityscape","Polytrack","0","Filly","Marilyn","Sixties Icon","75",
"2026-02-18","6.00.","Kempton","Try Unibets New Smartview Racecards Handicap (Rider Restricted Race)","4yo+","Class 5",,"1m ","4187","Standard To Slow","11","8th","3.75","Lady Justice","7","Williams, S C","4","McEntee, Grace","0","122","100",,"62","1 mins 36.45s","96.45","19.5","71","8","8","All Weather","155.1761087","23","3","3","1760","0","Handicap","mounted in chute, held up in rear of midfield, pushed along over 3f out, ridden along over 2f out, weakened over 1f out","11","Inside","Right Handed",,"20","7","Without Parole","Polytrack","0","Filly","Balance","Pivotal","75",
"2026-02-18","6.00.","Kempton","Try Unibets New Smartview Racecards Handicap (Rider Restricted Race)","4yo+","Class 5",,"1m ","4187","Standard To Slow","11","9th","9.5","Midnights Dream (IRE)","8","Parr, Joseph","5","McHugh, K S","7","124","25",,"71","1 mins 36.45s","96.45","29","71","8","9","All Weather","42","7.2","3","3","1760","0","Handicap","in touch, pushed along over 3f out, ridden and weakened over 2f out","6","Inside","Right Handed",,"18","17","Cappella Sansevero","Polytrack",,"Gelding","Goodnight And Joy (IRE)","Rip Van Winkle (IRE)","75",
"2026-02-18","6.00.","Kempton","Try Unibets New Smartview Racecards Handicap (Rider Restricted Race)","4yo+","Class 5",,"1m ","4187","Standard To Slow","11","10th","3.75","Eazy On The Eye","10","Main, Mrs H S","4","Bass, George","0","131","28",,"71","1 mins 36.45s","96.45","32.75","71","8","10","All Weather","32.89857473","8","3","3","1760","0","Handicap","chased leaders on outer, ridden and lost position over 3f out, soon no chance with leaders, weakened over 2f out","5","Inside","Right Handed",,"159","12","Expert Eye","Polytrack",,"Filly","Yaa Mous","Farhh","75",
"2026-02-18","6.00.","Kempton","Try Unibets New Smartview Racecards Handicap (Rider Restricted Race)","4yo+","Class 5",,"1m ","4187","Standard To Slow","11","11th","NK","Beauty By My Side (IRE)","1","Parr, Joseph","4","Donohoe, Stephen","0","132","40",,"72","1 mins 36.45s","96.45","32.9","71","8","11","All Weather","58.50493504","10.91583609","3","3","1760","0","Handicap","held up in midfield, dropped to rear and struggling over 3f out, lost touch over 2f out","3","Inside","Right Handed",,"19","14","Kodiac","Polytrack",,"Filly","Chantaleen (FR)","Falco (USA)","75",
"2026-02-18","6.30.","Kempton","Unibet More Extra Place Races Handicap (Rider Restricted Race)","3yo","Class 6",,"7f ","3140","Standard To Slow","7","1st",,"Whos On First","3","Williams, S C","3","Vigors, Harry","7","133","1.2","(Fav)","65","1 mins 26.41s","86.41",,"57","7","1","All Weather","2.32430093","1.28","2","3","1540","0","Handicap","mounted in chute, made all, going best 2f out, pushed along over 2f out, hung left over 1f out, kept on well inside final furlong","1","Inside","Right Handed"," TT","4","7","Time Test","Polytrack","3140","Gelding","Perfect Melody (IRE)","The Gurkha (IRE)","65",
"2026-02-18","6.30.","Kempton","Unibet More Extra Place Races Handicap (Rider Restricted Race)","3yo","Class 6",,"7f ","3140","Standard To Slow","7","2nd","1.25","Crimson Rambler","8","Scott, George","3","Wright, Liam","5","125","2.5",,"55","1 mins 26.41s","86.41","1.25","57","7","2","All Weather","3.97341986","1.39445319","2","3","1540","0","Handicap","towards rear, ridden and outpaced over 2f out, edged right but made good headway over 1f out, keeping on when short of room inside final furlong, went second towards finish","6","Inside","Right Handed","Blnk","6","6","Bated Breath","Polytrack","1474","Gelding","Infanta Isabella","Lope De Vega (IRE)","65",
"2026-02-18","6.30.","Kempton","Unibet More Extra Place Races Handicap (Rider Restricted Race)","3yo","Class 6",,"7f ","3140","Standard To Slow","7","3rd","1.75","Frankali","1","Sangster, Ollie","3","Donohoe, Stephen","0","128","4",,"53","1 mins 26.41s","86.41","3","57","7","3","All Weather","6","1.63","2","3","1540","0","Handicap","prominent on inner, shaken up over 2f out, went second over 1f out, outpaced inside final furlong, no extra and lost second towards finish","7","Inside","Right Handed",,"16","5","Aali (IRE)","Polytrack","736","Filly","Lassies Envoi","Makfi","65",
"2026-02-18","6.30.","Kempton","Unibet More Extra Place Races Handicap (Rider Restricted Race)","3yo","Class 6",,"7f ","3140","Standard To Slow","7","4th","3.25","Black Rock Beauty (IRE)","7","Fahey, R A","3","Tindall, Ethan","5","130","11",,"60","1 mins 26.41s","86.41","6.25","57","7","4","All Weather","15","3.1","2","3","1540","0","Handicap","went right and bumped rival start, took keen hold, midfield, pushed along over 3f out, ridden over 2f out, kept on same pace until no extra inside final furlong","3","Inside","Right Handed",,"37","4","Dandy Man (IRE)","Polytrack","368","Gelding","Brown Bee (IRE)","Camacho","65",
"2026-02-18","6.30.","Kempton","Unibet More Extra Place Races Handicap (Rider Restricted Race)","3yo","Class 6",,"7f ","3140","Standard To Slow","7","5th","0.5","Magnificent Mel (IRE)","4","Millman, B R","3","Hutchinson, Callum","0","121","28",,"46","1 mins 26.41s","86.41","6.75","57","7","5","All Weather","37.33411082","5.56060579","2","3","1540","0","Handicap","taken down early, keen in touch, waiting for room over 2f out, made brief headway over 1f out, faded inside final furlong","8","Inside","Right Handed",,"48","5","Sioux Nation (USA)","Polytrack","184","Filly","Siesta Time","Oasis Dream","65",
"2026-02-18","6.30.","Kempton","Unibet More Extra Place Races Handicap (Rider Restricted Race)","3yo","Class 6",,"7f ","3140","Standard To Slow","7","6th","NK","Zoustellar (IRE)","6","Boughey, George","3","McEntee, Grace","0","134","28",,"59","1 mins 26.41s","86.41","6.9","57","7","6","All Weather","42.81598488","6.4","2","3","1540","0","Handicap","hampered start, raced in last, ridden along over 2f out, never on terms","4","Inside","Right Handed",,"62","3","Zoustar (AUS)","Polytrack","0","Filly","Magical Dreamer (IRE)","Acclamation","65",
"2026-02-18","6.30.","Kempton","Unibet More Extra Place Races Handicap (Rider Restricted Race)","3yo","Class 6",,"7f ","3140","Standard To Slow","7","7th","14","Amakhala","5","Usher, M D I","3","Bass, George","0","132","22",,"57","1 mins 26.41s","86.41","20.9","57","7","7","All Weather","26.29259118","4.3","2","3","1540","0","Handicap","close up, shaken up over 3f out, hung left when ridden over 2f out, weakened over 1f out","5","Inside","Right Handed",,"255","3","Mayson","Polytrack","0","Gelding","Madeleine Bond","Monsieur Bond (IRE)","65",
"2026-02-18","7.00.","Kempton","Set Your Limits With Unibet Restricted Novice Stakes (Rider Restricted Race) (GBB Race)","3-5yo","Class 4",,"7f ","5400","Standard To Slow","12","1st",,"Comic Hero (IRE)","9","Balding, A M","3","Hutchinson, Callum","0","125","0.5","(Fav)","78","1 mins 26.23s","86.23",,"0","7","1","All Weather","1.57024513","1.11263676","3","3","1540","0","Novices","wore hood to post, prominent, made challenge going best over 2f out, soon pushed along to lead, ridden over 1f out, ran on, always doing enough","2","Inside","Right Handed",,"223","3","Saxon Warrior (JPN)","Polytrack","5400","Gelding","Sense Of Humour","Dark Angel (IRE)","78",
"2026-02-18","7.00.","Kempton","Set Your Limits With Unibet Restricted Novice Stakes (Rider Restricted Race) (GBB Race)","3-5yo","Class 4",,"7f ","5400","Standard To Slow","12","2nd","0.75","Espanita (IRE)","11","Johnston, Charlie","3","Planas, Connor","3","115","10",,"0","1 mins 26.23s","86.23","0.75","0","7","2","All Weather","14.35701353","2.92","3","3","1540","0","Novices","switched right start, midfield, shaken up over 2f out, soon switched left, ridden and headway over 1f out, went second towards finish, not reach winner","8","Inside","Right Handed",,"None","0","Phoenix Of Spain (IRE)","Polytrack","2535","Filly","Furia Cruzada (CHI)","Newfoundland (USA)","78",
"2026-02-18","7.00.","Kempton","Set Your Limits With Unibet Restricted Novice Stakes (Rider Restricted Race) (GBB Race)","3-5yo","Class 4",,"7f ","5400","Standard To Slow","12","3rd","NK","Portman Blue","6","Parr, Joseph","4","McHugh, K S","7","135","4.5",,"0","1 mins 26.23s","86.23","0.9","0","7","3","All Weather","8.6","1.74038575","3","3","1540","0","Novices","chased leaders, shaken up waiting for room over 2f out, soon switched left, squeezed in between rivals and made headway over 1f out, kept on inside final furlong","1","Inside","Right Handed",,"28","1","Sergei Prokofiev (CAN)","Polytrack","1268","Gelding","Oh Happy Days (IRE)","Galileo (IRE)","78",
"2026-02-18","7.00.","Kempton","Set Your Limits With Unibet Restricted Novice Stakes (Rider Restricted Race) (GBB Race)","3-5yo","Class 4",,"7f ","5400","Standard To Slow","12","4th","1.75","Variety Act (GER)","12","Prescott, Sir Mark","3","Clutterbuck, Rhys","0","125","6.5",,"0","1 mins 26.23s","86.23","2.65","0","7","4","All Weather","12","2.33274195","3","3","1540","0","Novices","switched right start, in touch, made headway out wide over 2f out, ridden and outpaced over 1f out, went fourth inside final furlong, kept on","3","Inside","Right Handed",,"34","2","Lope De Vega (IRE)","Polytrack","634","Gelding","Visoriyna (FR)","Dansili","78",
"2026-02-18","7.00.","Kempton","Set Your Limits With Unibet Restricted Novice Stakes (Rider Restricted Race) (GBB Race)","3-5yo","Class 4",,"7f ","5400","Standard To Slow","12","5th","1.25","Thimble","7","Smyth-Osbourne, Edward","3","Dobie, Georgia","0","120","40",,"0","1 mins 26.23s","86.23","3.9","0","7","5","All Weather","75.38909431","8","3","3","1540","0","Novices","tracked leaders on inner, waiting for room over 2f out, soon switched right, ridden along over 1f out, kept on same pace","6","Inside","Right Handed",,"None","0","Time Test","Polytrack","0","Filly","Hereby (IRE)","Pivotal","78",
"2026-02-18","7.00.","Kempton","Set Your Limits With Unibet Restricted Novice Stakes (Rider Restricted Race) (GBB Race)","3-5yo","Class 4",,"7f ","5400","Standard To Slow","12","6th","0.5","Hurricane Ann","4","Chapple-Hyam, P W","3","Vigors, Harry","7","111","80",,"0","1 mins 26.23s","86.23","4.4","0","7","6","All Weather","270","16.25009987","3","3","1540","0","Novices","close up, ridden along over 2f out, edged right and faded over 1f out","9","Inside","Right Handed",,"28","2","Aclaim (IRE)","Polytrack","0","Filly","La Arcadia (FR)","Lope De Vega (IRE)","78",
"2026-02-18","7.00.","Kempton","Set Your Limits With Unibet Restricted Novice Stakes (Rider Restricted Race) (GBB Race)","3-5yo","Class 4",,"7f ","5400","Standard To Slow","12","7th","3.5","Pink Diamond Girl","8","Burke, Kieran","3","Mangan, Gina","0","120","80",,"0","1 mins 26.23s","86.23","7.9","0","7","7","All Weather","218.61356785","17.5","3","3","1540","0","Novices","took keen hold, led, ridden and headed over 2f out, hung right and weakened over 1f out","5","Inside","Right Handed",,"11","2","Golden Horn","Polytrack","0","Filly","Lapidary","Kodiac","78",
"2026-02-18","7.00.","Kempton","Set Your Limits With Unibet Restricted Novice Stakes (Rider Restricted Race) (GBB Race)","3-5yo","Class 4",,"7f ","5400","Standard To Slow","12","8th","0.5","Ivat Ghia (IRE)","3","Usher, M D I","3","Heard, Tyler","0","118","80",,"0","1 mins 26.23s","86.23","8.4","0","7","8","All Weather","380","44.20299717","3","3","1540","0","Novices","held up in mid-division, ridden along over 2f out, made little impression and weakened over 1f out","10","Inside","Right Handed",,"None","0","Ghaiyyath (IRE)","Polytrack","0","Filly","Kiss From A Rose","Compton Place","78",
"2026-02-18","7.00.","Kempton","Set Your Limits With Unibet Restricted Novice Stakes (Rider Restricted Race) (GBB Race)","3-5yo","Class 4",,"7f ","5400","Standard To Slow","12","9th","4","Cracking Anna","1","Bell, M L W","3","Cox, William","0","118","66",,"0","1 mins 26.23s","86.23","12.4","0","7","9","All Weather","120","13.5","3","3","1540","0","Novices","wore hood to post, towards rear of midfield, lost ground 3f out, ridden and weakened from over 2f out","7","Inside","Right Handed",,"149","1","Cracksman","Polytrack",,"Filly","All Annalena (IRE)","Dubai Destination (USA)","78",
"2026-02-18","7.00.","Kempton","Set Your Limits With Unibet Restricted Novice Stakes (Rider Restricted Race) (GBB Race)","3-5yo","Class 4",,"7f ","5400","Standard To Slow","12","10th","7","Nefyn Queen","10","Channon, Jack","3","Dawes, Rose","5","115","25",,"0","1 mins 26.23s","86.23","19.4","0","7","10","All Weather","47.15255362","6.6","3","3","1540","0","Novices","slowly away, soon detached in rear, tailed off over 4f out","4","Inside","Right Handed",,"None","0","Zoustar (AUS)","Polytrack",,"Filly","Requirement","Charm Spirit (IRE)","78",
"2026-02-18","7.00.","Kempton","Set Your Limits With Unibet Restricted Novice Stakes (Rider Restricted Race) (GBB Race)","3-5yo","Class 4",,"7f ","5400","Standard To Slow","12","11th","NK","Spangle Moon","5","Channon, Jack","3","Currie, Nicola","0","118","25",,"0","1 mins 26.23s","86.23","19.55","0","7","11","All Weather","61.81296618","7.2","3","3","1540","0","Novices","slowly away, soon detached in rear, never on terms","12","Inside","Right Handed",,"None","0","Starspangledbanner (AUS)","Polytrack",,"Filly","Frinkle","Frankel","78",
"2026-02-18","7.00.","Kempton","Set Your Limits With Unibet Restricted Novice Stakes (Rider Restricted Race) (GBB Race)","3-5yo","Class 4",,"7f ","5400","Standard To Slow","12","12th","1","Midnight Media","2","Muir, W R & Grassick, C","3","Kavanagh, Ryan","5","115","33",,"0","1 mins 26.23s","86.23","20.55","0","7","12","All Weather","55.83021924","6.2","3","3","1540","0","Novices","slowly away, soon detached in rear, always behind","11","Inside","Right Handed","Hood","None","0","Advertise","Polytrack",,"Filly","Gold At Midnight","Havana Gold (IRE)","78",
"2026-02-18","7.30.","Kempton","Unibet/Breeders Backing Racing EBF Maiden Stakes (Rider Restricted Race) (GBB Race)","3yo+","Class 4",,"6f ","5400","Standard To Slow","5","1st",,"Silent Strike (IRE)","2","Balding, A M","3","Hutchinson, Callum","0","127","0.2","(Fav)","0","1 mins 13.38s","73.38",,"0","6","1","All Weather","1.33364201","1.02","2","2","1320","0","Maiden","made all, shaken up 2f out, went clear over 1f out, unchallenged","5","Inside","Right Handed",,"20","1","Mehmas (IRE)","Polytrack","5400","Colt","Refusetolisten (IRE)","Clodovil (IRE)","0",
"2026-02-18","7.30.","Kempton","Unibet/Breeders Backing Racing EBF Maiden Stakes (Rider Restricted Race) (GBB Race)","3yo+","Class 4",,"6f ","5400","Standard To Slow","5","2nd","3","Caviar Cowboy","6","Fanshawe, J R","3","Strydom, Kyle","0","127","3.33",,"0","1 mins 13.38s","73.38","3","0","6","2","All Weather","4.92205481","1.12484938","2","2","1320","0","Maiden","chased leader, pushed along over 2f out, edged right when no chance with winner over 1f out, kept on inside final furlong","2","Inside","Right Handed",,"53","1","Zoustar (AUS)","Polytrack","2535","Colt","Evil Spell","Dutch Art","0",
"2026-02-18","7.30.","Kempton","Unibet/Breeders Backing Racing EBF Maiden Stakes (Rider Restricted Race) (GBB Race)","3yo+","Class 4",,"6f ","5400","Standard To Slow","5","3rd","10","Jubilee Time","5","Usher, M D I","4","Vigors, Harry","7","135","100",,"0","1 mins 13.38s","73.38","13","0","6","3","All Weather","835.34439276","51.39239036","2","2","1320","0","Maiden","dwelt start, in touch, shaken up over 2f out, soon outpaced, went modest third over 1f out, never dangerous","1","Inside","Right Handed",,"30","1","Due Diligence (USA)","Polytrack","1268","Gelding","Tan Tan","Kings Best (USA)","0",
"2026-02-18","7.30.","Kempton","Unibet/Breeders Backing Racing EBF Maiden Stakes (Rider Restricted Race) (GBB Race)","3yo+","Class 4",,"6f ","5400","Standard To Slow","5","4th","2.75","Mohmentous","3","Sangster, Ollie","3","Currie, Nicola","0","127","40",,"0","1 mins 13.38s","73.38","15.75","0","6","4","All Weather","144.10296646","11.64335196","2","2","1320","0","Maiden","dwelt start, raced in last, never on terms","4","Inside","Right Handed","Hood","28","2","Mohaather","Polytrack","634","Colt","Taleteller (USA)","Bernardini (USA)","0",
"2026-02-18","7.30.","Kempton","Unibet/Breeders Backing Racing EBF Maiden Stakes (Rider Restricted Race) (GBB Race)","3yo+","Class 4",,"6f ","5400","Standard To Slow","5","5th","1.5","Sequential","4","Dunne, M","3","Dingle, Lillie","7","115","150",,"0","1 mins 13.38s","73.38","17.25","0","6","5","All Weather","1000","134.77336864","2","2","1320","0","Maiden","raced in third, pushed along over 2f out, ridden and weakened from over 1f out","6","Inside","Right Handed",,"20","2","Charming Thought","Polytrack","0","Filly","Lulea","Authorized (IRE)","0",
"2026-02-18","8.00.","Kempton","Try Unibets New Improved Acca Boosts Handicap (Rider Restricted Race)","4yo+","Class 4",,"6f ","6281","Standard To Slow","12","1st",,"Supreme King (IRE)","5","Evans, P D","6","Kavanagh, Ryan","5","124","6",,"73","1 mins 11.06s","71.06",,"75.5","6","1","All Weather","8.4","3","3","3","1320","0","Handicap","taken down early, prominent on inner, led over 1f out, soon ridden, no extra well inside final furlong, just did enough","9","Inside","Right Handed",,"33","49","Kingman","Polytrack","6281","Gelding","Alsindi (IRE)","Acclamation","79",
"2026-02-18","8.00.","Kempton","Try Unibets New Improved Acca Boosts Handicap (Rider Restricted Race)","4yo+","Class 4",,"6f ","6281","Standard To Slow","12","2nd","HD","Irish Nectar","3","Herrington,M ","5","Planas, Connor","3","129","7.5",,"76","1 mins 11.06s","71.06","0.1","75.5","6","2","All Weather","9.78156991","3.65667849","3","3","1320","0","Handicap","midfield, pushed along over 2f out, outpaced over 1f out, rallied and made rapid headway to go second inside final furlong, kept on well towards finish, just denied","5","Inside","Right Handed","Blnk","72","24","Invincible Spirit (IRE)","Polytrack","2947","Gelding","Pacos Angel","Paco Boy (IRE)","79",
"2026-02-18","8.00.","Kempton","Try Unibets New Improved Acca Boosts Handicap (Rider Restricted Race)","4yo+","Class 4",,"6f ","6281","Standard To Slow","12","3rd","3.5","Merrimack","9","Williams, S C","5","McEntee, Grace","0","128","22",,"72","1 mins 11.06s","71.06","3.6","75.5","6","3","All Weather","29.68005684","8.23532765","3","3","1320","0","Handicap","mounted in chute, took keen hold, led, ridden and headed over 1f out, lost second inside final furlong, no extra towards finish","10","Inside","Right Handed","Vsor TT","41","30","Showcasing","Polytrack","1472","Gelding","Megan Lily (IRE)","Dragon Pulse (IRE)","79",
