racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,MaxORinRace,
"2026-02-21","5.30.","Chelmsford City","Fegentri World Championships Amateur Jockeys Handicap","4yo+","Class 5",,"1m2f ","4222","Standard","6","1st",,"Harlington (FR)","3","Clover, Charlie","5","Kent, Mr Lewis","0","155","0.73","(Fav)","69","2 mins 10.35s","130.35",,"67.5","10","1","All Weather","0","0","2","0","2200","0","Handicap","wore red hood to post, held up towards rear, pushed along and improved into third over 2f out, stayed on to lead under 1f out, always doing enough","2","Inside","Left Handed",,"13","31","Hunters Light (IRE)","Polytrack","4222","Gelding","Log Off (IRE)","Sir Prancealot (IRE)","70",
"2026-02-21","5.30.","Chelmsford City","Fegentri World Championships Amateur Jockeys Handicap","4yo+","Class 5",,"1m2f ","4222","Standard","6","2nd","1","Tetsworth","2","Moore, Gary and Josh","4","Dunsdon, Mr D H","0","155","6.5",,"69","2 mins 10.35s","130.35","1","67.5","10","2","All Weather","0","0","2","0","2200","0","Handicap","in rear, pushed along over 2f out, ran on over 1f out, went second final 110yds, no impression on winner","3","Inside","Left Handed",,"56","7","Kameko (USA)","Polytrack","2112","Gelding","When In Doubt","Montjeu (IRE)","70",
"2026-02-21","5.30.","Chelmsford City","Fegentri World Championships Amateur Jockeys Handicap","4yo+","Class 5",,"1m2f ","4222","Standard","6","3rd","4","Alazwar (IRE)","5","Watson, Archie","8","Hampson, Brodie","0","151","7.5",,"65","2 mins 10.35s","130.35","5","67.5","10","3","All Weather","0","0","2","0","2200","0","Handicap","tracked leaders, took second 4f out, led 2f out and soon ridden, headed under 1f out, kept on same pace","5","Inside","Left Handed","CkPc","138","41","Awtaad (IRE)","Polytrack","1055","Gelding","Venetian Beauty (USA)","Lear Fan (USA)","70",
"2026-02-21","5.30.","Chelmsford City","Fegentri World Championships Amateur Jockeys Handicap","4yo+","Class 5",,"1m2f ","4222","Standard","6","4th","4.5","Gennadius","4","Hannon (Jnr), Richard","4","Perugini, Mr Giacomo","0","156","10",,"70","2 mins 10.35s","130.35","9.5","67.5","10","4","All Weather","0","0","2","0","2200","0","Handicap","close up, led after 4 furlongs, pushed along and headed 2f out, weakened 1f out","1","Inside","Left Handed","CkPc","7","16","Ulysses (IRE)","Polytrack","529","Colt","Gemina (IRE)","Holy Roman Emperor (IRE)","70",
"2026-02-21","5.30.","Chelmsford City","Fegentri World Championships Amateur Jockeys Handicap","4yo+","Class 5",,"1m2f ","4222","Standard","6","5th","0.5","Arths Gold","6","Hannon (Jnr), Richard","4","Sainz, Mr A","0","150","10",,"64","2 mins 10.35s","130.35","10","67.5","10","5","All Weather","0","0","2","0","2200","0","Handicap","led, headed after 4 furlongs, remained handy, outpaced 4f out, pushed along and rallied briefly 2f out, ridden and dropped away tamely over 1f out","6","Inside","Left Handed","CkPc","36","8","Havana Gold (IRE)","Polytrack","264","Colt","Break Time","Dansili","70",
"2026-02-21","5.30.","Chelmsford City","Fegentri World Championships Amateur Jockeys Handicap","4yo+","Class 5",,"1m2f ","4222","Standard","6","6th","12","Annexation (FR)","1","Carroll, A W","10","Roussety, Mr Kenny","0","152","8.5",,"66","2 mins 10.35s","130.35","22","67.5","10","6","All Weather","0","0","2","0","2200","0","Handicap","raced keenly, chased leaders, lost place 4f out, towards rear, lost touch well over 1f out","4","Inside","Left Handed",,"13","65","Wootton Bassett","Polytrack","0","Gelding","Scarlet Sonnet (IRE)","Invincible Spirit (IRE)","70",
"2026-02-21","6.00.","Chelmsford City","For The Love Of Horses Handicap","4yo+","Class 6",,"5f ","3664","Standard","8","1st",,"Spendmore Lane","7","Loughnane, David","4","Pyle, William","3","123","3",,"56","0 mins 59.15s","59.15",,"58.5","5","1","All Weather","0","0","3","0","1100","0","Handicap","led to post early, tracked leaders, shaken up to lead 1f out, ran on","7","Inside","Left Handed"," Eye","4","15","Mayson","Polytrack","3664","Filly","Capesthorne (IRE)","Oasis Dream","65",
"2026-02-21","6.00.","Chelmsford City","For The Love Of Horses Handicap","4yo+","Class 6",,"5f ","3664","Standard","8","2nd","1.5","Buraback (IRE)","4","Shaw, D","7","Callan, Mr Jack","5","119","5.5",,"54","0 mins 59.15s","59.15","1.5","58.5","5","2","All Weather","0","0","3","0","1100","0","Handicap","wore red hood early to post, midfield, asked for effort over 1f out, stayed on into second final furlong, no match for winner","8","Inside","Left Handed",,"25","64","Buratino (IRE)","Polytrack","1719","Gelding","Gailes First (IRE)","Vale Of York (IRE)","65",
"2026-02-21","6.00.","Chelmsford City","For The Love Of Horses Handicap","4yo+","Class 6",,"5f ","3664","Standard","8","3rd","1","Cabeza De Llave","5","Attwater, M J","7","Glennon, James","7","123","25",,"60","0 mins 59.15s","59.15","2.5","58.5","5","3","All Weather","0","0","3","0","1100","0","Handicap","held up in touch, pushed along over 1f out, stayed on final furlong, went third final strides","3","Inside","Left Handed",,"135","45","Pearl Secret","Polytrack","859","Gelding","Speed Princess (IRE)","Fast Company (IRE)","65",
"2026-02-21","6.00.","Chelmsford City","For The Love Of Horses Handicap","4yo+","Class 6",,"5f ","3664","Standard","8","4th","NK","Hello Luna (FR)","9","Portman, J G","4","Leavy, Mr Joe","0","133","14",,"63","0 mins 59.15s","59.15","2.65","58.5","5","4","All Weather","0","0","3","0","1100","0","Handicap","mounted in the chute and wore red hood to post, prominent, shaken up over 1f out, faded final furlong","2","Inside","Left Handed","Vsor","23","11","Hello Youmzain (FR)","Polytrack","430","Filly","Malakeh","Harbour Watch (IRE)","65",
"2026-02-21","6.00.","Chelmsford City","For The Love Of Horses Handicap","4yo+","Class 6",,"5f ","3664","Standard","8","5th","NK","Shalaa Asker","1","Wallis, Charlie","8","Hornby, Rob","0","135","2.25","(Fav)","65","0 mins 59.15s","59.15","2.8","58.5","5","5","All Weather","0","0","3","0","1100","0","Handicap","midfield, asked for effort over 1f out, headway 1f out, briefly went second final furlong, soon lost second and no extra","1","Inside","Left Handed","CkPc TT","10","73","Shalaa (IRE)","Polytrack","214","Gelding","Miracle Seeker","Rainbow Quest (USA)","65",
"2026-02-21","6.00.","Chelmsford City","For The Love Of Horses Handicap","4yo+","Class 6",,"5f ","3664","Standard","8","6th","1","Son Of Astar","6","Carroll, A W","4","Carson, William","0","128","12",,"58","0 mins 59.15s","59.15","3.8","58.5","5","6","All Weather","0","0","3","0","1100","0","Handicap","held up in rear, pushed along over 1f out, no impression","6","Inside","Left Handed","Vsor","11","21","Tasleet","Polytrack","0","Gelding","Tonis A Star","Avonbridge","65",
"2026-02-21","6.00.","Chelmsford City","For The Love Of Horses Handicap","4yo+","Class 6",,"5f ","3664","Standard","8","7th","0.75","Jungle Dance (IRE)","2","Jenkins, J R","5","Peate, Jonny","0","123","40",,"53","0 mins 59.15s","59.15","4.55","58.5","5","7","All Weather","0","0","3","0","1100","0","Handicap","tracked leaders, ridden 2f out, weakened 1f out","9","Inside","Left Handed",,"91","22","Bungle Inthejungle","Polytrack","0","Gelding","Sandlark (IRE)","Ravens Pass (USA)","65",
"2026-02-21","6.00.","Chelmsford City","For The Love Of Horses Handicap","4yo+","Class 6",,"5f ","3664","Standard","8","8th","2","Dark Side Prince","3","Macey, Jessica","9","Edmunds, Lewis","0","129","3.33",,"59","0 mins 59.15s","59.15","6.55","58.5","5","8","All Weather","0","0","3","0","1100","0","Handicap","wore red hood early to post, led, ridden over 1f out, headed 1f out, soon weakened","5","Inside","Left Handed","CkPc","114","51","Equiano (FR)","Polytrack","0","Gelding","Dark Side Princess","Strategic Prince","65",
"2026-02-21","6.30.","Chelmsford City","Easter Festival Handicap","4yo+","Class 2",,"5f ","13085","Standard","9","1st",,"Atomic Force (IRE)","8","Bethell, Ed","7","McDonald, P J","0","126","6",,"88","0 mins 58.54s","58.54",,"85","5","1","All Weather","0","0","3","0","1100","0","Handicap","wore red hood to post, midfield, shaken up over 1f out, went second final furlong, led final 110yds, ran on","3","Inside","Left Handed",,"21","7","Cotai Glory","Polytrack","13085","Gelding","Atlas Silk","Dansili","100",
"2026-02-21","6.30.","Chelmsford City","Easter Festival Handicap","4yo+","Class 2",,"5f ","13085","Standard","9","2nd","1.5","Fidelius","7","Cowell, R M H","5","Callan, Mr Jack","5","117","5.5",,"84","0 mins 58.54s","58.54","1.5","85","5","2","All Weather","0","0","3","0","1100","0","Handicap","prominent, pushed along to lead over 1f out, headed final 110yds, no match for winner","6","Inside","Left Handed",,"11","22","Harry Angel (IRE)","Polytrack","6140","Gelding","Peace Dreamer (IRE)","Sir Prancealot (IRE)","100",
"2026-02-21","6.30.","Chelmsford City","Easter Festival Handicap","4yo+","Class 2",,"5f ","13085","Standard","9","3rd","1.25","Twilight Fun","3","Banham, Chelsea","6","Haynes, Joey","0","121","2.75","(Fav)","83","0 mins 58.54s","58.54","2.75","85","5","3","All Weather","0","0","3","0","1100","0","Handicap","led, ridden and headed over 1f out, kept on one pace","8","Inside","Left Handed","Blnk","15","19","Twilight Son","Polytrack","3068","Gelding","Sweet Applause (IRE)","Acclamation","100",
"2026-02-21","6.30.","Chelmsford City","Easter Festival Handicap","4yo+","Class 2",,"5f ","13085","Standard","9","4th","NK","Moulin Booj (IRE)","4","Scott, George","6","Wright, Liam","5","115","20",,"82","0 mins 58.54s","58.54","2.9","85","5","4","All Weather","0","0","3","0","1100","0","Handicap","raced keenly in touch, shaken up over 1f out, stayed on final furlong, went fourth final strides","9","Inside","Left Handed","Hood","158","36","Sioux Nation (USA)","Polytrack","1535","Gelding","Enliven","Dansili","100",
"2026-02-21","6.30.","Chelmsford City","Easter Festival Handicap","4yo+","Class 2",,"5f ","13085","Standard","9","5th","0.5","Michaelas Boy (IRE)","1","Cowell, R M H","6","Hart, Jason","0","124","4",,"86","0 mins 58.54s","58.54","3.4","85","5","5","All Weather","0","0","3","0","1100","0","Handicap","wore red hood early to post, prominent, ridden over 1f out, faded final 110yds","4","Inside","Left Handed",,"21","40","Ribchester (IRE)","Polytrack","765","Gelding","Joyce Compton (IRE)","Tamayuz","100",
"2026-02-21","6.30.","Chelmsford City","Easter Festival Handicap","4yo+","Class 2",,"5f ","13085","Standard","9","6th","1.25","The Thames Boatman","6","Hughes, Richard","6","Fallon, Cieren","0","121","9",,"83","0 mins 58.54s","58.54","4.65","85","5","6","All Weather","0","0","3","0","1100","0","Handicap","awkward start, took keen hold in rear, pushed along over 1f out, went past beaten rivals 1f out, short of room final furlong, no telling impression","7","Inside","Left Handed","Hood","21","43","Havana Grey","Polytrack","0","Gelding","Gilt Linked","Compton Place","100",
"2026-02-21","6.30.","Chelmsford City","Easter Festival Handicap","4yo+","Class 2",,"5f ","13085","Standard","9","7th","4.5","Mr Lightside (IRE)","9","Appleby, M","4","Davies, Harry","0","123","28",,"85","0 mins 58.54s","58.54","9.15","85","5","7","All Weather","0","0","3","0","1100","0","Handicap","raced wide in midfield, pushed along 2f out, soon held","5","Inside","Left Handed","Vsor TT","15","14","Earthlight (IRE)","Polytrack","0","Gelding","Lexplora (USA)","War Front (USA)","100",
"2026-02-21","6.30.","Chelmsford City","Easter Festival Handicap","4yo+","Class 2",,"5f ","13085","Standard","9","8th","HD","Accrual","2","Loughnane, David","5","Edmunds, Lewis","0","127","9",,"89","0 mins 58.54s","58.54","9.25","85","5","8","All Weather","0","0","3","0","1100","0","Handicap","midfield, pushed along over 1f out, no impression","2","Inside","Left Handed"," Eye","21","17","Profitable (IRE)","Polytrack","0","Gelding","Albertine Rose","Namid","100",
"2026-02-21","6.30.","Chelmsford City","Easter Festival Handicap","4yo+","Class 2",,"5f ","13085","Standard","9","9th","1.25","Albasheer (IRE)","5","Watson, Archie","8","Doyle, Hollie","0","138","6.5",,"100","0 mins 58.54s","58.54","10.5","85","5","9","All Weather","0","0","3","0","1100","0","Handicap","held up in rear, struggling and detached after 2f, never involved","1","Inside","Left Handed","Blnk","416","30","Shamardal (USA)","Polytrack",,"Gelding","Mutebah (IRE)","Marju (IRE)","100",
"2026-02-21","7.00.","Chelmsford City","Saturday Night Lights Handicap","4yo+","Class 6",,"6f ","3664","Standard","9","1st",,"Pinjarra (IRE)","6","Quinn, J J","5","Hart, Jason","0","126","12",,"56","1 mins 12.76s","72.76",,"60","6","1","All Weather","0","0","3","0","1320","0","Handicap","soon led, shaken up 1f out, kept on well","7","Centre","Left Handed","Blnk","35","21","Estidhkaar (IRE)","Polytrack","3664","Gelding","Tatiana Romanova (USA)","Mr Greeley (USA)","66",
"2026-02-21","7.00.","Chelmsford City","Saturday Night Lights Handicap","4yo+","Class 6",,"6f ","3664","Standard","9","2nd","0.75","Insuspense","8","Cole, Oliver","4","Fallon, Cieren","0","133","8.5",,"63","1 mins 12.76s","72.76","0.75","60","6","2","All Weather","0","0","3","0","1320","0","Handicap","held up in rear, asked for effort over 1f out, stayed on strongly final furlong, went second post","3","Centre","Left Handed",,"29","9","Bated Breath","Polytrack","1719","Filly","Incharge","Kingman","66",
"2026-02-21","7.00.","Chelmsford City","Saturday Night Lights Handicap","4yo+","Class 6",,"6f ","3664","Standard","9","3rd","NSE","Twirler","4","Attwater, M J","5","Bradley, Paddy","0","136","3.33",,"66","1 mins 12.76s","72.76","0.78","60","6","3","All Weather","0","0","3","0","1320","0","Handicap","midfield, progress into third over 1f out, soon pushed along, stayed on into second final furlong, lost second post","1","Centre","Left Handed",,"10","28","Cable Bay (IRE)","Polytrack","859","Mare","Run Of The Day","Three Valleys (USA)","66",
"2026-02-21","7.00.","Chelmsford City","Saturday Night Lights Handicap","4yo+","Class 6",,"6f ","3664","Standard","9","4th","1.25","King David (IRE)","3","Kelleway, Miss Gay","5","Doyle, Hollie","0","135","3.33",,"65","1 mins 12.76s","72.76","2.0300000000000002","60","6","4","All Weather","0","0","3","0","1320","0","Handicap","prominent, pushed along over 1f out, kept on same pace","2","Centre","Left Handed","Blnk TT","13","19","Exceed And Excel (AUS)","Polytrack","430","Gelding","Lady Rosamunde","Marias Mon (USA)","66",
"2026-02-21","7.00.","Chelmsford City","Saturday Night Lights Handicap","4yo+","Class 6",,"6f ","3664","Standard","9","5th","2.25","Man On A Mission","9","Charalambous, P / Clutterbuck, J","7","Hogan, D E","0","124","14",,"54","1 mins 12.76s","72.76","4.28","60","6","5","All Weather","0","0","3","0","1320","0","Handicap","took keen hold in midfield, asked for effort over 1f out, soon held","8","Centre","Left Handed","CkPc TT","13","58","Swiss Spirit","Polytrack","214","Gelding","Loveatfirstsight","Bertolini (USA)","66",
"2026-02-21","7.00.","Chelmsford City","Saturday Night Lights Handicap","4yo+","Class 6",,"6f ","3664","Standard","9","6th","0.75","Beelzebub (IRE)","1","Loughnane, David","6","Edmunds, Lewis","0","133","2.75","(Fav)","63","1 mins 12.76s","72.76","5.03","60","6","6","All Weather","0","0","3","0","1320","0","Handicap","held up in touch, pushed along over 1f out, no impression","4","Centre","Left Handed"," Eye","42","28","Dark Angel (IRE)","Polytrack","0","Gelding","Hay Chewed (IRE)","Camacho","66",
"2026-02-21","7.00.","Chelmsford City","Saturday Night Lights Handicap","4yo+","Class 6",,"6f ","3664","Standard","9","7th","NSE","Invincible Melody (IRE)","2","Williams, S C","4","Dace, Jack","5","125","5.5",,"60","1 mins 12.76s","72.76","5.0600000000000005","60","6","7","All Weather","0","0","3","0","1320","0","Handicap","midfield, ridden 2f out, never a threat","5","Centre","Left Handed","Vsor","12","19","Invincible Army (IRE)","Polytrack","0","Gelding","Roger Sez (IRE)","Red Clubs (IRE)","66",
"2026-02-21","7.00.","Chelmsford City","Saturday Night Lights Handicap","4yo+","Class 6",,"6f ","3664","Standard","9","8th","3.25","Sir Rodneyredblood","5","Jenkins, J R","9","Davies, Harry","0","127","14",,"57","1 mins 12.76s","72.76","8.31","60","6","8","All Weather","0","0","3","0","1320","0","Handicap","led early, headed and remained prominent after 1f, pushed along over 1f out, weakened final furlong","6","Centre","Left Handed",,"11","108","Roderic OConnor (IRE)","Polytrack","0","Gelding","Red Blooded Woman (USA)","Red Ransom (USA)","66",
"2026-02-21","7.00.","Chelmsford City","Saturday Night Lights Handicap","4yo+","Class 6",,"6f ","3664","Standard","9","9th","4","Conquest Of Power","7","Usher, M D I","6","Marshall, Tom Kiely","5","113","40",,"48","1 mins 12.76s","72.76","12.31","60","6","9","All Weather","0","0","3","0","1320","0","Handicap","went early to post, held up in rear, pushed along 2f out, never involved","9","Centre","Left Handed","Hood TT","33","44","Cityscape","Polytrack",,"Gelding","Birch Cove (FR)","Shamardal (USA)","66",
"2026-02-21","7.30.","Chelmsford City","Fairwood Brasserie Maiden Fillies Stakes (GBB Race)","3yo+","Class 4",,"7f ","5234","Standard","9","1st",,"Bee My Honey (IRE)","4","Hills, Charles","4","Hornby, Rob","0","142","4.5",,"73","1 mins 27.99s","87.99",,"0","7","1","All Weather","0","0","3","0","1540","0","Maiden","prominent, shaken up to lead 1f out, ran on well","1","Inside","Left Handed",,"24","4","Mehmas (IRE)","Polytrack","5234","Filly","Honeymead (IRE)","Pivotal","73",
"2026-02-21","7.30.","Chelmsford City","Fairwood Brasserie Maiden Fillies Stakes (GBB Race)","3yo+","Class 4",,"7f ","5234","Standard","9","2nd","3.25","Denver Doll (IRE)","8","Crisford, Simon","3","Davies, Harry","0","125","0.62","(Fav)","0","1 mins 27.99s","87.99","3.25","0","7","2","All Weather","0","0","3","0","1540","0","Maiden","midfield, short of room over 1f out, switched left and asked for effort when in clear, went second final furlong, no match for winner","5","Inside","Left Handed",,"26","1","Mehmas (IRE)","Polytrack","2456","Filly","Desert Lantern (USA)","More Than Ready (USA)","73",
"2026-02-21","7.30.","Chelmsford City","Fairwood Brasserie Maiden Fillies Stakes (GBB Race)","3yo+","Class 4",,"7f ","5234","Standard","9","3rd","1.75","Welljudged","3","Varian, Roger","4","Callan, Mr Jack","5","137","3",,"72","1 mins 27.99s","87.99","5","0","7","3","All Weather","0","0","3","0","1540","0","Maiden","midfield, asked for effort over 1f out, stayed on final furlong, went third near finish","2","Inside","Left Handed",,"26","4","Siyouni (FR)","Polytrack","1227","Filly","Well Yes (IRE)","Galileo (IRE)","73",
"2026-02-21","7.30.","Chelmsford City","Fairwood Brasserie Maiden Fillies Stakes (GBB Race)","3yo+","Class 4",,"7f ","5234","Standard","9","4th","0.75","Made In Normandie (FR)","6","Menuisier, David","3","Kraats, Dominique Van Der","7","118","50",,"0","1 mins 27.99s","87.99","5.75","0","7","4","All Weather","0","0","3","0","1540","0","Maiden","took keen hold, raced wide in midfield, headway into third over 1f out, ridden 1f out, lost third near finish","8","Inside","Left Handed",,"239","1","Armor","Polytrack","614","Filly","Miss Pimpernel (IRE)","Clodovil (IRE)","73",
"2026-02-21","7.30.","Chelmsford City","Fairwood Brasserie Maiden Fillies Stakes (GBB Race)","3yo+","Class 4",,"7f ","5234","Standard","9","5th","NK","Wheres The Picnic","1","Smyth-Osbourne, Edward","4","Edmunds, Lewis","0","142","28",,"0","1 mins 27.99s","87.99","5.9","0","7","5","All Weather","0","0","3","0","1540","0","Maiden","wore red hood to post, led, headed and remained prominent after 1f, pushed along over 1f out, weakened final furlong","3","Inside","Left Handed",,"558","1","Belardo (IRE)","Polytrack","306","Filly","Full Mandate (IRE)","Acclamation","73",
"2026-02-21","7.30.","Chelmsford City","Fairwood Brasserie Maiden Fillies Stakes (GBB Race)","3yo+","Class 4",,"7f ","5234","Standard","9","6th","1.75","Zoulette (IRE)","7","Sangster, Ollie","3","Kirrane, Sean","0","125","18",,"0","1 mins 27.99s","87.99","7.65","0","7","6","All Weather","0","0","3","0","1540","0","Maiden","midfield, pushed along over 1f out, never a danger","9","Inside","Left Handed",,"None","0","Zoustar (AUS)","Polytrack","0","Filly","Clifftop Dancer (IRE)","Canford Cliffs (IRE)","73",
"2026-02-21","7.30.","Chelmsford City","Fairwood Brasserie Maiden Fillies Stakes (GBB Race)","3yo+","Class 4",,"7f ","5234","Standard","9","7th","1.5","Lady Of Clover (IRE)","2","Scott, George","3","Keenan, Darragh","0","125","150",,"0","1 mins 27.99s","87.99","9.15","0","7","7","All Weather","0","0","3","0","1540","0","Maiden","took keen hold in rear, shaken up 2f out, never involved","6","Inside","Left Handed","Hood","9","2","Kodi Bear (IRE)","Polytrack","0","Filly","Lucky Sister (IRE)","Free Eagle (IRE)","73",
"2026-02-21","7.30.","Chelmsford City","Fairwood Brasserie Maiden Fillies Stakes (GBB Race)","3yo+","Class 4",,"7f ","5234","Standard","9","8th","1","Catwalk Chat","9","Owen, J P","3","Cosgrave, Pat","0","125","33",,"0","1 mins 27.99s","87.99","10.15","0","7","8","All Weather","0","0","3","0","1540","0","Maiden","raced wide early, led after 1f, ridden over 1f out, headed 1f out, soon weakened","4","Inside","Left Handed","CkPc","265","1","Expert Eye","Polytrack","0","Filly","Modern Look","Zamindar (USA)","73",
"2026-02-21","7.30.","Chelmsford City","Fairwood Brasserie Maiden Fillies Stakes (GBB Race)","3yo+","Class 4",,"7f ","5234","Standard","9","9th","0.75","Love Love Love","5","Scott, George","3","McDonald, P J","0","125","40",,"0","1 mins 27.99s","87.99","10.9","0","7","9","All Weather","0","0","3","0","1540","0","Maiden","held up in rear, ridden over 1f out, never a threat","7","Inside","Left Handed","Hood","8","2","Too Darn Hot","Polytrack",,"Filly","Mosuo (IRE)","Oasis Dream","73",
"2026-02-21","8.00.","Chelmsford City","Dance Through The Decades Handicap","4yo+","Class 6",,"7f ","3664","Standard","9","1st",,"Hint Of The Jungle (IRE)","4","Murphy, Mike","5","Hornby, Rob","0","134","1.75","(Fav)","57","1 mins 26.59s","86.59",,"57","7","1","All Weather","0","0","3","0","1540","0","Handicap","prominent, ridden over 1f out, led final furlong, pressed near finish, won on the nod","5","Inside","Left Handed","Hood TT","10","20","Bungle Inthejungle","Polytrack","3664","Gelding","Hint Of Red (IRE)","Fast Company (IRE)","58",
"2026-02-21","8.00.","Chelmsford City","Dance Through The Decades Handicap","4yo+","Class 6",,"7f ","3664","Standard","9","2nd","SH","Tomorrow Day","9","Usher, M D I","5","Marshall, Tom Kiely","5","120","66",,"48","1 mins 26.59s","86.59","0.05","57","7","2","All Weather","0","0","3","0","1540","0","Handicap","wore red hood early to post, midfield, niggled along 3f out, asked for effort over 2f out, stayed on strongly final furlong, pressed leader near finish, lost on the nod","8","Inside","Left Handed","CkPc","108","32","Adaay (IRE)","Polytrack","1719","Gelding","Midnight Flower (IRE)","Haafhd","58",
"2026-02-21","8.00.","Chelmsford City","Dance Through The Decades Handicap","4yo+","Class 6",,"7f ","3664","Standard","9","3rd","1","Drafted (IRE)","6","Pike, Charlie","6","Dingle, Lillie","7","126","12",,"56","1 mins 26.59s","86.59","1.05","57","7","3","All Weather","0","0","3","0","1540","0","Handicap","midfield, pushed along over 1f out, stayed on final furlong, went third near finish","6","Inside","Left Handed",,"73","29","Showcasing","Polytrack","859","Gelding","Flower Fashion (FR)","Flower Alley (USA)","58",
"2026-02-21","8.00.","Chelmsford City","Dance Through The Decades Handicap","4yo+","Class 6",,"7f ","3664","Standard","9","3rd","DH","Homme De Fer","7","Carroll, A W","5","Carson, William","0","131","4",,"54","1 mins 26.59s","86.59","1.05","57","7","3","All Weather","0","0","3","0","1540","0","Handicap","held up in rear, shaken up over 1f out, headway final furlong, joined third post","7","Inside","Left Handed",,"25","14","Oasis Dream","Polytrack","859","Gelding","Femme De Fer","Hamas (IRE)","58",
"2026-02-21","8.00.","Chelmsford City","Dance Through The Decades Handicap","4yo+","Class 6",,"7f ","3664","Standard","9","5th","0.75","Vitalline","2","Burke, Kieran","8","Doyle, Hollie","0","125","6.5",,"48","1 mins 26.59s","86.59","1.8","57","7","5","All Weather","0","0","3","0","1540","0","Handicap","held up in touch, ridden over 1f out, plugged on final furlong","9","Inside","Left Handed","CkPc TT","23","55","Due Diligence (USA)","Polytrack","214","Gelding","Vittas Touch (USA)","Touch Gold (USA)","58",
"2026-02-21","8.00.","Chelmsford City","Dance Through The Decades Handicap","4yo+","Class 6",,"7f ","3664","Standard","9","6th","1.25","Edergoles Gift (IRE)","8","Allen, C N","5","Keenan, Darragh","0","135","33",,"58","1 mins 26.59s","86.59","3.05","57","7","6","All Weather","0","0","3","0","1540","0","Handicap","prominent, pushed along to lead over 1f out, headed final furlong, no extra","1","Inside","Left Handed","CkPc TT","23","32","Reliable Man","Polytrack","0","Mare","Irishstone (IRE)","Danehill Dancer (IRE)","58",
"2026-02-21","8.00.","Chelmsford City","Dance Through The Decades Handicap","4yo+","Class 6",,"7f ","3664","Standard","9","7th","1.75","Prefer The Sister (IRE)","1","Crawley, Matt","6","Peate, Jonny","0","134","28",,"57","1 mins 26.59s","86.59","4.8","57","7","7","All Weather","0","0","3","0","1540","0","Handicap","wore red hood early to post, midfield, ridden over 1f out, soon held","3","Inside","Left Handed"," TT","17","22","National Defense","Polytrack","0","Mare","Pandoras Secret (IRE)","Monashee Mountain (USA)","58",
"2026-02-21","8.00.","Chelmsford City","Dance Through The Decades Handicap","4yo+","Class 6",,"7f ","3664","Standard","9","8th","1","Adelaide Bay","3","Lidster, Craig","4","Donohoe, Stephen","0","134","25",,"57","1 mins 26.59s","86.59","5.8","57","7","8","All Weather","0","0","3","0","1540","0","Handicap","wore red hood to post, held up in rear, ridden 2f out, never involved","4","Inside","Left Handed",,"26","14","New Bay","Polytrack","0","Gelding","Vitamin (IRE)","Camelot","58",
"2026-02-21","8.00.","Chelmsford City","Dance Through The Decades Handicap","4yo+","Class 6",,"7f ","3664","Standard","9","9th","2","Sanditon (IRE)","5","Johnston, Charlie","4","Callan, Mr Jack","5","130","2.5",,"58","1 mins 26.59s","86.59","7.8","57","7","9","All Weather","0","0","3","0","1540","0","Handicap","led, ridden and headed over 1f out, soon weakened","2","Inside","Left Handed","CkPc","13","15","Footstepsinthesand","Polytrack",,"Gelding","Canasta","Charm Spirit (IRE)","58",
"2026-02-21","8.30.","Chelmsford City","Chelmsford Mile Series Qualifier Handicap","4yo+","Class 6",,"1m ","3664","Standard","8","1st",,"Fast Bullet","2","Mohammed, Ismail","4","Bradley, Paddy","0","134","11",,"54","1 mins 40.57s","100.57",,"53","8","1","All Weather","0","0","3","0","1760","0","Handicap","midfield, pushed along over 1f out, went second 1f out, led final furlong, ran on","2","Inside","Left Handed",,"30","11","Universal (IRE)","Polytrack","3664","Filly","Fast Spin (USA)","Hard Spun (USA)","55",
"2026-02-21","8.30.","Chelmsford City","Chelmsford Mile Series Qualifier Handicap","4yo+","Class 6",,"1m ","3664","Standard","8","2nd","1.5","Semser","5","Moore, Gary and Josh","9","Fallon, Cieren","0","132","6",,"52","1 mins 40.57s","100.57","1.5","53","8","2","All Weather","0","0","3","0","1760","0","Handicap","held up in rear, shaken up 2f out, headway 1f out, edged left and went second final furlong, held by winner","5","Inside","Left Handed","CkPc","11","43","Siyouni (FR)","Polytrack","1719","Gelding","Serres (IRE)","Daylami (IRE)","55",
"2026-02-21","8.30.","Chelmsford City","Chelmsford Mile Series Qualifier Handicap","4yo+","Class 6",,"1m ","3664","Standard","8","3rd","1.25","Mr Fustic (IRE)","3","Brown, Andi","8","Hogan, D E","0","134","5.5",,"54","1 mins 40.57s","100.57","2.75","53","8","3","All Weather","0","0","3","0","1760","0","Handicap","held up in touch, ridden and headway over 1f out, stayed on final furlong, went third close home","4","Inside","Left Handed","Vsor TT","81","34","Epaulette (AUS)","Polytrack","859","Gelding","Marion Antoinette (IRE)","Antonius Pius (USA)","55",
