racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,MaxORinRace
19/02/2026,3.57.,Newcastle,Join The Midnite Movement Handicap (Rider Restricted Race) (GBBPlus Race),4yo+,Class 3,,2m.5f ,7956,Standard,11,2nd,0.75,Weddell Sea (IRE),1,"Sowersby, M E",8,"Brookes, Aiden",0,124,6,,74,3 mins 32.73s,212.73,0.75,78,16.5,2,All Weather,0,0,3,0,3576,0,Handicap,"midfield, headway 3f out, pushed along when waiting for room over 2f out, chased winner from over 1f out, ran on but always held towards finish",8,Inside,Left Handed,CkPc TT,34,33,Sea The Stars (IRE),Tapeta,3733,Gelding,West Of Venus (USA),Street Cry (IRE),92
19/02/2026,3.57.,Newcastle,Join The Midnite Movement Handicap (Rider Restricted Race) (GBBPlus Race),4yo+,Class 3,,2m.5f ,7956,Standard,11,3rd,6,Hatysa,11,"Balding, A M",4,"Hutchinson, Callum",0,123,1.75,(Fav),77,3 mins 32.73s,212.73,6.75,78,16.5,3,All Weather,0,0,3,0,3576,0,Handicap,"prominent, took third 4f out, chased leaders from 3f out, briefly led over 2f out, soon headed, outpaced by leading pair final furlong, weakened towards finish",11,Inside,Left Handed,,151,8,Sea The Stars (IRE),Tapeta,1865,Filly,Hazaranda,Dansili,92
19/02/2026,3.57.,Newcastle,Join The Midnite Movement Handicap (Rider Restricted Race) (GBBPlus Race),4yo+,Class 3,,2m.5f ,7956,Standard,11,4th,0.75,Chemistry (IRE),7,"Furtado, Ivan",5,"Croot, Elle-May",5,137,18,,92,3 mins 32.73s,212.73,7.5,78,16.5,4,All Weather,0,0,3,0,3576,0,Handicap,"towards rear, headway from 2f out, ran on, took fourth final 10yds, kept on",1,Inside,Left Handed,,49,9,Kingman,Tapeta,933,Gelding,Highest Ever (IRE),Galileo (IRE),92
19/02/2026,3.57.,Newcastle,Join The Midnite Movement Handicap (Rider Restricted Race) (GBBPlus Race),4yo+,Class 3,,2m.5f ,7956,Standard,11,5th,NK,Humble Spark (IRE),2,"Goldie, J S",6,"Young, Lauren",5,124,6,,79,3 mins 32.73s,212.73,7.65,78,16.5,5,All Weather,0,0,3,0,3576,0,Handicap,"prominent early, soon steadied to race in midfield, pushed along over 3f out, some headway final furlong, kept on",5,Inside,Left Handed,Hood,34,36,Acclamation,Tapeta,465,Gelding,Maiden Approach,New Approach (IRE),92
19/02/2026,3.57.,Newcastle,Join The Midnite Movement Handicap (Rider Restricted Race) (GBBPlus Race),4yo+,Class 3,,2m.5f ,7956,Standard,11,6th,2.25,Vaguely Royal (IRE),8,"Williams, Ian",6,"Kavanagh, Ryan",5,122,50,,77,3 mins 32.73s,212.73,9.9,78,16.5,6,All Weather,0,0,3,0,3576,0,Handicap,"slowly away and lost several lengths start, in rear, hung right when outpaced before halfway, ridden 2f out, weakened final furlong",6,Inside,Left Handed,CkPc,13,27,Galileo (IRE),Tapeta,0,Gelding,Danilovna (IRE),Dansili,92
19/02/2026,3.57.,Newcastle,Join The Midnite Movement Handicap (Rider Restricted Race) (GBBPlus Race),4yo+,Class 3,,2m.5f ,7956,Standard,11,7th,5.5,Sax Appeal,10,"Johnston, Charlie",6,"Stammers, Oliver",0,141,5,,91,3 mins 32.73s,212.73,15.4,78,16.5,7,All Weather,0,0,3,0,3576,0,Handicap,"prominent, soon raced in second, led over 3f out, ridden when headed over 2f out, soon weakened",3,Inside,Left Handed,,13,37,Saxon Warrior (JPN),Tapeta,0,Gelding,Isobel Archer,Oasis Dream,92
19/02/2026,3.57.,Newcastle,Join The Midnite Movement Handicap (Rider Restricted Race) (GBBPlus Race),4yo+,Class 3,,2m.5f ,7956,Standard,11,8th,5,Educator,4,"Knight, Miss H C",7,"Horgan, C",5,118,11,,73,3 mins 32.73s,212.73,20.4,78,16.5,8,All Weather,0,0,3,0,3576,0,Handicap,"prominent, soon raced in third, ridden when lost position 4f out, outpaced 3f out, soon weakened",10,Inside,Left Handed,,19,35,Deep Impact (JPN),Tapeta,0,Gelding,Diploma,Dubawi (IRE),92
19/02/2026,3.57.,Newcastle,Join The Midnite Movement Handicap (Rider Restricted Race) (GBBPlus Race),4yo+,Class 3,,2m.5f ,7956,Standard,11,9th,2.75,Gentleman Joe,9,"Crawley, Matt",8,"Peate, Jonny",0,141,10,,91,3 mins 32.73s,212.73,23.15,78,16.5,9,All Weather,0,0,3,0,3576,0,Handicap,"prominent, led after 1f, headed over 3f out, soon ridden weakened quickly over 2f out",2,Inside,Left Handed, TT,76,21,Authorized (IRE),Tapeta,,Gelding,Bella Lulu,Iffraaj,92
19/02/2026,3.57.,Newcastle,Join The Midnite Movement Handicap (Rider Restricted Race) (GBBPlus Race),4yo+,Class 3,,2m.5f ,7956,Standard,11,10th,25,Alrazeen (IRE),6,"Kelleway, Miss Gay",5,"Egan, John",0,137,7.5,,87,3 mins 32.73s,212.73,48.15,78,16.5,10,All Weather,0,0,3,0,3576,0,Handicap,"always towards rear, outpaced and struggling over 3f out, tailed off from over 1f out",4,Inside,Left Handed,,69,18,Galileo Gold,Tapeta,,Gelding,Jenlen (USA),Lemon Drop Kid (USA),92
19/02/2026,3.57.,Newcastle,Join The Midnite Movement Handicap (Rider Restricted Race) (GBBPlus Race),4yo+,Class 3,,2m.5f ,7956,Standard,11,11th,53,Fleurman (IRE),5,"Morris, Patrick",8,"Mangan, Gina",0,124,40,,74,3 mins 32.73s,212.73,101.15,78,16.5,11,All Weather,0,0,3,0,3576,0,Handicap,"led, headed after 1f, steadily weakened from halfway, dropped to last 4f, soon tailed off, never travelled",7,Inside,Left Handed,CkPc,17,31,Mastercraftsman (IRE),Tapeta,,Gelding,Fleur De Nuit (IRE),Montjeu (IRE),92
19/02/2026,4.30.,Newcastle,Read Meg Nicholls Blog At betmgm.co.uk Handicap (Rider Restricted Race),3yo,Class 5,,7f ,3716,Standard,7,1st,,Al Najashi,2,"Sangster, Ollie",3,"Donohoe, Stephen",0,141,0.25,(Fav),75,1 mins 27.87s,87.87,,66,7,1,All Weather,0,0,2,0,1554,0,Handicap,"soon raced in second, raced keenly, travelled smoothly when led over 1f out, pushed along to go clear inside final furlong, easily",1,Inside,Straight, TT,6,6,Territories (IRE),Tapeta,3716,Colt,Al Hajees,Iffraaj,75
19/02/2026,4.30.,Newcastle,Read Meg Nicholls Blog At betmgm.co.uk Handicap (Rider Restricted Race),3yo,Class 5,,7f ,3716,Standard,7,2nd,3.25,Okiru (IRE),5,"Watson, Archie",3,"Cox, William",0,135,25,,69,1 mins 27.87s,87.87,3.25,66,7,2,All Weather,0,0,2,0,1554,0,Handicap,"led, ridden when headed over 1f out, ridden inside final furlong, kept on but no chance with winner towards finish",3,Inside,Straight,,43,4,Blue Point (IRE),Tapeta,1744,Gelding,Dawn Delight,Dawn Approach (IRE),75
19/02/2026,4.30.,Newcastle,Read Meg Nicholls Blog At betmgm.co.uk Handicap (Rider Restricted Race),3yo,Class 5,,7f ,3716,Standard,7,3rd,NK,My Shagaf (IRE),6,"Kent, T J",3,"Planas, Connor",3,129,20,,66,1 mins 27.87s,87.87,3.4,66,7,3,All Weather,0,0,2,0,1554,0,Handicap,"towards rear, ridden and headway on near side final furlong, took third entering final 110yds, kept on",4,Inside,Straight,,20,5,Sioux Nation (USA),Tapeta,871,Filly,Multiply By Eight (FR),Muhaarar,75
19/02/2026,4.30.,Newcastle,Read Meg Nicholls Blog At betmgm.co.uk Handicap (Rider Restricted Race),3yo,Class 5,,7f ,3716,Standard,7,4th,0.5,Norcross Brow,1,"Pears, Ollie",3,"Costello, Dougie",0,132,25,,66,1 mins 27.87s,87.87,3.9,66,7,4,All Weather,0,0,2,0,1554,0,Handicap,"held up in rear, some headway to briefly go third over 2f out, ridden and lost one place towards finish",5,Inside,Straight,,33,4,Expert Eye,Tapeta,436,Gelding,Twist Moor Lane,Mayson,75
19/02/2026,4.30.,Newcastle,Read Meg Nicholls Blog At betmgm.co.uk Handicap (Rider Restricted Race),3yo,Class 5,,7f ,3716,Standard,7,5th,2.25,Maynora,7,"Lidster, Craig",3,"Elliott, Rhys",5,116,18,,55,1 mins 27.87s,87.87,6.15,66,7,5,All Weather,0,0,2,0,1554,0,Handicap,"in touch with leaders, raced keenly, pushed along over 3f out, soon lost ground, weakened final 110yds",7,Inside,Straight,CkPc,28,9,Mayson,Tapeta,217,Gelding,Azenora (FR),Rock Of Gibraltar (IRE),75
19/02/2026,4.30.,Newcastle,Read Meg Nicholls Blog At betmgm.co.uk Handicap (Rider Restricted Race),3yo,Class 5,,7f ,3716,Standard,7,6th,2.5,Ocean Of Storms (FR),3,"Crisford, Simon",3,"Nicholls, Mr Jack",5,130,4.5,,69,1 mins 27.87s,87.87,8.65,66,7,6,All Weather,0,0,2,0,1554,0,Handicap,"in touch with leaders, hung right from 2f out, pushed along over 1f out, soon outpaced, weakened quickly final furlong",2,Inside,Straight,Hood,122,3,Night Of Thunder (IRE),Tapeta,0,Gelding,Burning Sea (IRE),Lope De Vega (IRE),75
19/02/2026,4.30.,Newcastle,Read Meg Nicholls Blog At betmgm.co.uk Handicap (Rider Restricted Race),3yo,Class 5,,7f ,3716,Standard,7,7th,2,What Fools Believe,4,"Furtado, Ivan",3,"McHugh, B",0,123,66,,57,1 mins 27.87s,87.87,10.65,66,7,7,All Weather,0,0,2,0,1554,0,Handicap,"in touch with leaders, pushed along when lost ground soon after halfway, weakened quickly over 1f out",6,Inside,Straight,,63,3,Zoustar (AUS),Tapeta,0,Filly,Festive Star,Golden Horn,75
19/02/2026,5.00.,Newcastle,BetMGM Supports Safer Gambling Novice Stakes (Rider Restricted Race) (GBB Race),3yo+,Class 4,,7f ,5400,Standard,5,1st,,Factual (IRE),3,"Balding, A M",3,"Hutchinson, Callum",0,130,1.25,(Fav),86,1 mins 28.09s,88.09,,0,7,1,All Weather,0,0,2,0,1554,0,Novices,"led, pushed along 2f out, ridden and hung right when briefly headed over 1f out, rallied and disputed lead inside final furlong, clearly led again and edged on towards finish",3,Inside,Straight,,33,2,Sioux Nation (USA),Tapeta,5400,Colt,Drombeg Dream (IRE),Arcano (IRE),86
19/02/2026,5.00.,Newcastle,BetMGM Supports Safer Gambling Novice Stakes (Rider Restricted Race) (GBB Race),3yo+,Class 4,,7f ,5400,Standard,5,2nd,0.5,Majestic Dane,1,"Burke, K R",3,"Nicholls, Mr Jack",5,127,2.25,,0,1 mins 28.09s,88.09,0.5,0,7,2,All Weather,0,0,2,0,1554,0,Novices,"soon raced in second, pushed along when briefly led over 1f out, soon joined inside final furlong, no extra when headed towards finish",2,Inside,Straight,,19,1,Showcasing,Tapeta,2535,Colt,Enoughs Enough,Adaay (IRE),86
19/02/2026,5.00.,Newcastle,BetMGM Supports Safer Gambling Novice Stakes (Rider Restricted Race) (GBB Race),3yo+,Class 4,,7f ,5400,Standard,5,3rd,2.5,Zain Primus,4,"Butler, John",3,"Robinson, Ben",0,125,2,,0,1 mins 28.09s,88.09,3,0,7,3,All Weather,0,0,2,0,1554,0,Novices,"reluctant to enter stalls, towards rear and keen early, headway to take third 2f out, every chance over 1f out, soon outpaced by leading pair inside final furlong, weakened towards finish",5,Inside,Straight,,None,0,Pinatubo (IRE),Tapeta,1268,Colt,So Brave,Kyllachy,86
19/02/2026,5.00.,Newcastle,BetMGM Supports Safer Gambling Novice Stakes (Rider Restricted Race) (GBB Race),3yo+,Class 4,,7f ,5400,Standard,5,4th,5.5,Shimmering Spirit (IRE),5,"Tinkler, N",3,"McManoman, Faye",0,125,80,,0,1 mins 28.09s,88.09,8.5,0,7,4,All Weather,0,0,2,0,1554,0,Novices,"in rear and always outpaced, detached from soon after halfway, weakened final furlong",4,Inside,Straight,Hood,None,0,Invincible Spirit (IRE),Tapeta,634,Gelding,Shimmering Moment (USA),Afleet Alex (USA),86
19/02/2026,5.00.,Newcastle,BetMGM Supports Safer Gambling Novice Stakes (Rider Restricted Race) (GBB Race),3yo+,Class 4,,7f ,5400,Standard,5,5th,2.75,Jet Warrior,2,"Haslam, B M R",4,"McHugh, B",0,142,125,,0,1 mins 28.09s,88.09,11.25,0,7,5,All Weather,0,0,2,0,1554,0,Novices,"tracked leading pair, pushed along when lost position over 2f out, soon outpaced, weakened final furlong",1,Inside,Straight,,97,2,Saxon Warrior (JPN),Tapeta,0,Gelding,Force One,Dansili,86
19/02/2026,5.30.,Newcastle,Midnite A Next Generation Betting App Handicap (Rider Restricted Race),4yo+,Class 6,,1m ,4711,Standard,9,1st,,Showmedemoney (IRE),1,"Jardine, I",7,"Tabti, M",5,130,1.75,(Fav),54,1 mins 40.47s,100.47,,52,8,1,All Weather,0,0,3,0,1765,0,Handicap,"soon raced in second, led just before halfway, pushed along 2f out, faced challenge inside final furlong, kept on well",1,Inside,Straight,Blnk TT,4,40,Divine Prophet (AUS),Tapeta,4711,Gelding,Escapism (IRE),Iffraaj,54
19/02/2026,5.30.,Newcastle,Midnite A Next Generation Betting App Handicap (Rider Restricted Race),4yo+,Class 6,,1m ,4711,Standard,9,2nd,0.75,Esque Elegance (IRE),3,"Hanlon, Stephen",4,"Young, Lauren",5,123,5.5,,47,1 mins 40.47s,100.47,0.75,52,8,2,All Weather,0,0,3,0,1765,0,Handicap,"led, narrowly headed just before halfway, pushed along when pestered winner inside final furlong, no extra towards finish",7,Inside,Straight,,9,17,Far Above (IRE),Tapeta,2210,Filly,Esque Amore (IRE),Es Que Love (IRE),54
19/02/2026,5.30.,Newcastle,Midnite A Next Generation Betting App Handicap (Rider Restricted Race),4yo+,Class 6,,1m ,4711,Standard,9,3rd,1.5,Rosemarys Rose (IRE),7,"Millman, B R",4,"Hutchinson, Callum",0,133,10,,52,1 mins 40.47s,100.47,2.25,52,8,3,All Weather,0,0,3,0,1765,0,Handicap,"midfield, pushed along to chase leaders over 1f out, went third inside final furlong, no extra towards finish",5,Inside,Straight,,9,11,Belardo (IRE),Tapeta,1104,Filly,Escallonia (IRE),Arcano (IRE),54
19/02/2026,5.30.,Newcastle,Midnite A Next Generation Betting App Handicap (Rider Restricted Race),4yo+,Class 6,,1m ,4711,Standard,9,4th,0.75,Dequinto (IRE),9,"Carroll, A W",7,"Coppins, Myla",7,119,6.5,,45,1 mins 40.47s,100.47,3,52,8,4,All Weather,0,0,3,0,1765,0,Handicap,"towards rear, pushed along to make some headway over 1f out, disputed third inside final furlong, weakened towards finish",9,Inside,Straight,,9,22,Requinto (IRE),Tapeta,553,Gelding,Moss Nation,Moss Vale (IRE),54
19/02/2026,5.30.,Newcastle,Midnite A Next Generation Betting App Handicap (Rider Restricted Race),4yo+,Class 6,,1m ,4711,Standard,9,5th,3.5,I Can Boogy,5,"Tinkler, N",4,"Jary, Alex",3,130,3.33,,52,1 mins 40.47s,100.47,6.5,52,8,5,All Weather,0,0,3,0,1765,0,Handicap,"midfield, pushed along to make some headway over 1f out, outpaced inside final furlong, weakened final 110yds",4,Inside,Straight,,4,17,Twilight Son,Tapeta,275,Filly,Accolade,Acclamation,54
19/02/2026,5.30.,Newcastle,Midnite A Next Generation Betting App Handicap (Rider Restricted Race),4yo+,Class 6,,1m ,4711,Standard,9,6th,NK,Griselda (IRE),6,"Knight, Miss H C",4,"Horgan, C",5,128,50,,52,1 mins 40.47s,100.47,6.65,52,8,6,All Weather,0,0,3,0,1765,0,Handicap,"held up in rear, some headway over 1f out, outpaced inside final furlong, weakened towards finish",3,Inside,Straight,CkPc,22,20,Kodi Bear (IRE),Tapeta,0,Filly,Geizy Teizy (IRE),Lawman (FR),54
19/02/2026,5.30.,Newcastle,Midnite A Next Generation Betting App Handicap (Rider Restricted Race),4yo+,Class 6,,1m ,4711,Standard,9,7th,1.5,Trusty Scout (IRE),8,"Shaw, D",8,"Russell, Harry",0,126,33,,45,1 mins 40.47s,100.47,8.15,52,8,7,All Weather,0,0,3,0,1765,0,Handicap,"held up in rear, outpaced from soon after halfway, detached over 2f out, soon weakened",8,Inside,Straight,,20,67,Gleneagles (IRE),Tapeta,0,Gelding,Dutch Lilly,Dutch Art,54
19/02/2026,5.30.,Newcastle,Midnite A Next Generation Betting App Handicap (Rider Restricted Race),4yo+,Class 6,,1m ,4711,Standard,9,8th,HD,Alpine Sierra (IRE),2,"Goldie, J S",8,"Downing, George",0,132,9,,51,1 mins 40.47s,100.47,8.25,52,8,8,All Weather,0,0,3,0,1765,0,Handicap,"held up in rear, outpaced soon after halfway, steadily weakened over from 1f out",6,Inside,Straight,Hood,19,59,Distorted Humor (USA),Tapeta,0,Gelding,Unaccompanied (IRE),Danehill Dancer (IRE),54
19/02/2026,5.30.,Newcastle,Midnite A Next Generation Betting App Handicap (Rider Restricted Race),4yo+,Class 6,,1m ,4711,Standard,9,9th,0.5,Ratafia,4,"Herrington,M ",8,"McSweeney, O",0,134,12,,53,1 mins 40.47s,100.47,8.75,52,8,9,All Weather,0,0,3,0,1765,0,Handicap,"prominent, pushed along over 2f out, outpaced over 1f out, soon weakened",2,Inside,Straight,CkPc,30,35,Iffraaj,Tapeta,,Gelding,Aetna,Indesatchel (IRE),54
19/02/2026,6.00.,Newcastle,Bet 10 Get 40 With BetMGM Handicap (Rider Restricted Race),4yo+,Class 6,,7f ,3140,Standard,8,1st,,Lord Capulet (IRE),8,"Ryan, K A",4,"McSweeney, O",0,135,1.25,(Fav),64,1 mins 26.08s,86.08,,57,7,1,All Weather,0,0,3,0,1554,0,Handicap,"taken down early, made all, pushed along over 1f out, ran well, eased towards finish, readily",1,Inside,Straight,,19,10,Make Believe,Tapeta,3140,Gelding,Rosaline (IRE),New Approach (IRE),64
19/02/2026,6.00.,Newcastle,Bet 10 Get 40 With BetMGM Handicap (Rider Restricted Race),4yo+,Class 6,,7f ,3140,Standard,8,2nd,1.25,Pit Boss,5,"Bailey, Liam",4,"Horgan, C",5,123,3.5,,57,1 mins 26.08s,86.08,1.25,57,7,2,All Weather,0,0,3,0,1554,0,Handicap,"held up in rear, steady headway from halfway, chased winner from 1f out, ran on but always held by winner towards finish",5,Inside,Straight,Blnk TT,5,22,Ardad (IRE),Tapeta,1474,Gelding,Mara Grey (IRE),Azamour (IRE),64
19/02/2026,6.00.,Newcastle,Bet 10 Get 40 With BetMGM Handicap (Rider Restricted Race),4yo+,Class 6,,7f ,3140,Standard,8,3rd,3.5,Bullington Bry,4,"Ramsden, Joey",4,"Garritty, Jack",0,131,18,,60,1 mins 26.08s,86.08,4.75,57,7,3,All Weather,0,0,3,0,1554,0,Handicap,"prominent, keen early, pushed along over 2f out, ridden to make headway over 1f out, outpaced by leading pair inside final furlong, weakened towards finish",2,Inside,Straight,,15,12,Bated Breath,Tapeta,736,Gelding,Oh Dream,Oasis Dream,64
19/02/2026,6.00.,Newcastle,Bet 10 Get 40 With BetMGM Handicap (Rider Restricted Race),4yo+,Class 6,,7f ,3140,Standard,8,4th,1,Call Glory (IRE),7,"Williams, Ian",5,"Kavanagh, Ryan",5,122,11,,56,1 mins 26.08s,86.08,5.75,57,7,4,All Weather,0,0,3,0,1554,0,Handicap,"wore hood to start, held up towards rear, some headway 1f out, kept on no impression on leaders towards finish",7,Inside,Straight,,13,40,Soldiers Call,Tapeta,368,Gelding,La Perla (SPA),Sinndar (IRE),64
19/02/2026,6.00.,Newcastle,Bet 10 Get 40 With BetMGM Handicap (Rider Restricted Race),4yo+,Class 6,,7f ,3140,Standard,8,5th,2.75,Pallas Lord (IRE),6,"Whillans, D W",8,"McHugh, B",0,129,11,,58,1 mins 26.08s,86.08,8.5,57,7,5,All Weather,0,0,3,0,1554,0,Handicap,"soon raced in second, pushed along and lost position over 2f out, outpaced over 1f out, soon weakened",3,Inside,Straight, TT,15,70,Dandy Man (IRE),Tapeta,184,Gelding,Nutshell,Dubai Destination (USA),64
19/02/2026,6.00.,Newcastle,Bet 10 Get 40 With BetMGM Handicap (Rider Restricted Race),4yo+,Class 6,,7f ,3140,Standard,8,6th,1.75,Swiss Ace,2,"Carr, Mrs R A",8,"Langley, Miss Taryn",5,122,6.5,,56,1 mins 26.08s,86.08,10.25,57,7,6,All Weather,0,0,3,0,1554,0,Handicap,"soon raced in third, outpaced 2f out, weakened quickly final furlong",6,Inside,Straight,,20,52,Kingman,Tapeta,0,Gelding,Swiss Lake (USA),Indian Ridge (IRE),64
19/02/2026,6.00.,Newcastle,Bet 10 Get 40 With BetMGM Handicap (Rider Restricted Race),4yo+,Class 6,,7f ,3140,Standard,8,7th,1.75,Koji (IRE),3,"Wilson, N",5,"Elliott, Rhys",5,119,125,,53,1 mins 26.08s,86.08,12,57,7,7,All Weather,0,0,3,0,1554,0,Handicap,"midfield, outpaced soon after halfway, ridden over 1f out, soon weakened,",8,Inside,Straight,,24,23,Kodiac,Tapeta,0,Mare,Yaddo,Lonhro (AUS),64
19/02/2026,6.00.,Newcastle,Bet 10 Get 40 With BetMGM Handicap (Rider Restricted Race),4yo+,Class 6,,7f ,3140,Standard,8,8th,4,Wyvern,1,"Morris, Patrick",7,"Mangan, Gina",0,128,6,,57,1 mins 26.08s,86.08,16,57,7,8,All Weather,0,0,3,0,1554,0,Handicap,"midfield, outpaced 2f out, weakened quickly final furlong, detached towards finish",4,Inside,Straight,CkPc,9,55,Bated Breath,Tapeta,0,Gelding,Miramont,Iffraaj,64
19/02/2026,6.30.,Newcastle,Create Your Bet Builders At Midnite Classified Stakes (Rider Restricted Race) (Div 1),4yo+,Class 6,,6f ,3140,Standard,9,1st,,The Gay Blade,8,"Jardine, I",7,"Tabti, M",5,134,2.25,(Fav),47,1 mins 14.19s,74.19,,47,6,1,All Weather,0,0,3,0,1320,0,Non-Handicap,"led, headed after 1f, close up, p[ushed along over 1f out, chased leader inside final furlong, ran on well, led again towards finish",1,Inside,Straight,CkPc,9,61,Mazameer (IRE),Tapeta,3140,Gelding,Big Mystery (IRE),Grand Lodge (USA),54
19/02/2026,6.30.,Newcastle,Create Your Bet Builders At Midnite Classified Stakes (Rider Restricted Race) (Div 1),4yo+,Class 6,,6f ,3140,Standard,9,2nd,NK,Bernie The Bear (IRE),4,"Perratt, Miss L A",6,"Jary, Alex",3,132,28,,41,1 mins 14.19s,74.19,0.15,47,6,2,All Weather,0,0,3,0,1320,0,Non-Handicap,"prominent, led after 1f, pushed along 1f out, ridden inside final furlong, no extra when headed towards finish",4,Inside,Straight,CkPc,24,52,Elzaam (AUS),Tapeta,1474,Gelding,Raeseeya,Dansili,54
19/02/2026,6.30.,Newcastle,Create Your Bet Builders At Midnite Classified Stakes (Rider Restricted Race) (Div 1),4yo+,Class 6,,6f ,3140,Standard,9,3rd,NK,Daley T (IRE),1,"Carroll, A W",6,"Coppins, Myla",7,128,16,,43,1 mins 14.19s,74.19,0.3,47,6,3,All Weather,0,0,3,0,1320,0,Non-Handicap,"prominent pulled hard early, pushed along 2f out, every chance inside final furlong, no extra towards finish",5,Inside,Straight,,7,19,Dragon Pulse (IRE),Tapeta,736,Gelding,Elizabeth Swann,Bahamian Bounty,54
19/02/2026,6.30.,Newcastle,Create Your Bet Builders At Midnite Classified Stakes (Rider Restricted Race) (Div 1),4yo+,Class 6,,6f ,3140,Standard,9,4th,NK,Pebble Dash (IRE),9,"Harrison, Gary",4,"McHugh, B",0,135,5.5,,50,1 mins 14.19s,74.19,0.45,47,6,4,All Weather,0,0,3,0,1320,0,Non-Handicap,"towards rear, some headway inside final furlong, kept on",8,Inside,Straight,,15,9,Kodi Bear (IRE),Tapeta,368,Gelding,Zippy Rock (IRE),Fastnet Rock (AUS),54
19/02/2026,6.30.,Newcastle,Create Your Bet Builders At Midnite Classified Stakes (Rider Restricted Race) (Div 1),4yo+,Class 6,,6f ,3140,Standard,9,5th,0.5,Auntie Jo,7,"OMeara, D",4,"Winn, Mark",0,135,6.5,,50,1 mins 14.19s,74.19,0.95,47,6,5,All Weather,0,0,3,0,1320,0,Non-Handicap,"towards rear, waiting for room over 1f out, ran on when in clear inside final furlong, not reach leaders towards finish",2,Inside,Straight,CkPc,9,16,Havana Grey,Tapeta,184,Filly,Mary Stewart (IRE),Dawn Approach (IRE),54
19/02/2026,6.30.,Newcastle,Create Your Bet Builders At Midnite Classified Stakes (Rider Restricted Race) (Div 1),4yo+,Class 6,,6f ,3140,Standard,9,6th,NSE,Yaahobby (IRE),2,"Brittain, Antony",7,"Tindall, Ethan",5,130,6,,45,1 mins 14.19s,74.19,0.98,47,6,6,All Weather,0,0,3,0,1320,0,Non-Handicap,"held up in rear, some headway halfway, outpaced when ridden 1f out, weakened towards finish",9,Inside,Straight, TT,9,73,Kodiac,Tapeta,0,Gelding,Nations Alexander (IRE),Dark Angel (IRE),54
19/02/2026,6.30.,Newcastle,Create Your Bet Builders At Midnite Classified Stakes (Rider Restricted Race) (Div 1),4yo+,Class 6,,6f ,3140,Standard,9,7th,1.75,East Tyrone (IRE),5,"Kirby, P A",4,"Brookes, Aiden",0,135,3.33,,50,1 mins 14.19s,74.19,2.73,47,6,7,All Weather,0,0,3,0,1320,0,Non-Handicap,"towards rear, some headway 2f out, outpaced inside final furlong, soon weakened",6,Inside,Straight,Blnk,15,21,Mehmas (IRE),Tapeta,0,Gelding,Tuileries Garden (IRE),Champs Elysees,54
19/02/2026,6.30.,Newcastle,Create Your Bet Builders At Midnite Classified Stakes (Rider Restricted Race) (Div 1),4yo+,Class 6,,6f ,3140,Standard,9,8th,1.5,Mighty Power (IRE),6,"Williamson, Mrs L",8,"Mangan, Gina",0,135,14,,50,1 mins 14.19s,74.19,4.23,47,6,8,All Weather,0,0,3,0,1320,0,Non-Handicap,"midfield, outpaced passing 2f out, soon struggling, detached final furlong",7,Inside,Straight,,15,46,Markaz (IRE),Tapeta,0,Gelding,Tooley Woods (IRE),Cape Cross (IRE),54
19/02/2026,6.30.,Newcastle,Create Your Bet Builders At Midnite Classified Stakes (Rider Restricted Race) (Div 1),4yo+,Class 6,,6f ,3140,Standard,9,9th,7,Bella Love (IRE),3,"Furtado, Ivan",4,"Croot, Elle-May",5,130,25,,45,1 mins 14.19s,74.19,11.23,47,6,9,All Weather,0,0,3,0,1320,0,Non-Handicap,"prominent, pushed along halfway. weakened quickly over 1f out, dropped to rear 1f out, soon detached",3,Inside,Straight,CkPc,14,20,Kodiac,Tapeta,,Filly,Nations Alexander (IRE),Dark Angel (IRE),54
19/02/2026,7.00.,Newcastle,Create Your Bet Builders At Midnite Classified Stakes (Rider Restricted Race) (Div 2),4yo+,Class 6,,6f ,3140,Standard,8,1st,,Sedgemoor (IRE),3,"Butler, John",5,"Planas, Connor",3,132,3.33,,47,1 mins 13.45s,73.45,,47,6,1,All Weather,0,0,3,0,1320,0,Non-Handicap,"midfield, waiting for room over 1f out, switched towards near side over 1f out, ran on strongly and led entering final 110yds, won going away",7,Inside,Straight,Blnk,59,17,Churchill (IRE),Tapeta,3140,Gelding,Kemble (IRE),Kodiac,51
