racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,MaxORinRace,
"2026-01-28","2.32.","Dundalk","View Restaurant At Dundalk Stadium Maiden","3yo+","Irish",,"5f ","6372","Standard","13","1st",,"Pass Me If You Can (IRE)","13","Lupini, Miss Natalia","3","Lordan, W M","0","132","5.5",,"0","0 mins 59.05s","59.05",,"0","5","1","All Weather","7.08130832","2.10304573","3","3","1100","0","Maiden","tracked leaders, 5th halfway, pushed along on outer and switched left 2f out, ridden and headway to lead 1f out, kept on well inside final 150 yards","7","None","Straight",,"40","2","Supremacy (IRE)","Polytrack","6372","Gelding","Araniya (FR)","Elusive City (USA)","88",
"2026-01-28","2.32.","Dundalk","View Restaurant At Dundalk Stadium Maiden","3yo+","Irish",,"5f ","6372","Standard","13","2nd","2.75","Dusty Rock (IRE)","1","OBrien, Joseph Patrick","3","Sheridan, J M","0","127","12",,"0","0 mins 59.05s","59.05","2.75","0","5","2","All Weather","16.6475438","4.6","3","3","1100","0","Maiden","tracked leaders, 3rd halfway, pushed along 2f out and ridden over 1f out, 2nd and no impression on winner inside final 150 yards","10","None","Straight",,"267","1","Starspangledbanner (AUS)","Polytrack","2123","Filly","Dusty In Memphis (USA)","Broken Vow (USA)","88",
"2026-01-28","2.32.","Dundalk","View Restaurant At Dundalk Stadium Maiden","3yo+","Irish",,"5f ","6372","Standard","13","3rd","1.75","This Guy (IRE)","8","Murphy, Daniel","3","Ryan, J J G","0","132","2",,"74","0 mins 59.05s","59.05","4.5","0","5","3","All Weather","3.25","1.29657201","3","3","1100","0","Maiden","led, pushed along 2f out, ridden and headed 1f out, 3rd and no impression inside final 150 yards","9","None","Straight","Blnk TT","15","9","Blue Point (IRE)","Polytrack","1062","Gelding","Baheeja","Dubawi (IRE)","88",
"2026-01-28","2.32.","Dundalk","View Restaurant At Dundalk Stadium Maiden","3yo+","Irish",,"5f ","6372","Standard","13","4th","3.75","Bye Bye Now (IRE)","12","McConnell, John C","4","Kidd, D A","7","135","100",,"0","0 mins 59.05s","59.05","8.25","0","5","4","All Weather","430.33081968","75","3","3","1100","0","Maiden","tracked leader, 2nd halfway and soon pushed along, 4th and ridden over 1f out, no impression inside final furlong","1","None","Straight",,"49","1","Bungle Inthejungle","Polytrack","531","Filly","Chinese Democracy (USA)","Proud Citizen (USA)","88",
"2026-01-28","2.32.","Dundalk","View Restaurant At Dundalk Stadium Maiden","3yo+","Irish",,"5f ","6372","Standard","13","5th","0.5","Sayonara (IRE)","7","Slattery, Andrew","3","Heffernan, J A","0","132","20",,"0","0 mins 59.05s","59.05","8.75","0","5","5","All Weather","34","5.4","3","3","1100","0","Maiden","tracked leaders, 4th halfway, not clear run under 2f out, 7th and ridden over 1f out, kept on one pace inside final furlong","8","None","Straight",,"40","2","Kodiac","Polytrack","319","Colt","Pass The Moon (IRE)","Ravens Pass (USA)","88",
"2026-01-28","2.32.","Dundalk","View Restaurant At Dundalk Stadium Maiden","3yo+","Irish",,"5f ","6372","Standard","13","6th","0.5","Irish Ballet (IRE)","11","Bromhead, Henry De","4","Carroll, G F","0","142","28",,"72","0 mins 59.05s","59.05","9.25","0","5","6","All Weather","53.23898047","9.2","3","3","1100","0","Maiden","mid-division, ridden and some headway under 2f out, 5th over 1f out, no impression inside final furlong","3","None","Straight"," TT","530","4","Mehmas (IRE)","Polytrack","212","Filly","Peshkova (IRE)","Shamardal (USA)","88",
"2026-01-28","2.32.","Dundalk","View Restaurant At Dundalk Stadium Maiden","3yo+","Irish",,"5f ","6372","Standard","13","7th","HD","Nuclear Dan (IRE)","10","Slattery, Andrew","3","Coen, Ben M","0","132","14",,"0","0 mins 59.05s","59.05","9.35","0","5","7","All Weather","22","6.4","3","3","1100","0","Maiden","slowly into stride and towards rear, pushed along under 2f out and 9th 1f out, kept on one pace inside final furlong, never a factor","6","None","Straight","Hood","None","0","Dandy Man (IRE)","Polytrack","0","Gelding","Nuclear Option (IRE)","Frozen Power (IRE)","88",
"2026-01-28","2.32.","Dundalk","View Restaurant At Dundalk Stadium Maiden","3yo+","Irish",,"5f ","6372","Standard","13","8th","1","Heart Of Eternity (IRE)","4","Hogan, Denis Gerard","4","OSullivan, Darragh","7","135","40",,"67","0 mins 59.05s","59.05","10.35","0","5","8","All Weather","90.66503048","12.5","3","3","1100","0","Maiden","mid-division, pushed along entering straight, ridden and no impression over 1f out, kept on one pace","2","None","Straight",,"5","5","Pinatubo (IRE)","Polytrack","0","Filly","Lovers Knot","Invincible Spirit (IRE)","88",
"2026-01-28","2.32.","Dundalk","View Restaurant At Dundalk Stadium Maiden","3yo+","Irish",,"5f ","6372","Standard","13","9th","1.5","Spring Is Here (IRE)","6","OBrien, Joseph Patrick","3","McDonogh, D P","0","127","1.38","(Fav)","88","0 mins 59.05s","59.05","11.85","0","5","9","All Weather","3","1.29925928","3","3","1100","0","Maiden","mid-division, pushed along early straight, 6th and ridden over 1f out, no extra inside final furlong","13","None","Straight",,"210","3","Starspangledbanner (AUS)","Polytrack",,"Filly","Awohaam (IRE)","Iffraaj","88",
"2026-01-28","2.32.","Dundalk","View Restaurant At Dundalk Stadium Maiden","3yo+","Irish",,"5f ","6372","Standard","13","10th","NK","Princess Chloe (IRE)","9","Murphy, Daniel","3","OGorman, Jessica","7","120","125",,"0","0 mins 59.05s","59.05","12","0","5","10","All Weather","336.15185178","60","3","3","1100","0","Maiden","rear of mid-division, never a factor, pushed along and no impression under 2f out, kept on one pace inside final furlong","12","None","Straight"," TT","15","1","Kessaar (IRE)","Polytrack",,"Filly","Lavande (FR)","Style Vendome (FR)","88",
