courseName,raceNumber,race_id,horseName,positionOfficial,distance,going,raceSurfaceName,raceClass,horseAge,weightCarried,finishingTime,distanceCumulative,standard_time,going_allowance,raw_figure,weight_adj,wfa_adj,sex_allowance,figure_final,figure_calibrated,figure_confidence
LINGFIELD PARK,1,2026-03-27_LINGFIELD PARK_1,Latin (IRE),1.0000,10.0000,Standard,All Weather,5.0000,5,154,127.5200,,134.5200,0.1171,219.7135,28.0000,0.0000,0,219.7135,65.0000,high
LINGFIELD PARK,1,2026-03-27_LINGFIELD PARK_1,Pleasant Man,2.0000,10.0000,Standard,All Weather,5.0000,8,156,127.5200,0.1500,134.5200,0.1171,221.3583,30.0000,0.0000,0,221.3583,65.1000,high
LINGFIELD PARK,1,2026-03-27_LINGFIELD PARK_1,Lennys Spirit (FR),3.0000,10.0000,Standard,All Weather,5.0000,8,153,127.5200,0.1800,134.5200,0.1171,218.2872,27.0000,0.0000,0,218.2872,63.5000,high
LINGFIELD PARK,1,2026-03-27_LINGFIELD PARK_1,Under The Sun,4.0000,10.0000,Standard,All Weather,5.0000,5,149,127.5200,2.6800,134.5200,0.1171,208.3667,23.0000,0.0000,0,208.3667,56.5000,high
LINGFIELD PARK,1,2026-03-27_LINGFIELD PARK_1,Volto Di Medusa (IRE),5.0000,10.0000,Standard,All Weather,5.0000,5,154,127.5200,2.7800,134.5200,0.1171,213.1299,28.0000,0.0000,0,213.1299,59.7000,high
LINGFIELD PARK,1,2026-03-27_LINGFIELD PARK_1,Crafter (IRE),6.0000,10.0000,Standard,All Weather,5.0000,8,142,127.5200,2.9300,134.5200,0.1171,200.7747,16.0000,0.0000,0,200.7747,53.5000,high
LINGFIELD PARK,1,2026-03-27_LINGFIELD PARK_1,Zambezi Magic,7.0000,10.0000,Standard,All Weather,5.0000,9,152,127.5200,3.6800,134.5200,0.1171,208.9986,26.0000,0.0000,0,208.9986,55.1000,high
LINGFIELD PARK,1,2026-03-27_LINGFIELD PARK_1,Bronte Beach (IRE),8.0000,10.0000,Standard,All Weather,5.0000,4,144,127.5200,4.6800,134.5200,0.1171,198.6304,18.0000,0.0000,5,198.6304,50.6000,high
LINGFIELD PARK,1,2026-03-27_LINGFIELD PARK_1,Baloos Blues,9.0000,10.0000,Standard,All Weather,5.0000,4,150,127.5200,7.6800,134.5200,0.1171,197.5258,24.0000,0.0000,0,197.5258,46.3000,high
LINGFIELD PARK,1,2026-03-27_LINGFIELD PARK_1,Magic Runner (GER),10.0000,10.0000,Standard,All Weather,5.0000,4,146,127.5200,7.7300,134.5200,0.1171,193.4074,20.0000,0.0000,5,193.4074,44.2000,high
