courseName,raceNumber,race_id,horseName,positionOfficial,distance,going,raceSurfaceName,raceClass,horseAge,weightCarried,finishingTime,distanceCumulative,standard_time,going_allowance,raw_figure,weight_adj,wfa_adj,sex_allowance,figure_final,figure_calibrated,figure_confidence
KEMPTON PARK,1,2026-03-30_KEMPTON PARK_1,Sizzling Seixas (FR),1.0000,6.0000,Standard To Slow,All Weather,4.0000,3,128,73.1400,,77.7034,0.1121,198.2033,2.0000,11.0000,5,209.2033,64.6000,high
KEMPTON PARK,1,2026-03-30_KEMPTON PARK_1,Barefoot Beach (IRE),2.0000,6.0000,Standard To Slow,All Weather,4.0000,3,135,73.1400,1.0000,77.7034,0.1121,201.2994,9.0000,11.0000,5,212.2994,67.4000,high
KEMPTON PARK,1,2026-03-30_KEMPTON PARK_1,Mehmas Engine (IRE),3.0000,6.0000,Standard To Slow,All Weather,4.0000,3,128,73.1400,3.5000,77.7034,0.1121,184.5395,2.0000,11.0000,5,195.5395,50.4000,high
KEMPTON PARK,1,2026-03-30_KEMPTON PARK_1,Minnie Idol,4.0000,6.0000,Standard To Slow,All Weather,4.0000,4,141,73.1400,6.0000,77.7034,0.1121,187.7797,15.0000,0.0000,5,187.7797,46.1000,high
KEMPTON PARK,1,2026-03-30_KEMPTON PARK_1,Yasalam,5.0000,6.0000,Standard To Slow,All Weather,4.0000,3,128,73.1400,10.2500,77.7034,0.1121,158.1879,2.0000,11.0000,5,169.1879,28.5000,high
KEMPTON PARK,2,2026-03-30_KEMPTON PARK_2,Escape Plan,1.0000,6.0000,Standard To Slow,All Weather,5.0000,3,132,73.1100,,77.7034,0.1121,202.7545,6.0000,11.0000,0,213.7545,72.3000,high
KEMPTON PARK,2,2026-03-30_KEMPTON PARK_2,Orange Emperor (IRE),2.0000,6.0000,Standard To Slow,All Weather,5.0000,3,130,73.1100,0.1000,77.7034,0.1121,200.3640,4.0000,11.0000,0,211.3640,67.3000,high
KEMPTON PARK,2,2026-03-30_KEMPTON PARK_2,Southern Warrior (IRE),3.0000,6.0000,Standard To Slow,All Weather,5.0000,3,135,73.1100,2.6000,77.7034,0.1121,195.6001,9.0000,11.0000,0,206.6001,64.4000,high
KEMPTON PARK,2,2026-03-30_KEMPTON PARK_2,Staniel Cay (IRE),4.0000,6.0000,Standard To Slow,All Weather,5.0000,3,127,73.1100,2.6500,77.7034,0.1121,187.4048,1.0000,11.0000,0,198.4048,55.4000,high
KEMPTON PARK,2,2026-03-30_KEMPTON PARK_2,Zoustar Dreams,5.0000,6.0000,Standard To Slow,All Weather,5.0000,3,131,73.1100,4.4000,77.7034,0.1121,184.5701,5.0000,11.0000,5,195.5701,54.4000,high
KEMPTON PARK,3,2026-03-30_KEMPTON PARK_3,Touted Plan (IRE),0.0000,8.0000,Standard To Slow,All Weather,5.0000,4,142,99.2800,,106.2662,0.1121,,0.0000,0.0000,5,,,high
KEMPTON PARK,3,2026-03-30_KEMPTON PARK_3,Art Gallery (IRE),1.0000,8.0000,Standard To Slow,All Weather,5.0000,3,126,99.2800,,106.2662,0.1121,209.1782,0.0000,9.0000,5,218.1782,73.8000,high
KEMPTON PARK,3,2026-03-30_KEMPTON PARK_3,Plaid,2.0000,8.0000,Standard To Slow,All Weather,5.0000,3,125,99.2800,0.1500,106.2662,0.1121,207.7335,-1.0000,9.0000,5,216.7335,69.5000,high
KEMPTON PARK,3,2026-03-30_KEMPTON PARK_3,Melody De Vega (IRE),3.0000,8.0000,Standard To Slow,All Weather,5.0000,3,125,99.2800,1.4000,106.2662,0.1121,204.0274,-1.0000,9.0000,5,213.0274,64.8000,high
KEMPTON PARK,3,2026-03-30_KEMPTON PARK_3,Jazzy Baby,4.0000,8.0000,Standard To Slow,All Weather,5.0000,4,140,99.2800,3.1500,106.2662,0.1121,213.8389,14.0000,0.0000,5,213.8389,67.9000,high
KEMPTON PARK,3,2026-03-30_KEMPTON PARK_3,Izznt She Hot,5.0000,8.0000,Standard To Slow,All Weather,5.0000,3,121,99.2800,3.3000,106.2662,0.1121,194.3941,-5.0000,9.0000,5,203.3941,59.1000,high
KEMPTON PARK,3,2026-03-30_KEMPTON PARK_3,Holy Fire,6.0000,8.0000,Standard To Slow,All Weather,5.0000,6,134,99.2800,16.3000,106.2662,0.1121,168.8507,8.0000,0.0000,5,168.8507,30.7000,high
KEMPTON PARK,4,2026-03-30_KEMPTON PARK_4,Aukus (IRE),0.0000,10.9955,Standard To Slow,All Weather,3.0000,3,121,143.2500,,150.3023,0.1121,,0.0000,5.0045,5,,,high
KEMPTON PARK,4,2026-03-30_KEMPTON PARK_4,Galaxy Star,1.0000,10.9955,Standard To Slow,All Weather,3.0000,4,142,143.2500,,150.3023,0.1121,200.3608,16.0000,0.0000,5,200.3608,49.7000,high
KEMPTON PARK,4,2026-03-30_KEMPTON PARK_4,Semper Femina (IRE),2.0000,10.9955,Standard To Slow,All Weather,3.0000,3,121,143.2500,1.2500,150.3023,0.1121,176.6899,-5.0000,5.0045,5,181.6944,38.8000,high
KEMPTON PARK,4,2026-03-30_KEMPTON PARK_4,Shushi,3.0000,10.9955,Standard To Slow,All Weather,3.0000,3,121,143.2500,1.4000,150.3023,0.1121,176.3694,-5.0000,5.0045,5,181.3739,39.6000,high
KEMPTON PARK,4,2026-03-30_KEMPTON PARK_4,Semele,4.0000,10.9955,Standard To Slow,All Weather,3.0000,4,142,143.2500,2.9000,150.3023,0.1121,194.1642,16.0000,0.0000,5,194.1642,47.9000,high
KEMPTON PARK,4,2026-03-30_KEMPTON PARK_4,Liveinthelight,5.0000,10.9955,Standard To Slow,All Weather,3.0000,3,121,143.2500,3.0500,150.3023,0.1121,172.8437,-5.0000,5.0045,5,177.8482,38.8000,high
KEMPTON PARK,4,2026-03-30_KEMPTON PARK_4,Six Blue,6.0000,10.9955,Standard To Slow,All Weather,3.0000,6,142,143.2500,4.3000,150.3023,0.1121,191.1727,16.0000,0.0000,5,191.1727,43.7000,high
KEMPTON PARK,4,2026-03-30_KEMPTON PARK_4,Shirakawa,7.0000,10.9955,Standard To Slow,All Weather,3.0000,3,121,143.2500,4.4500,150.3023,0.1121,169.8522,-5.0000,5.0045,5,174.8568,37.4000,high
KEMPTON PARK,4,2026-03-30_KEMPTON PARK_4,Calypso Bloom,8.0000,10.9955,Standard To Slow,All Weather,3.0000,5,142,143.2500,10.4500,150.3023,0.1121,178.0317,16.0000,0.0000,5,178.0317,32.8000,high
KEMPTON PARK,5,2026-03-30_KEMPTON PARK_5,Me Tarzan (IRE),1.0000,7.0000,Standard To Slow,All Weather,5.0000,4,135,85.9500,,91.9477,0.1121,216.5184,9.0000,0.0000,0,216.5184,72.8000,high
KEMPTON PARK,5,2026-03-30_KEMPTON PARK_5,Tattie Bogle,2.0000,7.0000,Standard To Slow,All Weather,5.0000,4,131,85.9500,0.0300,91.9477,0.1121,212.4166,5.0000,0.0000,0,212.4166,69.6000,high
KEMPTON PARK,5,2026-03-30_KEMPTON PARK_5,Shamacid (IRE),3.0000,7.0000,Standard To Slow,All Weather,5.0000,4,132,85.9500,0.1800,91.9477,0.1121,212.9079,6.0000,0.0000,0,212.9079,69.6000,high
KEMPTON PARK,5,2026-03-30_KEMPTON PARK_5,Straight A,4.0000,7.0000,Standard To Slow,All Weather,5.0000,5,134,85.9500,4.6800,91.9477,0.1121,199.6450,8.0000,0.0000,0,199.6450,58.1000,high
KEMPTON PARK,5,2026-03-30_KEMPTON PARK_5,Our Dagger (IRE),5.0000,7.0000,Standard To Slow,All Weather,5.0000,5,125,85.9500,8.1800,91.9477,0.1121,178.7738,-1.0000,0.0000,0,178.7738,38.0000,high
KEMPTON PARK,5,2026-03-30_KEMPTON PARK_5,Lunanova,6.0000,7.0000,Standard To Slow,All Weather,5.0000,4,127,85.9500,16.6800,91.9477,0.1121,151.9439,1.0000,0.0000,5,151.9439,15.9000,high
KEMPTON PARK,6,2026-03-30_KEMPTON PARK_6,Denbys Dream,0.0000,7.0000,Standard To Slow,All Weather,6.0000,3,135,86.2400,,91.9477,0.1121,,0.0000,8.0000,5,,,high
KEMPTON PARK,6,2026-03-30_KEMPTON PARK_6,Parole Board,0.0000,7.0000,Standard To Slow,All Weather,6.0000,3,121,86.2400,,91.9477,0.1121,,0.0000,8.0000,5,,,high
KEMPTON PARK,6,2026-03-30_KEMPTON PARK_6,Quick Quasar (IRE),1.0000,7.0000,Standard To Slow,All Weather,6.0000,3,133,86.2400,,91.9477,0.1121,209.9211,7.0000,8.0000,0,217.9211,73.4000,high
KEMPTON PARK,6,2026-03-30_KEMPTON PARK_6,Sail On Sailor,2.0000,7.0000,Standard To Slow,All Weather,6.0000,3,130,86.2400,3.7500,91.9477,0.1121,194.2448,4.0000,8.0000,0,202.2448,59.9000,high
KEMPTON PARK,6,2026-03-30_KEMPTON PARK_6,Superstorm,3.0000,7.0000,Standard To Slow,All Weather,6.0000,3,132,86.2400,5.0000,91.9477,0.1121,192.0194,6.0000,8.0000,0,200.0194,58.9000,high
KEMPTON PARK,6,2026-03-30_KEMPTON PARK_6,Amber Hamur (IRE),4.0000,7.0000,Standard To Slow,All Weather,6.0000,3,135,86.2400,6.0000,91.9477,0.1121,191.6390,9.0000,8.0000,5,199.6390,56.7000,high
KEMPTON PARK,6,2026-03-30_KEMPTON PARK_6,Prancy Peer,5.0000,7.0000,Standard To Slow,All Weather,6.0000,3,133,86.2400,9.2500,91.9477,0.1121,178.6529,7.0000,8.0000,5,186.6529,47.5000,high
KEMPTON PARK,6,2026-03-30_KEMPTON PARK_6,South Coast Star (IRE),6.0000,7.0000,Standard To Slow,All Weather,6.0000,3,131,86.2400,11.0000,91.9477,0.1121,170.7373,5.0000,8.0000,5,178.7373,39.8000,high
KEMPTON PARK,6,2026-03-30_KEMPTON PARK_6,Archangel Josepi (IRE),7.0000,7.0000,Standard To Slow,All Weather,6.0000,3,132,86.2400,13.2500,91.9477,0.1121,164.1315,6.0000,8.0000,0,172.1315,34.9000,high
KEMPTON PARK,7,2026-03-30_KEMPTON PARK_7,Cospicua,1.0000,11.9955,Standard To Slow,All Weather,6.0000,3,123,158.8700,,164.5165,0.1121,162.0803,-3.0000,4.0045,5,166.0849,37.6000,high
KEMPTON PARK,7,2026-03-30_KEMPTON PARK_7,Salkadan,2.0000,11.9955,Standard To Slow,All Weather,6.0000,3,134,158.8700,0.0500,164.5165,0.1121,172.9839,8.0000,4.0045,0,176.9885,46.7000,high
KEMPTON PARK,7,2026-03-30_KEMPTON PARK_7,Montu,3.0000,11.9955,Standard To Slow,All Weather,6.0000,3,120,158.8700,1.0500,164.5165,0.1121,157.0560,-6.0000,4.0045,0,161.0605,32.8000,high
KEMPTON PARK,7,2026-03-30_KEMPTON PARK_7,Kindly Queen (IRE),4.0000,11.9955,Standard To Slow,All Weather,6.0000,3,135,158.8700,1.5500,164.5165,0.1121,171.0920,9.0000,4.0045,5,175.0965,46.2000,high
KEMPTON PARK,7,2026-03-30_KEMPTON PARK_7,Darn Hot Dame,5.0000,11.9955,Standard To Slow,All Weather,6.0000,3,127,158.8700,2.0500,164.5165,0.1121,162.1280,1.0000,4.0045,5,166.1325,39.3000,high
KEMPTON PARK,7,2026-03-30_KEMPTON PARK_7,Wedonttellthetruth (IRE),6.0000,11.9955,Standard To Slow,All Weather,6.0000,3,133,158.8700,2.1500,164.5165,0.1121,167.9352,7.0000,4.0045,0,171.9398,45.1000,high
KEMPTON PARK,7,2026-03-30_KEMPTON PARK_7,Blackisthenewblack,6.0000,11.9955,Standard To Slow,All Weather,6.0000,3,133,158.8700,2.1500,164.5165,0.1121,167.9352,7.0000,4.0045,5,171.9398,45.1000,high
KEMPTON PARK,7,2026-03-30_KEMPTON PARK_7,Jambearee (IRE),8.0000,11.9955,Standard To Slow,All Weather,6.0000,3,119,158.8700,3.6500,164.5165,0.1121,151.0433,-7.0000,4.0045,0,155.0478,27.6000,high
KEMPTON PARK,7,2026-03-30_KEMPTON PARK_7,Moon Is Up (IRE),9.0000,11.9955,Standard To Slow,All Weather,6.0000,3,132,158.8700,3.8000,164.5165,0.1121,163.7541,6.0000,4.0045,5,167.7586,41.0000,high
KEMPTON PARK,7,2026-03-30_KEMPTON PARK_7,Private Project (IRE),10.0000,11.9955,Standard To Slow,All Weather,6.0000,3,123,158.8700,5.0500,164.5165,0.1121,152.3441,-3.0000,4.0045,5,156.3487,27.1000,high
KEMPTON PARK,7,2026-03-30_KEMPTON PARK_7,Rum Diamond,11.0000,11.9955,Standard To Slow,All Weather,6.0000,3,130,158.8700,5.8000,164.5165,0.1121,157.8982,4.0000,4.0045,0,161.9027,32.3000,high
NAVAN,1,2026-03-30_NAVAN_1,Alnofoor,1.0000,5.8182,Heavy,Turf,,8,128,77.4900,,77.0468,1.2805,220.0308,2.0000,-1.5000,0,218.5308,70.7000,high
NAVAN,1,2026-03-30_NAVAN_1,Ukiyo (IRE),2.0000,5.8182,Heavy,Turf,,5,136,77.4900,2.7500,77.0468,1.2805,218.8187,10.0000,0.0000,5,218.8187,72.2000,high
NAVAN,1,2026-03-30_NAVAN_1,Happy Henry (IRE),3.0000,5.8182,Heavy,Turf,,5,126,77.4900,2.7800,77.0468,1.2805,208.7182,0.0000,0.0000,0,208.7182,62.5000,high
NAVAN,1,2026-03-30_NAVAN_1,Polar Bear (IRE),4.0000,5.8182,Heavy,Turf,,6,141,77.4900,5.0300,77.0468,1.2805,216.1811,15.0000,0.0000,0,216.1811,63.3000,high
NAVAN,1,2026-03-30_NAVAN_1,Gegenpressing,5.0000,5.8182,Heavy,Turf,,8,132,77.4900,9.2800,77.0468,1.2805,192.9444,6.0000,-1.5000,0,191.4444,48.4000,high
NAVAN,1,2026-03-30_NAVAN_1,Apache Star (IRE),6.0000,5.8182,Heavy,Turf,,7,135,77.4900,9.4300,77.0468,1.2805,195.4419,9.0000,-1.0000,0,194.4419,48.3000,high
NAVAN,1,2026-03-30_NAVAN_1,Half Nutz (IRE),7.0000,5.8182,Heavy,Turf,,9,126,77.4900,9.9300,77.0468,1.2805,184.7670,0.0000,-2.0000,0,182.7670,38.3000,high
NAVAN,1,2026-03-30_NAVAN_1,Uncle Albert (IRE),8.0000,5.8182,Heavy,Turf,,5,138,77.4900,10.4300,77.0468,1.2805,195.8123,12.0000,0.0000,0,195.8123,43.1000,high
NAVAN,1,2026-03-30_NAVAN_1,Never Shout Never (IRE),9.0000,5.8182,Heavy,Turf,,6,134,77.4900,10.9300,77.0468,1.2805,190.9748,8.0000,0.0000,0,190.9748,39.3000,high
NAVAN,1,2026-03-30_NAVAN_1,Exceeding (IRE),10.0000,5.8182,Heavy,Turf,,5,131,77.4900,12.4300,77.0468,1.2805,185.4624,5.0000,0.0000,0,185.4624,31.7000,high
NAVAN,1,2026-03-30_NAVAN_1,Platino Bianco (IRE),11.0000,5.8182,Heavy,Turf,,5,142,77.4900,13.4300,77.0468,1.2805,194.7875,16.0000,0.0000,5,194.7875,36.8000,high
NAVAN,1,2026-03-30_NAVAN_1,Rattletheonionbag (IRE),12.0000,5.8182,Heavy,Turf,,6,122,77.4900,14.6800,77.0468,1.2805,172.6939,-4.0000,0.0000,5,172.6939,18.1000,high
NAVAN,1,2026-03-30_NAVAN_1,My Kurkum,13.0000,5.8182,Heavy,Turf,,8,122,77.4900,15.9300,77.0468,1.2805,170.6002,-4.0000,-1.5000,0,169.1002,8.0000,high
NAVAN,1,2026-03-30_NAVAN_1,Distillate,14.0000,5.8182,Heavy,Turf,,6,138,77.4900,20.1800,77.0468,1.2805,179.4819,12.0000,0.0000,5,179.4819,35.5000,low
NAVAN,1,2026-03-30_NAVAN_1,Zephron,15.0000,5.8182,Heavy,Turf,,9,139,77.4900,29.6800,77.0468,1.2805,164.5702,13.0000,-2.0000,0,162.5702,24.2000,low
NAVAN,2,2026-03-30_NAVAN_2,Shaftesbury Avenue (USA),1.0000,7.8182,Heavy,Turf,,3,131,109.9200,,107.8892,1.2805,204.6754,5.0000,12.1818,0,216.8572,75.3000,high
NAVAN,2,2026-03-30_NAVAN_2,Tashakour (IRE),2.0000,7.8182,Heavy,Turf,,3,131,109.9200,1.7500,107.8892,1.2805,200.3844,5.0000,12.1818,0,212.5662,72.5000,high
NAVAN,2,2026-03-30_NAVAN_2,Huffnpuff,3.0000,7.8182,Heavy,Turf,,3,131,109.9200,4.5000,107.8892,1.2805,193.6415,5.0000,12.1818,0,205.8233,66.4000,high
NAVAN,2,2026-03-30_NAVAN_2,Battle Of Maldon (IRE),4.0000,7.8182,Heavy,Turf,,3,131,109.9200,8.2500,107.8892,1.2805,184.4466,5.0000,12.1818,0,196.6284,56.5000,high
NAVAN,2,2026-03-30_NAVAN_2,Zelani (IRE),5.0000,7.8182,Heavy,Turf,,3,131,109.9200,9.2500,107.8892,1.2805,181.9947,5.0000,12.1818,0,194.1765,53.4000,high
NAVAN,2,2026-03-30_NAVAN_2,Priorstown (IRE),6.0000,7.8182,Heavy,Turf,,3,131,109.9200,10.7500,107.8892,1.2805,179.2362,5.0000,12.1818,0,191.4180,46.9000,high
NAVAN,2,2026-03-30_NAVAN_2,Jumpingthegun (IRE),7.0000,7.8182,Heavy,Turf,,3,131,109.9200,10.9000,107.8892,1.2805,179.0523,5.0000,12.1818,0,191.2341,45.3000,high
NAVAN,2,2026-03-30_NAVAN_2,Sarangpur (IRE),8.0000,7.8182,Heavy,Turf,,4,147,109.9200,15.9000,107.8892,1.2805,188.9224,21.0000,0.0000,0,188.9224,39.1000,high
NAVAN,2,2026-03-30_NAVAN_2,The Rock Factor (IRE),9.0000,7.8182,Heavy,Turf,,4,147,109.9200,17.9000,107.8892,1.2805,186.4704,21.0000,0.0000,0,186.4704,35.3000,high
NAVAN,2,2026-03-30_NAVAN_2,Majestic King (IRE),10.0000,7.8182,Heavy,Turf,,5,147,109.9200,18.9000,107.8892,1.2805,185.2444,21.0000,0.0000,0,185.2444,33.9000,high
NAVAN,2,2026-03-30_NAVAN_2,Matada (IRE),11.0000,7.8182,Heavy,Turf,,3,131,109.9200,21.6500,107.8892,1.2805,165.8730,5.0000,12.1818,0,178.0548,43.5000,low
NAVAN,2,2026-03-30_NAVAN_2,State Of Wyoming (IRE),12.0000,7.8182,Heavy,Turf,,3,131,109.9200,26.1500,107.8892,1.2805,160.3560,5.0000,12.1818,0,172.5379,41.7000,low
NAVAN,2,2026-03-30_NAVAN_2,Monmouth (IRE),13.0000,7.8182,Heavy,Turf,,3,131,109.9200,26.3000,107.8892,1.2805,160.1721,5.0000,12.1818,0,172.3540,40.8000,low
NAVAN,2,2026-03-30_NAVAN_2,Only One Scobie (IRE),14.0000,7.8182,Heavy,Turf,,3,131,109.9200,28.0500,107.8892,1.2805,158.0267,5.0000,12.1818,0,170.2085,38.4000,low
NAVAN,2,2026-03-30_NAVAN_2,Fay Og (IRE),15.0000,7.8182,Heavy,Turf,,3,131,109.9200,29.8000,107.8892,1.2805,155.8812,5.0000,12.1818,0,168.0630,36.4000,low
NAVAN,3,2026-03-30_NAVAN_3,Zoffman (IRE),0.0000,14.0000,Heavy,Turf,,7,121,203.6500,,201.4014,1.2805,,0.0000,-1.0000,0,,,high
NAVAN,3,2026-03-30_NAVAN_3,Mordor (FR),1.0000,14.0000,Heavy,Turf,,6,127,203.6500,,201.4014,1.2805,211.0512,1.0000,0.0000,0,211.0512,65.2000,high
NAVAN,3,2026-03-30_NAVAN_3,Galileo Dame (IRE),2.0000,14.0000,Heavy,Turf,,5,130,203.6500,1.0000,201.4014,1.2805,212.6628,4.0000,0.0000,5,212.6628,65.6000,high
NAVAN,3,2026-03-30_NAVAN_3,Navy Waters (IRE),3.0000,14.0000,Heavy,Turf,,5,125,203.6500,5.7500,201.4014,1.2805,201.0678,-1.0000,0.0000,5,201.0678,52.5000,high
NAVAN,3,2026-03-30_NAVAN_3,Dippedinmoonlight (IRE),4.0000,14.0000,Heavy,Turf,,6,126,203.6500,9.2500,201.4014,1.2805,197.2084,0.0000,0.0000,5,197.2084,50.6000,high
NAVAN,3,2026-03-30_NAVAN_3,Weston (GER),5.0000,14.0000,Heavy,Turf,,7,120,203.6500,10.2500,201.4014,1.2805,189.9935,-6.0000,-1.0000,0,188.9935,40.5000,high
NAVAN,3,2026-03-30_NAVAN_3,Star Harbour (IRE),6.0000,14.0000,Heavy,Turf,,8,131,203.6500,10.4000,201.4014,1.2805,200.8894,5.0000,-1.5000,0,199.3894,48.4000,high
NAVAN,3,2026-03-30_NAVAN_3,Jabbar (IRE),7.0000,14.0000,Heavy,Turf,,7,132,203.6500,15.9000,201.4014,1.2805,198.0713,6.0000,-1.0000,0,197.0713,42.2000,high
NAVAN,3,2026-03-30_NAVAN_3,Dawn Rising (IRE),8.0000,14.0000,Heavy,Turf,,9,142,203.6500,31.9000,201.4014,1.2805,196.9639,16.0000,-2.0000,0,194.9639,53.2000,low
NAVAN,3,2026-03-30_NAVAN_3,Taipan (FR),9.0000,14.0000,Heavy,Turf,,8,137,203.6500,38.9000,201.4014,1.2805,187.1045,11.0000,-1.5000,0,185.6045,46.8000,low
NAVAN,3,2026-03-30_NAVAN_3,Kizlyar (IRE),10.0000,14.0000,Heavy,Turf,,4,133,203.6500,79.9000,201.4014,1.2805,154.6420,7.0000,0.0000,0,154.6420,27.7000,low
