std_key,median_time,mean_time,n_races,distance,courseName,surface
NEWBURY_6.5_Turf,86.11900231004407,86.23705543173425,29,6.5,NEWBURY,Turf
NEWBURY_7.0_Turf,92.43142336256999,92.50582526235202,319,7.0,NEWBURY,Turf
NEWBURY_8.0_Turf,107.11562206349205,107.1894031126638,201,8.0,NEWBURY,Turf
NEWCASTLE_10.0_All Weather,140.5617829352632,140.8302939642573,455,10.19,NEWCASTLE,All Weather
NEWCASTLE_10.0_Turf,141.29270125435653,140.98791573820418,17,10.15,NEWCASTLE,Turf
NEWCASTLE_12.5_All Weather,173.23231560559026,173.71621399554417,357,12.45,NEWCASTLE,All Weather
NEWCASTLE_16.5_All Weather,230.53116490743824,231.21490726128792,185,16.25,NEWCASTLE,All Weather
NEWCASTLE_5.0_All Weather,63.75473523748272,63.797414633450416,622,5.09,NEWCASTLE,All Weather
NEWCASTLE_5.0_Turf,65.38601286592296,65.46913518789744,18,5.0,NEWCASTLE,Turf
NEWCASTLE_6.0_All Weather,77.95780188396837,77.97845423669216,876,6.0,NEWCASTLE,All Weather
NEWCASTLE_6.0_Turf,79.64979001163445,79.90843716272089,22,6.0,NEWCASTLE,Turf
NEWCASTLE_7.0_All Weather,93.46983933281136,93.59498402444162,901,7.06,NEWCASTLE,All Weather
NEWCASTLE_7.0_Turf,93.46840244459152,93.7897516885397,23,7.0,NEWCASTLE,Turf
NEWCASTLE_8.0_All Weather,107.47096957487035,107.63773644251432,898,8.02,NEWCASTLE,All Weather
NEWCASTLE_8.0_Turf,109.5838109781481,109.42530751457078,20,8.01,NEWCASTLE,Turf
NEWMARKET (JULY)_10.0_Turf,135.94588324175825,136.11167865297526,145,10.0,NEWMARKET (JULY),Turf
NEWMARKET (JULY)_12.0_Turf,164.40919386675824,164.5167814070289,142,12.0,NEWMARKET (JULY),Turf
NEWMARKET (JULY)_13.0_Turf,178.47047363095237,178.605960442295,24,13.0,NEWMARKET (JULY),Turf
NEWMARKET (JULY)_14.0_Turf,193.58515993589742,193.36801157336626,46,14.0,NEWMARKET (JULY),Turf
NEWMARKET (JULY)_5.0_Turf,63.52750225939735,63.48413755809607,64,5.0,NEWMARKET (JULY),Turf
NEWMARKET (JULY)_6.0_Turf,77.66211208791209,77.79913855899107,323,6.0,NEWMARKET (JULY),Turf
NEWMARKET (JULY)_7.0_Turf,92.25950258814103,92.33485893614181,422,7.0,NEWMARKET (JULY),Turf
NEWMARKET (JULY)_8.0_Turf,106.63056469780221,106.72543113115677,266,8.0,NEWMARKET (JULY),Turf
NEWMARKET (ROWLEY)_10.0_Turf,134.46274265873018,134.59209690855332,195,10.0,NEWMARKET (ROWLEY),Turf
NEWMARKET (ROWLEY)_12.0_Turf,163.98131532738097,164.20332782107744,134,12.0,NEWMARKET (ROWLEY),Turf
NEWMARKET (ROWLEY)_14.0_Turf,192.6090763888889,192.59590005991285,17,14.0,NEWMARKET (ROWLEY),Turf
NEWMARKET (ROWLEY)_16.0_Turf,221.32540357142858,221.3826824346183,20,16.0,NEWMARKET (ROWLEY),Turf
NEWMARKET (ROWLEY)_18.0_Turf,249.11357249999998,249.33882693181815,22,18.0,NEWMARKET (ROWLEY),Turf
NEWMARKET (ROWLEY)_5.0_Turf,63.97564037698413,64.28527315006372,82,5.0,NEWMARKET (ROWLEY),Turf
NEWMARKET (ROWLEY)_6.0_Turf,77.40975773809524,77.52514358032316,221,6.0,NEWMARKET (ROWLEY),Turf
NEWMARKET (ROWLEY)_7.0_Turf,91.97192739583332,92.10011193564156,392,7.0,NEWMARKET (ROWLEY),Turf
NEWMARKET (ROWLEY)_8.0_Turf,105.53613301587302,105.61287261453596,338,8.0,NEWMARKET (ROWLEY),Turf
NEWMARKET (ROWLEY)_9.0_Turf,119.61162625,119.65499220488721,95,9.0,NEWMARKET (ROWLEY),Turf
NOTTINGHAM_10.0_Turf,141.6338068714595,142.0411826764223,345,10.23,NOTTINGHAM,Turf
NOTTINGHAM_14.0_Turf,198.1528401932017,198.43868241887057,140,14.07,NOTTINGHAM,Turf
NOTTINGHAM_16.0_Turf,227.2915212057605,227.4813957772626,32,16.04,NOTTINGHAM,Turf
NOTTINGHAM_5.0_Turf,64.481456723426,64.61286483518975,321,5.06,NOTTINGHAM,Turf
NOTTINGHAM_6.0_Turf,79.47640465225514,79.49589261916628,283,6.07,NOTTINGHAM,Turf
NOTTINGHAM_8.5_Turf,113.4762369785151,113.9042635589146,475,8.34,NOTTINGHAM,Turf
PONTEFRACT_10.0_Turf,142.48215652722405,142.73673301102713,168,10.03,PONTEFRACT,Turf
PONTEFRACT_12.0_Turf,170.19703774049268,170.32810083547207,123,12.04,PONTEFRACT,Turf
PONTEFRACT_17.0_Turf,245.9665095906414,246.32255025445633,40,17.1,PONTEFRACT,Turf
PONTEFRACT_18.0_Turf,259.61207237981085,261.1977006404982,39,17.98,PONTEFRACT,Turf
PONTEFRACT_5.0_Turf,67.57151549434117,67.59055971454958,180,5.0,PONTEFRACT,Turf
PONTEFRACT_6.0_Turf,82.16626385622368,82.21810006775328,353,6.0,PONTEFRACT,Turf
PONTEFRACT_8.0_Turf,112.16869757604472,112.2029949313829,267,8.02,PONTEFRACT,Turf
PUNCHESTOWN_9.0_Turf,126.58533333333332,126.71727777777778,24,9.0,PUNCHESTOWN,Turf
REDCAR_10.0_Turf,135.90946219229988,136.0194657181206,215,10.0,REDCAR,Turf
REDCAR_14.0_Turf,197.1764412241842,197.5694718545674,106,14.09,REDCAR,Turf
REDCAR_5.0_Turf,63.01392686508769,63.17449928171704,157,5.0,REDCAR,Turf
REDCAR_6.0_Turf,76.76776561055813,76.83337962155787,323,6.0,REDCAR,Turf
REDCAR_7.0_Turf,90.75417337004745,90.94543000343424,287,7.0,REDCAR,Turf
REDCAR_8.0_Turf,104.58836420391812,104.7968260611494,243,8.0,REDCAR,Turf
REDCAR_9.0_Turf,122.04575656926605,122.87393112251748,27,9.0,REDCAR,Turf
RIPON_10.0_Turf,133.2635713029478,133.41492120414242,188,9.77,RIPON,Turf
RIPON_11.0_Turf,152.36997575411715,152.17864283799014,18,10.86,RIPON,Turf
RIPON_12.0_Turf,167.84115285397095,167.99522834066778,154,12.05,RIPON,Turf
RIPON_16.0_Turf,226.73471476436364,227.44082185771333,47,16.0,RIPON,Turf
RIPON_5.0_Turf,64.05970803813739,64.16229038742685,195,5.0,RIPON,Turf
RIPON_6.0_Turf,77.80333184514583,77.91021324153125,371,6.0,RIPON,Turf
RIPON_8.0_Turf,107.93804923511867,108.13400265591223,211,8.0,RIPON,Turf
ROSCOMMON_10.0_Turf,143.88893466956162,144.46517236245055,59,10.11,ROSCOMMON,Turf
ROSCOMMON_10.5_Turf,145.46525455905663,145.9467897669573,39,10.36,ROSCOMMON,Turf
ROSCOMMON_11.5_Turf,169.29020289926456,168.14139668894106,19,11.7,ROSCOMMON,Turf
ROSCOMMON_12.0_Turf,171.2611559323657,171.67205322933293,89,12.0,ROSCOMMON,Turf
ROSCOMMON_7.0_Turf,98.76773268342832,98.77302992473598,73,7.0,ROSCOMMON,Turf
ROSCOMMON_7.5_Turf,99.56704334655764,99.74285722525738,113,7.29,ROSCOMMON,Turf
SALISBURY_10.0_Turf,139.2443727578316,139.3548653118798,169,9.9,SALISBURY,Turf
SALISBURY_12.0_Turf,169.22245069312993,169.34311900805,101,12.0,SALISBURY,Turf
SALISBURY_14.0_Turf,199.8563339136672,201.04238280947723,99,14.1,SALISBURY,Turf
SALISBURY_5.0_Turf,65.96380847630195,66.06947764473307,85,5.0,SALISBURY,Turf
SALISBURY_6.0_Turf,80.4005408961421,80.39465198349274,258,6.0,SALISBURY,Turf
SALISBURY_7.0_Turf,95.42372953595749,95.43924978116014,232,6.96,SALISBURY,Turf
SALISBURY_8.0_Turf,111.24376507499773,111.12319707034159,181,8.0,SALISBURY,Turf
SANDOWN PARK_10.0_Turf,138.81908545460573,138.8664065173838,283,10.03,SANDOWN PARK,Turf
SANDOWN PARK_14.0_Turf,200.72528521449323,200.99076063282467,80,14.0,SANDOWN PARK,Turf
SANDOWN PARK_16.0_Turf,232.22064965448175,232.08377220421858,17,16.23,SANDOWN PARK,Turf
SANDOWN PARK_5.0_Turf,66.14736235542195,66.18870262183599,209,5.03,SANDOWN PARK,Turf
SANDOWN PARK_7.0_Turf,96.45263110602517,96.55611908832131,213,7.07,SANDOWN PARK,Turf
SANDOWN PARK_8.0_Turf,110.92970713900222,110.97784984048052,250,8.06,SANDOWN PARK,Turf
SANDOWN PARK_9.0_Turf,125.49012442319281,125.3668632489766,28,9.0,SANDOWN PARK,Turf
SLIGO_10.5_Turf,153.14596853704774,154.04376018572526,69,10.5,SLIGO,Turf
SLIGO_12.5_Turf,192.56344204946942,193.8253679417037,16,12.5,SLIGO,Turf
SLIGO_5.5_Turf,82.91471336846294,82.29894183975948,30,5.73,SLIGO,Turf
SLIGO_6.0_Turf,81.84355691597804,81.86800282727606,34,6.0,SLIGO,Turf
SLIGO_7.0_Turf,98.03226342133834,99.10620714528194,26,6.91,SLIGO,Turf
SOUTHWELL_11.0_All Weather,155.66929832359824,155.97646954773415,219,11.0,SOUTHWELL,All Weather
SOUTHWELL_12.0_All Weather,169.58722937759902,169.60928663164563,360,12.0,SOUTHWELL,All Weather
SOUTHWELL_14.0_All Weather,199.53893097466033,199.87341214695374,147,14.0,SOUTHWELL,All Weather
SOUTHWELL_16.0_All Weather,236.4008791607704,235.58342548100367,15,16.0,SOUTHWELL,All Weather
SOUTHWELL_16.5_All Weather,236.85469986056455,237.287981078849,109,16.46,SOUTHWELL,All Weather
SOUTHWELL_5.0_All Weather,63.27660888803519,63.29288108915598,613,5.0,SOUTHWELL,All Weather
SOUTHWELL_6.0_All Weather,80.70536768591809,80.7102438142912,680,6.0,SOUTHWELL,All Weather
SOUTHWELL_7.0_All Weather,94.94608052525702,94.9383679051351,683,7.0,SOUTHWELL,All Weather
SOUTHWELL_8.0_All Weather,109.36818419644374,109.39674819040846,767,8.0,SOUTHWELL,All Weather
THIRSK_12.0_Turf,168.53130326835037,169.26786294482665,148,12.0,THIRSK,Turf
THIRSK_14.0_Turf,197.4703667379929,197.34669738888763,17,14.0,THIRSK,Turf
THIRSK_16.0_Turf,226.14324249307236,226.65380502287286,18,16.0,THIRSK,Turf
THIRSK_5.0_Turf,63.31411776834889,63.47016584269685,223,5.0,THIRSK,Turf
THIRSK_6.0_Turf,77.21591208368966,77.36535551452684,344,6.0,THIRSK,Turf
THIRSK_7.0_Turf,93.23116040211359,93.47836851000291,239,7.0,THIRSK,Turf
THIRSK_8.0_Turf,107.84003030874516,107.8546088648136,248,8.0,THIRSK,Turf
THURLES_8.0_Turf,112.00250000000001,111.391,30,8.0,THURLES,Turf
TIPPERARY_12.5_Turf,180.0324982620764,180.2404418925984,70,12.5,TIPPERARY,Turf
TIPPERARY_5.0_Turf,63.23020309960753,63.52450072641131,135,5.0,TIPPERARY,Turf
TIPPERARY_7.5_Turf,104.36718977130745,104.65295198394384,157,7.45,TIPPERARY,Turf
TIPPERARY_9.0_Turf,128.15447954519823,128.4027277358218,94,9.0,TIPPERARY,Turf
TRAMORE_12.0_Turf,174.02966666666669,173.99179727238257,65,12.0,TRAMORE,Turf
TRAMORE_16.0_Turf,242.465,242.4591216736111,36,16.0,TRAMORE,Turf
WETHERBY_10.0_Turf,138.63114847132036,138.7124463884617,38,10.0,WETHERBY,Turf
WETHERBY_14.0_Turf,199.36063390151514,201.2025407272126,21,14.0,WETHERBY,Turf
WETHERBY_5.5_Turf,71.64024964285714,71.64197460506854,55,5.5,WETHERBY,Turf
WETHERBY_7.0_Turf,94.12642616003788,94.26946567515432,54,7.0,WETHERBY,Turf
WETHERBY_8.0_Turf,108.65081579184705,108.7155651531108,52,8.0,WETHERBY,Turf
WINDSOR_10.0_Turf,138.61391266318935,138.5962113635319,361,10.03,WINDSOR,Turf
WINDSOR_11.5_Turf,160.34147237325058,160.54648344777178,289,11.61,WINDSOR,Turf
WINDSOR_5.0_Turf,64.92950710290029,64.90704748271854,325,5.05,WINDSOR,Turf
WINDSOR_6.0_Turf,78.09043247922375,78.09977592106762,546,6.0,WINDSOR,Turf
WINDSOR_8.0_Turf,111.53025640403405,111.76541373413995,299,8.14,WINDSOR,Turf
WINDSOR_8.5_Turf,111.9370740182255,112.17482375291677,94,8.3,WINDSOR,Turf
WOLVERHAMPTON_12.0_All Weather,170.3002511915692,170.3824305632179,776,12.23,WOLVERHAMPTON,All Weather
WOLVERHAMPTON_14.0_All Weather,195.5140330539632,195.7851933174219,285,13.88,WOLVERHAMPTON,All Weather
WOLVERHAMPTON_16.5_All Weather,235.00052051404083,235.0124398129799,183,16.54,WOLVERHAMPTON,All Weather
WOLVERHAMPTON_5.0_All Weather,65.77579585534188,65.76989421091459,899,5.09,WOLVERHAMPTON,All Weather
WOLVERHAMPTON_6.0_All Weather,79.32955574501973,79.2990818872611,1225,5.98,WOLVERHAMPTON,All Weather
WOLVERHAMPTON_7.0_All Weather,94.8170061392118,94.82304823571997,1448,7.15,WOLVERHAMPTON,All Weather
WOLVERHAMPTON_8.5_All Weather,117.0862739424327,117.18039605409668,1198,8.64,WOLVERHAMPTON,All Weather
WOLVERHAMPTON_9.5_All Weather,128.67195755995874,128.76701113016853,1032,9.47,WOLVERHAMPTON,All Weather
YARMOUTH_10.0_Turf,138.00771499255237,137.92670399455628,207,10.1,YARMOUTH,Turf
YARMOUTH_11.5_Turf,158.2548118935877,158.76781743357984,136,11.47,YARMOUTH,Turf
YARMOUTH_14.0_Turf,199.06988348432736,199.37414454425192,62,14.08,YARMOUTH,Turf
YARMOUTH_5.0_Turf,66.57823805529286,66.65680719556404,166,5.19,YARMOUTH,Turf
YARMOUTH_6.0_Turf,78.3754842213914,78.32417462297026,353,6.01,YARMOUTH,Turf
YARMOUTH_7.0_Turf,91.90666229226778,92.03796529267262,312,7.01,YARMOUTH,Turf
YARMOUTH_8.0_Turf,106.00608386577633,106.10201941423114,313,8.01,YARMOUTH,Turf
YARMOUTH_9.0_Turf,123.13352197605249,123.14549154639381,30,9.1,YARMOUTH,Turf
YORK_10.5_Turf,139.6991926552769,139.97578189339902,181,10.4,YORK,Turf
YORK_12.0_Turf,163.69348979988723,163.7383444757151,126,12.0,YORK,Turf
YORK_14.0_Turf,193.19754911503077,193.10280638828317,76,14.0,YORK,Turf
YORK_16.5_Turf,230.45219890153385,230.49712579847053,76,16.4,YORK,Turf
YORK_5.0_Turf,63.29924062609026,63.36922156419843,177,5.0,YORK,Turf
YORK_5.5_Turf,69.1527439650879,69.14842320722784,44,5.4,YORK,Turf
YORK_6.0_Turf,77.39169196151205,77.36622013745549,280,6.0,YORK,Turf
YORK_7.0_Turf,91.56098039287326,91.54469091084304,194,7.0,YORK,Turf
YORK_8.0_Turf,105.17801159035335,105.28465998183313,130,8.0,YORK,Turf
YORK_9.0_Turf,118.78981859541484,118.7591321293469,29,8.95,YORK,Turf
