meetingDate,courseName,raceNumber,race_id,horseName,positionOfficial,distance,going,raceSurfaceName,raceClass,horseAge,weightCarried,finishingTime,distanceCumulative,standard_time,lpl,going_allowance,raw_figure,weight_adj,figure_after_weight,wfa_adj,figure_after_wfa,figure_calibrated,figure_final,figure_comment
2026-07-28,COM,1,2026-07-28_COM_1,ARIA FRESCA,1.0,1400,Bon souple,Turf,5,2,120.15178999999999,85.05,0.0,83.77091956067476,2.8385071251244707,-0.00010819416500233119,79.69683593904776,-5.848210000000009,73.84862593904775,12.0,85.84862593904775,54.16197388291818,54.16197388291818,
2026-07-28,COM,1,2026-07-28_COM_1,DICIAMO,2.0,1400,Bon souple,Turf,5,2,126.76565,,2.0,83.77091956067476,2.8385071251244707,-0.00010819416500233119,74.01982168879881,0.7656499999999937,74.78547168879881,12.0,86.78547168879881,54.793407918250395,54.793407918250395,
2026-07-28,COM,1,2026-07-28_COM_1,PINK PALACE,3.0,1400,Bon souple,Turf,5,2,123.45871999999999,,2.1,83.77091956067476,2.8385071251244707,-0.00010819416500233119,73.73597097628637,-2.5412800000000146,71.19469097628635,12.0,83.19469097628635,52.373221718017,52.373221718017,
2026-07-28,COM,1,2026-07-28_COM_1,GOLDEN RUN,4.0,1400,Bon souple,Turf,5,2,126.76565,,2.2,83.77091956067476,2.8385071251244707,-0.00010819416500233119,73.45212026377392,0.7656499999999937,74.21777026377391,12.0,86.21777026377391,54.41077715778362,54.41077715778362,
2026-07-28,COM,1,2026-07-28_COM_1,GOOD BOY,5.0,1400,Bon souple,Turf,5,2,126.76565,,2.95,83.77091956067476,2.8385071251244707,-0.00010819416500233119,71.32323991993057,0.7656499999999937,72.08888991993057,12.0,84.08888991993057,52.9759118060332,52.9759118060332,
2026-07-28,COM,1,2026-07-28_COM_1,SHALOM,6.0,1400,Bon souple,Turf,5,2,120.15178999999999,,3.1,83.77091956067476,2.8385071251244707,-0.00010819416500233119,70.8974638511619,-5.848210000000009,65.0492538511619,12.0,77.0492538511619,48.231197095683115,48.231197095683115,
2026-07-28,COM,1,2026-07-28_COM_1,MR SAY,7.0,1400,Bon souple,Turf,5,2,123.45871999999999,,4.85,83.77091956067476,2.8385071251244707,-0.00010819416500233119,65.93007638219407,-2.5412800000000146,63.38879638219406,12.0,75.38879638219406,47.11204876159879,47.11204876159879,
2026-07-28,COM,1,2026-07-28_COM_1,MORNING DEW,8.0,1400,Bon souple,Turf,5,2,126.76565,,5.0,83.77091956067476,2.8385071251244707,-0.00010819416500233119,65.5043003134254,0.7656499999999937,66.2699503134254,12.0,78.2699503134254,49.05394651124872,49.05394651124872,
2026-07-28,COM,1,2026-07-28_COM_1,THE BOY CAN PLAY,9.0,1400,Bon souple,Turf,5,2,127.86795999999998,,35.0,83.77091956067476,2.8385071251244707,-0.00010819416500233119,1.3907672540286313,1.8679599999999823,3.2587272540286136,12.0,15.258727254028614,,,excluded: beaten >20 lengths
2026-07-28,COM,2,2026-07-28_COM_2,DEMAH,1.0,1600,Bon souple,Turf,4,3,122.35640999999998,96.4,0.0,96.27413432825028,2.5508502203713235,-0.00010819416500233119,96.18678074028749,-3.6435900000000174,92.54319074028747,2.1857949574485005,94.72898569773596,60.14733636027404,60.14733636027404,
