meetingDate,courseName,raceNumber,race_id,horseName,positionOfficial,distance,going,raceSurfaceName,raceClass,horseAge,weightCarried,finishingTime,distanceCumulative,standard_time,lpl,going_allowance,raw_figure,weight_adj,figure_after_weight,wfa_adj,figure_after_wfa,figure_calibrated,figure_final
2026-03-18,CEP,3,2026-03-18_CEP_3,EMPTY STREET,2.0,10.43903602958721,Très souple,Turf,5,3,124.56102999999999,,1.25,135.24856048675733,1.8957459975970545,0.39225275208265015,95.19713792702593,-1.4389700000000119,93.75816792702592,1.5609639704127893,95.31913189743871,73.60779875503994,73.60779875503994
2026-03-18,CEP,3,2026-03-18_CEP_3,FLEUR D'ORANGER,3.0,10.43903602958721,Très souple,Turf,5,3,124.56102999999999,,1.5,135.24856048675733,1.8957459975970545,0.39225275208265015,94.72320142762668,-1.4389700000000119,93.28423142762666,1.5609639704127893,94.84519539803945,73.27024980619362,73.27024980619362
2026-03-18,CEP,3,2026-03-18_CEP_3,GALNETTA,4.0,10.43903602958721,Très souple,Turf,5,3,124.56102999999999,,3.25,135.24856048675733,1.8957459975970545,0.39225275208265015,91.40564593183183,-1.4389700000000119,89.96667593183182,1.5609639704127893,91.5276399022446,70.90740716426936,70.90740716426936
2026-03-18,CEP,3,2026-03-18_CEP_3,NATORSPEED ESSEF,5.0,10.43903602958721,Très souple,Turf,5,3,127.86795999999998,,3.3,135.24856048675733,1.8957459975970545,0.39225275208265015,91.31085863195197,1.8679599999999823,93.17881863195196,1.5609639704127893,94.73978260236474,73.19517228331861,73.19517228331861
2026-03-18,CEP,3,2026-03-18_CEP_3,SYLVEROY,6.0,10.43903602958721,Très souple,Turf,5,3,124.56102999999999,,4.3,135.24856048675733,1.8957459975970545,0.39225275208265015,89.41511263435493,-1.4389700000000119,87.97614263435491,1.5609639704127893,89.5371066047677,69.48970157911484,69.48970157911484
2026-03-18,CEP,3,2026-03-18_CEP_3,VEULES LES ROSES,7.0,10.43903602958721,Très souple,Turf,5,3,124.56102999999999,,6.3,135.24856048675733,1.8957459975970545,0.39225275208265015,85.6236206391608,-1.4389700000000119,84.1846506391608,1.5609639704127893,85.74561460957358,66.78930998834424,66.78930998834424
2026-03-18,CEP,3,2026-03-18_CEP_3,SATEEN BLUE,8.0,10.43903602958721,Très souple,Turf,5,3,127.86795999999998,,7.3,135.24856048675733,1.8957459975970545,0.39225275208265015,83.72787464156376,1.8679599999999823,85.59583464156374,1.5609639704127893,87.15679861197653,67.79438910177748,67.79438910177748
2026-03-18,CEP,3,2026-03-18_CEP_3,CHILLIDA,9.0,10.43903602958721,Très souple,Turf,5,3,127.86795999999998,,8.05,135.24856048675733,1.8957459975970545,0.39225275208265015,82.30606514336597,1.8679599999999823,84.17402514336595,1.5609639704127893,85.73498911377874,66.78174225523851,66.78174225523851
2026-03-18,CEP,5,2026-03-18_CEP_5,AMUSANTE,1.0,7.953551260637875,Très souple,Turf,5,3,125.66333999999999,100.2,0.0,98.95791267000716,2.502135862081307,0.39225275208265015,123.49149071206087,-0.33666000000000906,123.15483071206086,5.0,128.15483071206086,96.99417147281787,96.99417147281787
2026-03-18,CEP,5,2026-03-18_CEP_5,KOHAKOU,2.0,7.953551260637875,Très souple,Turf,5,3,126.76565,,1.25,98.95791267000716,2.502135862081307,0.39225275208265015,120.36382088445923,0.7656499999999937,121.12947088445922,5.0,126.12947088445922,95.55166159710865,95.55166159710865
2026-03-18,CEP,5,2026-03-18_CEP_5,NEBUR,3.0,7.953551260637875,Très souple,Turf,5,3,132.2772,,1.75,98.95791267000716,2.502135862081307,0.39225275208265015,119.11275295341858,6.2771999999999935,125.38995295341857,5.0,130.38995295341857,98.58607917367999,98.58607917367999
2026-03-18,CEP,5,2026-03-18_CEP_5,WITTELSBACH,4.0,7.953551260637875,Très souple,Turf,5,3,132.2772,,2.25,98.95791267000716,2.502135862081307,0.39225275208265015,117.86168502237793,6.2771999999999935,124.13888502237792,5.0,129.1388850223779,97.69503856888716,97.69503856888716
2026-03-18,CEP,5,2026-03-18_CEP_5,MARKOS,5.0,7.953551260637875,Très souple,Turf,5,3,114.64023999999999,,2.4,98.95791267000716,2.502135862081307,0.39225275208265015,117.48636464306573,-11.359760000000009,106.12660464306572,5.0,111.12660464306572,84.86626020708391,84.86626020708391
2026-03-18,CEP,5,2026-03-18_CEP_5,KODVEDEV,6.0,7.953551260637875,Très souple,Turf,5,3,123.45871999999999,,2.9,98.95791267000716,2.502135862081307,0.39225275208265015,116.23529671202508,-2.5412800000000146,113.69401671202506,5.0,118.69401671202506,90.25595269247378,90.25595269247378
2026-03-18,CEP,5,2026-03-18_CEP_5,CANENA,7.0,7.953551260637875,Très souple,Turf,5,3,132.2772,,3.65,98.95791267000716,2.502135862081307,0.39225275208265015,114.35869481546409,6.2771999999999935,120.63589481546408,5.0,125.63589481546408,95.20012487546725,95.20012487546725
2026-03-18,CEP,5,2026-03-18_CEP_5,WHAKA,8.0,7.953551260637875,Très souple,Turf,5,3,121.2541,,3.9,98.95791267000716,2.502135862081307,0.39225275208265015,113.73316084994377,-4.745900000000006,108.98726084994377,5.0,113.98726084994377,86.90368821034247,86.90368821034247
2026-03-18,CEP,5,2026-03-18_CEP_5,NENA,9.0,7.953551260637875,Très souple,Turf,5,3,119.04947999999999,,4.4,98.95791267000716,2.502135862081307,0.39225275208265015,112.48209291890312,-6.950520000000012,105.53157291890311,5.0,110.53157291890311,84.44246433300395,84.44246433300395
2026-03-18,CEP,5,2026-03-18_CEP_5,LOST FREQUANCIZE,10.0,7.953551260637875,Très souple,Turf,5,3,116.84485999999998,,4.65,98.95791267000716,2.502135862081307,0.39225275208265015,111.85655895338279,-9.155140000000017,102.70141895338277,5.0,107.70141895338277,82.42676075806187,82.42676075806187
2026-03-18,CEP,5,2026-03-18_CEP_5,ICE CRACKER,11.0,7.953551260637875,Très souple,Turf,5,3,130.07258,,7.65,98.95791267000716,2.502135862081307,0.39225275208265015,104.35015136713886,4.072579999999988,108.42273136713885,5.0,113.42273136713885,86.50161676457896,86.50161676457896
2026-03-18,CEP,5,2026-03-18_CEP_5,NEWS DES BRIERES,12.0,7.953551260637875,Très souple,Turf,5,3,122.35640999999998,,10.15,98.95791267000716,2.502135862081307,0.39225275208265015,98.0948117119356,-3.6435900000000174,94.45122171193559,5.0,99.45122171193559,76.55077228670498,76.55077228670498
2026-03-18,CEP,6,2026-03-18_CEP_6,LAPOTHEOSE,1.0,9.941939075797343,Très souple,Turf,5,3,125.66333999999999,129.9,0.0,127.74781426469418,2.0070552181212076,0.39225275208265015,117.53731962201987,-0.33666000000000906,117.20065962201986,2.0870913863039853,119.28775100832384,90.67882450729223,90.67882450729223
2026-03-18,CEP,6,2026-03-18_CEP_6,ROSENINSEL,2.0,9.941939075797343,Très souple,Turf,5,3,125.66333999999999,,3.5,127.74781426469418,2.0070552181212076,0.39225275208265015,110.51262635859564,-0.33666000000000906,110.17596635859563,2.0870913863039853,112.26305774489961,85.67566937988116,85.67566937988116
2026-03-18,CEP,6,2026-03-18_CEP_6,MERIDYS,3.0,9.941939075797343,Très souple,Turf,5,3,125.66333999999999,,5.25,127.74781426469418,2.0070552181212076,0.39225275208265015,107.00027972688352,-0.33666000000000906,106.66361972688351,2.0870913863039853,108.75071111318749,83.1740918161756,83.1740918161756
