meetingDate,courseName,raceNumber,race_id,horseName,positionOfficial,distance,going,raceSurfaceName,horseAge,weightCarried,finishingTime,distanceCumulative,standard_time,lpl,going_allowance,raw_figure,weight_adj,figure_after_weight,wfa_adj,figure_after_wfa,figure_calibrated,figure_final
2026-03-16,CHA,6,2026-03-16_CHA_6,WE'LL DEFEND,3.0,8.947745168217608,PSF STANDARD,All Weather,4,120.15178999999999,,2.75,110.86919482998353,2.5096943976186115,0.05701560919433525,114.17169177502534,-5.848210000000009,108.32348177502533,0.0,108.32348177502533,88.907393630381,88.907393630381
2026-03-16,CHA,6,2026-03-16_CHA_6,FERRARI FEVER,4.0,8.947745168217608,PSF STANDARD,All Weather,5,125.66333999999999,,3.25,110.86919482998353,2.5096943976186115,0.05701560919433525,112.91684457621604,-0.33666000000000906,112.58018457621603,0.0,112.58018457621603,91.88708559121449,91.88708559121449
2026-03-16,CHA,6,2026-03-16_CHA_6,CAROMB,5.0,8.947745168217608,PSF STANDARD,All Weather,4,123.45871999999999,,4.0,110.86919482998353,2.5096943976186115,0.05701560919433525,111.03457377800208,-2.5412800000000146,108.49329377800207,0.0,108.49329377800207,89.02626203246473,89.02626203246473
2026-03-16,CHA,6,2026-03-16_CHA_6,SAUCEPOT,6.0,8.947745168217608,PSF STANDARD,All Weather,4,122.35640999999998,,5.25,110.86919482998353,2.5096943976186115,0.05701560919433525,107.89745578097882,-3.6435900000000174,104.2538657809788,0.0,104.2538657809788,86.05866243454844,86.05866243454844
2026-03-16,CHA,6,2026-03-16_CHA_6,SERINES,7.0,8.947745168217608,PSF STANDARD,All Weather,5,120.15178999999999,,6.5,110.86919482998353,2.5096943976186115,0.05701560919433525,104.76033778395555,-5.848210000000009,98.91212778395554,0.0,98.91212778395554,82.31944583663216,82.31944583663216
2026-03-16,CHA,6,2026-03-16_CHA_6,LAKOTA BEAU,8.0,8.947745168217608,PSF STANDARD,All Weather,4,123.45871999999999,,8.5,110.86919482998353,2.5096943976186115,0.05701560919433525,99.74094898871833,-2.5412800000000146,97.19966898871832,0.0,97.19966898871832,81.12072467996609,81.12072467996609
2026-03-16,CHA,6,2026-03-16_CHA_6,ZVAROSHKA,9.0,8.947745168217608,PSF STANDARD,All Weather,6,120.15178999999999,,11.0,110.86919482998353,2.5096943976186115,0.05701560919433525,93.4667129946718,-5.848210000000009,87.61850299467179,0.0,87.61850299467179,74.41390848413351,74.41390848413351
2026-03-16,CHA,6,2026-03-16_CHA_6,PIQUOISEAU,10.0,8.947745168217608,PSF STANDARD,All Weather,4,130.07258,,12.25,110.86919482998353,2.5096943976186115,0.05701560919433525,90.32959499764853,4.072579999999988,94.40217499764852,0.0,94.40217499764852,79.16247888621723,79.16247888621723
2026-03-16,CHA,6,2026-03-16_CHA_6,AGENT SIM,11.0,8.947745168217608,PSF STANDARD,All Weather,7,123.45871999999999,,15.25,110.86919482998353,2.5096943976186115,0.05701560919433525,82.8005118047927,-2.5412800000000146,80.25923180479269,0.0,80.25923180479269,69.26241865121816,69.26241865121816
2026-03-16,CHA,6,2026-03-16_CHA_6,MAIGRET,12.0,8.947745168217608,PSF STANDARD,All Weather,5,123.45871999999999,,16.0,110.86919482998353,2.5096943976186115,0.05701560919433525,80.91824100657874,-2.5412800000000146,78.37696100657872,0.0,78.37696100657872,67.94482909246838,67.94482909246838
