meetingDate,courseName,raceNumber,race_id,horseName,positionOfficial,distance,going,raceSurfaceName,raceClass,horseAge,weightCarried,finishingTime,distanceCumulative,standard_time,lpl,going_allowance,raw_figure,weight_adj,figure_after_weight,wfa_adj,figure_after_wfa,figure_calibrated,figure_final,figure_comment
2026-04-10,BOR,1,2026-04-10_BOR_1,AZAMRA,1.0,1000,Bon souple,Turf,5,2,119.04947999999999,59.65,0.0,,4.02336,0.0006476520909612168,,-6.950520000000012,,12.0,,,,no standard time for this course/distance
2026-04-10,BOR,1,2026-04-10_BOR_1,SUNNY QUEEN,2.0,1000,Bon souple,Turf,5,2,119.04947999999999,,0.25,,4.02336,0.0006476520909612168,,-6.950520000000012,,12.0,,,,no standard time for this course/distance
2026-04-10,BOR,1,2026-04-10_BOR_1,BODY PHYSICAL,3.0,1000,Bon souple,Turf,5,2,121.2541,,0.28,,4.02336,0.0006476520909612168,,-4.745900000000006,,12.0,,,,no standard time for this course/distance
2026-04-10,BOR,1,2026-04-10_BOR_1,AMAZING SURPRISE,4.0,1000,Bon souple,Turf,5,2,121.2541,,0.53,,4.02336,0.0006476520909612168,,-4.745900000000006,,12.0,,,,no standard time for this course/distance
2026-04-10,BOR,1,2026-04-10_BOR_1,DICANTO,5.0,1000,Bon souple,Turf,5,2,124.56102999999999,,3.0300000000000002,,4.02336,0.0006476520909612168,,-1.4389700000000119,,12.0,,,,no standard time for this course/distance
2026-04-10,BOR,1,2026-04-10_BOR_1,LOVELY WARRIOR,6.0,1000,Bon souple,Turf,5,2,122.35640999999998,,5.03,,4.02336,0.0006476520909612168,,-3.6435900000000174,,12.0,,,,no standard time for this course/distance
2026-04-10,BOR,2,2026-04-10_BOR_2,PINK PANTHERA,1.0,2000,Bon souple,Turf,4,3,122.35640999999998,122.03,0.0,121.19329554856651,2.070173131057317,0.0006476520909612168,103.06650011309772,-3.6435900000000174,99.4229101130977,10.029030462101328,109.45194057519903,70.07060794768415,70.07060794768415,
2026-04-10,BOR,2,2026-04-10_BOR_2,LOHENGREEN,2.0,2000,Bon souple,Turf,4,3,125.66333999999999,,1.0,121.19329554856651,2.070173131057317,0.0006476520909612168,100.9963269820404,-0.33666000000000906,100.65966698204039,10.029030462101328,110.68869744414172,70.90418207735152,70.90418207735152,
2026-04-10,BOR,2,2026-04-10_BOR_2,JUST FOR MEME,3.0,2000,Bon souple,Turf,4,3,122.35640999999998,,3.0,121.19329554856651,2.070173131057317,0.0006476520909612168,96.85598071992577,-3.6435900000000174,93.21239071992575,10.029030462101328,103.24142118202708,65.88471787668625,65.88471787668625,
2026-04-10,BOR,2,2026-04-10_BOR_2,CARCAGNY,4.0,2000,Bon souple,Turf,4,3,122.35640999999998,,4.0,121.19329554856651,2.070173131057317,0.0006476520909612168,94.78580758886845,-3.6435900000000174,91.14221758886843,10.029030462101328,101.17124805096977,64.48942118635362,64.48942118635362,
