meetingDate,courseName,raceNumber,race_id,horseName,positionOfficial,distance,going,raceSurfaceName,raceClass,horseAge,weightCarried,finishingTime,distanceCumulative,standard_time,lpl,going_allowance,raw_figure,weight_adj,figure_after_weight,wfa_adj,figure_after_wfa,figure_calibrated,figure_final,figure_comment
2026-05-06,BOR,1,2026-05-06_BOR_1,WITCHWAY,1.0,1200,Collant,Turf,5,2,130.07258,61.31,0.0,67.72636582171882,3.868313999023691,0.004112775333090352,164.1114110927765,4.072579999999988,168.1839910927765,12.0,180.1839910927765,117.74400999653136,117.74400999653136,
2026-05-06,BOR,1,2026-05-06_BOR_1,BODY PHYSICAL,2.0,1200,Collant,Turf,5,2,126.76565,,0.5,67.72636582171882,3.868313999023691,0.004112775333090352,162.17725409326465,0.7656499999999937,162.94290409326464,12.0,174.94290409326464,114.21151735886038,114.21151735886038,
2026-05-06,BOR,1,2026-05-06_BOR_1,TIPERE,3.0,1200,Collant,Turf,5,2,124.56102999999999,,0.53,67.72636582171882,3.868313999023691,0.004112775333090352,162.06120467329396,-1.4389700000000119,160.62223467329395,12.0,172.62223467329395,112.64738616980013,112.64738616980013,
2026-05-06,BOR,1,2026-05-06_BOR_1,MELLO MELLO,4.0,1200,Collant,Turf,5,2,121.2541,,0.56,67.72636582171882,3.868313999023691,0.004112775333090352,161.94515525332324,-4.745900000000006,157.19925525332323,12.0,169.19925525332323,110.34029804073987,110.34029804073987,
2026-05-06,BOR,1,2026-05-06_BOR_1,LUDWIG DER ZWEITE,5.0,1200,Collant,Turf,5,2,122.35640999999998,,2.56,67.72636582171882,3.868313999023691,0.004112775333090352,154.20852725527587,-3.6435900000000174,150.56493725527585,12.0,162.56493725527585,105.86876771005593,105.86876771005593,
2026-05-06,BOR,1,2026-05-06_BOR_1,FEEL WELL,6.0,1200,Collant,Turf,5,2,121.2541,,3.06,67.72636582171882,3.868313999023691,0.004112775333090352,152.274370255764,-4.745900000000006,147.528470255764,12.0,159.528470255764,103.82218895238495,103.82218895238495,
2026-05-06,BOR,1,2026-05-06_BOR_1,WOOTTON FILLY,7.0,1200,Collant,Turf,5,2,119.04947999999999,,4.0600000000000005,67.72636582171882,3.868313999023691,0.004112775333090352,148.40605625674033,-6.950520000000012,141.45553625674032,12.0,153.45553625674032,99.72903143704298,99.72903143704298,
2026-05-06,BOR,2,2026-05-06_BOR_2,VIDA ROSA,1.0,1200,Collant,Turf,5,3,132.2772,71.79,0.0,67.72636582171882,3.3036123593835143,0.004112775333090352,104.20442975967296,6.2771999999999935,110.48162975967296,10.0,120.48162975967296,77.50461845801958,77.50461845801958,
2026-05-06,BOR,2,2026-05-06_BOR_2,ZARWALYAH,2.0,1200,Collant,Turf,5,3,141.09568,,0.03,67.72636582171882,3.3036123593835143,0.004112775333090352,104.10532138889145,15.095679999999987,119.20100138889144,10.0,129.20100138889143,83.38147493611282,83.38147493611282,
2026-05-06,BOR,2,2026-05-06_BOR_2,SEESHAUPT,3.0,1200,Collant,Turf,5,3,144.40260999999998,,1.03,67.72636582171882,3.3036123593835143,0.004112775333090352,100.80170902950795,18.40260999999998,119.20431902950793,10.0,129.20431902950793,83.38371102588835,83.38371102588835,
