courseName,raceNumber,race_id,horseName,positionOfficial,distance,going,raceSurfaceName,raceClass,horseAge,weightCarried,finishingTime,distanceCumulative,standard_time,going_allowance,raw_figure,weight_adj,wfa_adj,sex_allowance,figure_final,figure_calibrated,figure_confidence
DONCASTER,1,2026-03-29_DONCASTER_1,Four Fifty,20.0000,8.0000,Good To Soft,Turf,5.0000,4,151,104.9700,23.8500,106.1296,0.4760,136.5889,25.0000,0.0000,0,136.5889,27.1000,low
DONCASTER,1,2026-03-29_DONCASTER_1,Summer Evening (IRE),21.0000,8.0000,Good To Soft,Turf,5.0000,4,137,104.9700,24.8500,106.1296,0.4760,121.3143,11.0000,0.0000,5,121.3143,20.3000,low
DONCASTER,1,2026-03-29_DONCASTER_1,Luminous Warrior (IRE),22.0000,8.0000,Good To Soft,Turf,5.0000,4,153,104.9700,29.3500,106.1296,0.4760,131.5785,27.0000,0.0000,0,131.5785,19.6000,low
DONCASTER,2,2026-03-29_DONCASTER_2,Tales Of Wisdom (IRE),0.0000,7.0273,Good To Soft,Turf,4.0000,3,137,90.7400,,92.5928,0.4760,,0.0000,12.9727,0,,,high
DONCASTER,2,2026-03-29_DONCASTER_2,Langstone,1.0000,7.0273,Good To Soft,Turf,4.0000,3,130,90.7400,,92.5928,0.4760,178.4428,4.0000,12.9727,0,191.4155,65.4000,high
DONCASTER,2,2026-03-29_DONCASTER_2,King Of Earth,2.0000,7.0273,Good To Soft,Turf,4.0000,3,130,90.7400,0.1500,92.5928,0.4760,178.0044,4.0000,12.9727,0,190.9771,65.0000,high
DONCASTER,2,2026-03-29_DONCASTER_2,Naval Light,3.0000,7.0273,Good To Soft,Turf,4.0000,3,130,90.7400,1.9000,92.5928,0.4760,172.8894,4.0000,12.9727,0,185.8621,60.7000,high
DONCASTER,2,2026-03-29_DONCASTER_2,The Golden Snitch (IRE),4.0000,7.0273,Good To Soft,Turf,4.0000,3,130,90.7400,2.0500,92.5928,0.4760,172.4509,4.0000,12.9727,0,185.4237,60.3000,high
DONCASTER,2,2026-03-29_DONCASTER_2,Im Just Ken,5.0000,7.0273,Good To Soft,Turf,4.0000,3,130,90.7400,2.8000,92.5928,0.4760,170.2588,4.0000,12.9727,0,183.2315,59.1000,high
DONCASTER,2,2026-03-29_DONCASTER_2,Brave Hunter,6.0000,7.0273,Good To Soft,Turf,4.0000,3,130,90.7400,3.3000,92.5928,0.4760,168.7974,4.0000,12.9727,0,181.7701,56.0000,high
DONCASTER,2,2026-03-29_DONCASTER_2,Viper,7.0000,7.0273,Good To Soft,Turf,4.0000,3,130,90.7400,5.0500,92.5928,0.4760,163.6824,4.0000,12.9727,0,176.6551,49.9000,high
DONCASTER,2,2026-03-29_DONCASTER_2,Record Day,8.0000,7.0273,Good To Soft,Turf,4.0000,3,130,90.7400,6.0500,92.5928,0.4760,160.7595,4.0000,12.9727,0,173.7322,47.0000,high
DONCASTER,2,2026-03-29_DONCASTER_2,Firewalker,9.0000,7.0273,Good To Soft,Turf,4.0000,3,130,90.7400,6.1000,92.5928,0.4760,160.6134,4.0000,12.9727,0,173.5861,46.4000,high
DONCASTER,2,2026-03-29_DONCASTER_2,Simon Pierre (FR),10.0000,7.0273,Good To Soft,Turf,4.0000,3,130,90.7400,7.1000,92.5928,0.4760,157.6905,4.0000,12.9727,0,170.6632,44.9000,high
DONCASTER,2,2026-03-29_DONCASTER_2,Princess Coco,11.0000,7.0273,Good To Soft,Turf,4.0000,3,125,90.7400,13.6000,92.5928,0.4760,133.6919,-1.0000,12.9727,5,146.6647,21.3000,high
DONCASTER,2,2026-03-29_DONCASTER_2,Halla Bil Zain (IRE),12.0000,7.0273,Good To Soft,Turf,4.0000,3,130,90.7400,13.7000,92.5928,0.4760,138.3997,4.0000,12.9727,0,151.3724,27.6000,high
DONCASTER,3,2026-03-29_DONCASTER_3,Jimmy Speaking,1.0000,7.0273,Good To Soft,Turf,4.0000,5,133,91.1800,,92.5928,0.4760,175.1412,7.0000,0.0000,0,175.1412,57.4000,high
DONCASTER,3,2026-03-29_DONCASTER_3,Grabajabba,2.0000,7.0273,Good To Soft,Turf,4.0000,5,130,91.1800,1.2500,92.5928,0.4760,168.5052,4.0000,0.0000,0,168.5052,50.3000,high
DONCASTER,3,2026-03-29_DONCASTER_3,Backspin (IRE),3.0000,7.0273,Good To Soft,Turf,4.0000,4,129,91.1800,1.3500,92.5928,0.4760,167.2144,3.0000,0.0000,0,167.2144,49.8000,high
DONCASTER,3,2026-03-29_DONCASTER_3,Itsneverjustone,4.0000,7.0273,Good To Soft,Turf,4.0000,4,136,91.1800,1.8500,92.5928,0.4760,172.7600,10.0000,0.0000,0,172.7600,55.4000,high
DONCASTER,3,2026-03-29_DONCASTER_3,Packetofbiscuits,5.0000,7.0273,Good To Soft,Turf,4.0000,4,134,91.1800,3.1000,92.5928,0.4760,167.1240,8.0000,0.0000,0,167.1240,49.8000,high
DONCASTER,3,2026-03-29_DONCASTER_3,Under The Twilight,6.0000,7.0273,Good To Soft,Turf,4.0000,8,133,91.1800,3.2500,92.5928,0.4760,165.6877,7.0000,-1.5000,5,164.1877,48.4000,high
DONCASTER,3,2026-03-29_DONCASTER_3,An Outlaws Grace (IRE),7.0000,7.0273,Good To Soft,Turf,4.0000,4,137,91.1800,3.3500,92.5928,0.4760,169.3969,11.0000,0.0000,0,169.3969,50.6000,high
DONCASTER,3,2026-03-29_DONCASTER_3,Alfa Whiteburd (IRE),8.0000,7.0273,Good To Soft,Turf,4.0000,5,124,91.1800,4.6000,92.5928,0.4760,152.7609,-2.0000,0.0000,0,152.7609,37.0000,high
DONCASTER,3,2026-03-29_DONCASTER_3,Quest For Fun,9.0000,7.0273,Good To Soft,Turf,4.0000,8,136,91.1800,4.7500,92.5928,0.4760,164.3246,10.0000,-1.5000,0,162.8246,45.5000,high
DONCASTER,3,2026-03-29_DONCASTER_3,Nakaaha,10.0000,7.0273,Good To Soft,Turf,4.0000,4,132,91.1800,5.5000,92.5928,0.4760,158.1430,6.0000,0.0000,5,158.1430,39.0000,high
DONCASTER,3,2026-03-29_DONCASTER_3,Green Pursuit (IRE),11.0000,7.0273,Good To Soft,Turf,4.0000,4,131,91.1800,8.2500,92.5928,0.4760,149.1440,5.0000,0.0000,0,149.1440,32.1000,high
DONCASTER,3,2026-03-29_DONCASTER_3,Golden Strike (IRE),12.0000,7.0273,Good To Soft,Turf,4.0000,5,127,91.1800,9.0000,92.5928,0.4760,142.9624,1.0000,0.0000,0,142.9624,26.0000,high
DONCASTER,3,2026-03-29_DONCASTER_3,Beauty Choice,13.0000,7.0273,Good To Soft,Turf,4.0000,9,125,91.1800,9.1500,92.5928,0.4760,140.5261,-1.0000,-2.0000,0,138.5261,20.7000,high
DONCASTER,3,2026-03-29_DONCASTER_3,Just Queen High (IRE),14.0000,7.0273,Good To Soft,Turf,4.0000,4,128,91.1800,9.2500,92.5928,0.4760,143.2352,2.0000,0.0000,5,143.2352,25.7000,high
DONCASTER,3,2026-03-29_DONCASTER_3,Victory Sound (IRE),15.0000,7.0273,Good To Soft,Turf,4.0000,4,120,91.1800,10.2500,92.5928,0.4760,132.3265,-6.0000,0.0000,0,132.3265,11.1000,high
DONCASTER,3,2026-03-29_DONCASTER_3,Tactical Plan,16.0000,7.0273,Good To Soft,Turf,4.0000,4,129,91.1800,12.7500,92.5928,0.4760,134.0546,3.0000,0.0000,0,134.0546,15.5000,high
DONCASTER,4,2026-03-29_DONCASTER_4,Melvin Udall (IRE),1.0000,7.0273,Good To Soft,Turf,4.0000,4,131,89.5400,,92.5928,0.4760,196.6290,5.0000,0.0000,0,196.6290,70.8000,high
DONCASTER,4,2026-03-29_DONCASTER_4,Miletus (IRE),2.0000,7.0273,Good To Soft,Turf,4.0000,5,136,89.5400,1.5000,92.5928,0.4760,197.1860,10.0000,0.0000,0,197.1860,69.3000,high
DONCASTER,4,2026-03-29_DONCASTER_4,Red Mirage (IRE),3.0000,7.0273,Good To Soft,Turf,4.0000,8,127,89.5400,1.6500,92.5928,0.4760,187.7417,1.0000,-1.5000,0,186.2417,61.0000,high
DONCASTER,4,2026-03-29_DONCASTER_4,Epictetus (IRE),4.0000,7.0273,Good To Soft,Turf,4.0000,6,135,89.5400,5.1500,92.5928,0.4760,185.3746,9.0000,0.0000,0,185.3746,58.4000,high
DONCASTER,4,2026-03-29_DONCASTER_4,Forever My Prince,5.0000,7.0273,Good To Soft,Turf,4.0000,4,125,89.5400,5.9000,92.5928,0.4760,173.1531,-1.0000,0.0000,0,173.1531,48.1000,high
DONCASTER,4,2026-03-29_DONCASTER_4,Folkene (FR),6.0000,7.0273,Good To Soft,Turf,4.0000,4,130,89.5400,6.6500,92.5928,0.4760,175.9315,4.0000,0.0000,5,175.9315,51.2000,high
DONCASTER,4,2026-03-29_DONCASTER_4,Stanage,7.0000,7.0273,Good To Soft,Turf,4.0000,5,132,89.5400,6.8000,92.5928,0.4760,177.4872,6.0000,0.0000,0,177.4872,52.3000,high
DONCASTER,4,2026-03-29_DONCASTER_4,Singoura,8.0000,7.0273,Good To Soft,Turf,4.0000,4,122,89.5400,7.5500,92.5928,0.4760,165.2657,-4.0000,0.0000,5,165.2657,41.8000,high
DONCASTER,4,2026-03-29_DONCASTER_4,Captain Parma (IRE),9.0000,7.0273,Good To Soft,Turf,4.0000,4,133,89.5400,8.3000,92.5928,0.4760,174.0442,7.0000,0.0000,0,174.0442,48.9000,high
DONCASTER,4,2026-03-29_DONCASTER_4,Albeseeingyer,10.0000,7.0273,Good To Soft,Turf,4.0000,7,125,89.5400,8.3500,92.5928,0.4760,165.8961,-1.0000,-1.0000,5,164.8961,41.3000,high
DONCASTER,4,2026-03-29_DONCASTER_4,Another Investment (IRE),11.0000,7.0273,Good To Soft,Turf,4.0000,7,128,89.5400,9.1000,92.5928,0.4760,166.6746,2.0000,-1.0000,0,165.6746,42.6000,high
DONCASTER,4,2026-03-29_DONCASTER_4,Zarathos (IRE),12.0000,7.0273,Good To Soft,Turf,4.0000,4,130,89.5400,11.3500,92.5928,0.4760,162.0100,4.0000,0.0000,0,162.0100,35.3000,high
DONCASTER,4,2026-03-29_DONCASTER_4,War Howl (IRE),13.0000,7.0273,Good To Soft,Turf,4.0000,4,133,89.5400,12.1000,92.5928,0.4760,162.7885,7.0000,0.0000,0,162.7885,36.1000,high
DONCASTER,4,2026-03-29_DONCASTER_4,Capital Guarantee (IRE),14.0000,7.0273,Good To Soft,Turf,4.0000,6,136,89.5400,16.1000,92.5928,0.4760,153.9404,10.0000,0.0000,0,153.9404,26.4000,high
DONCASTER,4,2026-03-29_DONCASTER_4,Shazani (FR),15.0000,7.0273,Good To Soft,Turf,4.0000,4,129,89.5400,38.1000,92.5928,0.4760,114.2220,3.0000,0.0000,0,114.2220,12.8000,low
DONCASTER,5,2026-03-29_DONCASTER_5,Port Of London (IRE),0.0000,10.1955,Good To Soft,Turf,3.0000,4,129,134.4200,,139.8988,0.4760,,0.0000,0.0000,0,,,high
DONCASTER,5,2026-03-29_DONCASTER_5,Harvey (FR),1.0000,10.1955,Good To Soft,Turf,3.0000,4,126,134.4200,,139.8988,0.4760,201.3782,0.0000,0.0000,0,201.3782,68.0000,high
DONCASTER,5,2026-03-29_DONCASTER_5,Atherstone Warrior (IRE),2.0000,10.1955,Good To Soft,Turf,3.0000,4,135,134.4200,0.0500,139.8988,0.4760,210.2761,9.0000,0.0000,0,210.2761,73.2000,high
DONCASTER,5,2026-03-29_DONCASTER_5,Say What You See (IRE),3.0000,10.1955,Good To Soft,Turf,3.0000,4,116,134.4200,1.5500,139.8988,0.4760,188.2125,-10.0000,0.0000,0,188.2125,58.6000,high
DONCASTER,5,2026-03-29_DONCASTER_5,Spoken Truth (IRE),4.0000,10.1955,Good To Soft,Turf,3.0000,5,122,134.4200,1.7000,139.8988,0.4760,193.9061,-4.0000,0.0000,0,193.9061,60.3000,high
DONCASTER,5,2026-03-29_DONCASTER_5,Have Secret (IRE),5.0000,10.1955,Good To Soft,Turf,3.0000,6,132,134.4200,2.4500,139.8988,0.4760,202.3743,6.0000,0.0000,0,202.3743,67.1000,high
DONCASTER,5,2026-03-29_DONCASTER_5,Castle Stuart (IRE),6.0000,10.1955,Good To Soft,Turf,3.0000,4,133,134.4200,4.2000,139.8988,0.4760,199.8001,7.0000,0.0000,0,199.8001,64.7000,high
DONCASTER,5,2026-03-29_DONCASTER_5,Spioradalta,7.0000,10.1955,Good To Soft,Turf,3.0000,6,125,134.4200,4.3500,139.8988,0.4760,191.4938,-1.0000,0.0000,0,191.4938,59.3000,high
DONCASTER,5,2026-03-29_DONCASTER_5,Ashnak (FR),8.0000,10.1955,Good To Soft,Turf,3.0000,4,132,134.4200,5.1000,139.8988,0.4760,196.9620,6.0000,0.0000,0,196.9620,60.1000,high
DONCASTER,5,2026-03-29_DONCASTER_5,Per Contra (IRE),9.0000,10.1955,Good To Soft,Turf,3.0000,5,130,134.4200,7.8500,139.8988,0.4760,189.3454,4.0000,0.0000,0,189.3454,56.4000,high
DONCASTER,5,2026-03-29_DONCASTER_5,Knights Gold (IRE),10.0000,10.1955,Good To Soft,Turf,3.0000,4,126,134.4200,9.6000,139.8988,0.4760,181.7712,0.0000,0.0000,0,181.7712,52.3000,high
DONCASTER,5,2026-03-29_DONCASTER_5,Too Soon,11.0000,10.1955,Good To Soft,Turf,3.0000,4,135,134.4200,9.7500,139.8988,0.4760,190.4648,9.0000,0.0000,0,190.4648,56.2000,high
DONCASTER,5,2026-03-29_DONCASTER_5,Sunriseontheboyne (IRE),12.0000,10.1955,Good To Soft,Turf,3.0000,4,124,134.4200,28.7500,139.8988,0.4760,153.4835,-2.0000,0.0000,0,153.4835,37.0000,low
DONCASTER,6,2026-03-29_DONCASTER_6,Arc Ole Ole,1.0000,10.1955,Good To Soft,Turf,5.0000,3,132,138.2800,,139.8988,0.4760,169.5036,6.0000,9.8045,0,179.3082,62.9000,high
DONCASTER,6,2026-03-29_DONCASTER_6,Siam Ruby (IRE),2.0000,10.1955,Good To Soft,Turf,5.0000,3,133,138.2800,0.0500,139.8988,0.4760,170.4043,7.0000,9.8045,5,180.2089,62.8000,high
DONCASTER,6,2026-03-29_DONCASTER_6,Dryburgh (IRE),3.0000,10.1955,Good To Soft,Turf,5.0000,3,131,138.2800,1.0500,139.8988,0.4760,166.4190,5.0000,9.8045,0,176.2235,60.0000,high
DONCASTER,6,2026-03-29_DONCASTER_6,Morbeh,4.0000,10.1955,Good To Soft,Turf,5.0000,3,132,138.2800,1.2000,139.8988,0.4760,167.1211,6.0000,9.8045,0,176.9257,59.8000,high
DONCASTER,6,2026-03-29_DONCASTER_6,Kelly Burn,5.0000,10.1955,Good To Soft,Turf,5.0000,3,126,138.2800,1.9500,139.8988,0.4760,159.6321,0.0000,9.8045,5,169.4367,52.3000,high
DONCASTER,6,2026-03-29_DONCASTER_6,Assaranca (IRE),6.0000,10.1955,Good To Soft,Turf,5.0000,3,134,138.2800,9.9500,139.8988,0.4760,151.7490,8.0000,9.8045,5,161.5536,45.8000,high
DONCASTER,6,2026-03-29_DONCASTER_6,Steel Fixer,7.0000,10.1955,Good To Soft,Turf,5.0000,3,117,138.2800,26.9500,139.8988,0.4760,111.6769,-9.0000,9.8045,0,121.4815,19.0000,low
DONCASTER,6,2026-03-29_DONCASTER_6,Only In Manila,8.0000,10.1955,Good To Soft,Turf,5.0000,3,135,138.2800,40.9500,139.8988,0.4760,115.7792,9.0000,9.8045,0,125.5838,23.2000,low
DONCASTER,7,2026-03-29_DONCASTER_7,Big Cyril (IRE),0.0000,6.0091,Good To Soft,Turf,3.0000,4,125,75.0200,,77.7827,0.4760,,0.0000,0.0000,0,,,high
DONCASTER,7,2026-03-29_DONCASTER_7,Fine Interview (FR),1.0000,6.0091,Good To Soft,Turf,3.0000,5,134,75.0200,,77.7827,0.4760,201.8413,8.0000,0.0000,0,201.8413,79.9000,high
DONCASTER,7,2026-03-29_DONCASTER_7,Akkadian Thunder,2.0000,6.0091,Good To Soft,Turf,3.0000,6,129,75.0200,1.0000,77.7827,0.4760,193.3807,3.0000,0.0000,0,193.3807,73.4000,high
DONCASTER,7,2026-03-29_DONCASTER_7,Northern Spirit,3.0000,6.0091,Good To Soft,Turf,3.0000,6,118,75.0200,2.2500,77.7827,0.4760,178.0549,-8.0000,0.0000,0,178.0549,62.6000,high
DONCASTER,7,2026-03-29_DONCASTER_7,Woven,4.0000,6.0091,Good To Soft,Turf,3.0000,10,126,75.0200,2.4000,77.7827,0.4760,185.5358,0.0000,-2.5000,0,183.0358,66.1000,high
DONCASTER,7,2026-03-29_DONCASTER_7,Territorial Knight,5.0000,6.0091,Good To Soft,Turf,3.0000,4,127,75.0200,2.9000,77.7827,0.4760,184.8055,1.0000,0.0000,0,184.8055,66.4000,high
DONCASTER,7,2026-03-29_DONCASTER_7,Lord Bertie (FR),6.0000,6.0091,Good To Soft,Turf,3.0000,6,127,75.0200,4.1500,77.7827,0.4760,180.4798,1.0000,0.0000,0,180.4798,63.7000,high
DONCASTER,7,2026-03-29_DONCASTER_7,Valley Ofthe Kings (SAF),7.0000,6.0091,Good To Soft,Turf,3.0000,4,123,75.0200,5.6500,77.7827,0.4760,171.2889,-3.0000,0.0000,0,171.2889,56.0000,high
DONCASTER,7,2026-03-29_DONCASTER_7,Sixtygeesbaby (IRE),8.0000,6.0091,Good To Soft,Turf,3.0000,4,127,75.0200,6.4000,77.7827,0.4760,172.6934,1.0000,0.0000,0,172.6934,56.7000,high
DONCASTER,7,2026-03-29_DONCASTER_7,Arctic Summer,9.0000,6.0091,Good To Soft,Turf,3.0000,4,119,75.0200,8.1500,77.7827,0.4760,158.6374,-7.0000,0.0000,5,158.6374,44.6000,high
DONCASTER,7,2026-03-29_DONCASTER_7,Dark Thirty (IRE),10.0000,6.0091,Good To Soft,Turf,3.0000,6,130,75.0200,8.6500,77.7827,0.4760,167.9071,4.0000,0.0000,0,167.9071,51.3000,high
DONCASTER,7,2026-03-29_DONCASTER_7,Physique (IRE),11.0000,6.0091,Good To Soft,Turf,3.0000,6,123,75.0200,8.8000,77.7827,0.4760,160.3880,-3.0000,0.0000,0,160.3880,44.3000,high
DONCASTER,7,2026-03-29_DONCASTER_7,Orne (IRE),12.0000,6.0091,Good To Soft,Turf,3.0000,5,117,75.0200,11.3000,77.7827,0.4760,145.7365,-9.0000,0.0000,0,145.7365,28.6000,high
DONCASTER,7,2026-03-29_DONCASTER_7,Korker (IRE),13.0000,6.0091,Good To Soft,Turf,3.0000,7,136,75.0200,14.0500,77.7827,0.4760,155.2199,10.0000,-1.0000,0,154.2199,38.7000,high
DONCASTER,7,2026-03-29_DONCASTER_7,Baldomero (IRE),14.0000,6.0091,Good To Soft,Turf,3.0000,8,131,75.0200,14.5500,77.7827,0.4760,148.4896,5.0000,-1.5000,0,146.9896,32.5000,high
DONCASTER,7,2026-03-29_DONCASTER_7,Glenfinnan (IRE),15.0000,6.0091,Good To Soft,Turf,3.0000,6,124,75.0200,16.3000,77.7827,0.4760,135.6206,-2.0000,0.0000,0,135.6206,16.7000,high
DONCASTER,7,2026-03-29_DONCASTER_7,Jungle Drums (IRE),16.0000,6.0091,Good To Soft,Turf,3.0000,4,129,75.0200,18.5500,77.7827,0.4760,136.7274,3.0000,0.0000,0,136.7274,19.1000,high
DONCASTER,7,2026-03-29_DONCASTER_7,Kodiac Thriller (IRE),17.0000,6.0091,Good To Soft,Turf,3.0000,5,121,75.0200,18.6000,77.7827,0.4760,128.6409,-5.0000,0.0000,0,128.6409,12.5000,high
DONCASTER,7,2026-03-29_DONCASTER_7,Irish Nectar,18.0000,6.0091,Good To Soft,Turf,3.0000,5,118,75.0200,23.6000,77.7827,0.4760,116.9894,-8.0000,0.0000,0,116.9894,21.2000,low
DONCASTER,7,2026-03-29_DONCASTER_7,It Just Takes Time (IRE),19.0000,6.0091,Good To Soft,Turf,3.0000,8,124,75.0200,24.1000,77.7827,0.4760,122.1243,-2.0000,-1.5000,0,120.6243,24.3000,low
DONCASTER,8,2026-03-29_DONCASTER_8,I Need Your Love,0.0000,5.0136,Good To Soft,Turf,5.0000,4,127,61.5400,,64.0240,0.4760,,0.0000,0.0000,0,,,high
DONCASTER,8,2026-03-29_DONCASTER_8,Spoof,1.0000,5.0136,Good To Soft,Turf,5.0000,11,134,61.5400,,64.0240,0.4760,205.1305,8.0000,-3.0000,0,202.1305,78.6000,high
DONCASTER,8,2026-03-29_DONCASTER_8,Juan Les Pins,2.0000,5.0136,Good To Soft,Turf,5.0000,9,135,61.5400,1.0000,64.0240,0.4760,201.9810,9.0000,-2.0000,0,199.9810,77.6000,high
DONCASTER,8,2026-03-29_DONCASTER_8,Harrys Halo (IRE),3.0000,5.0136,Good To Soft,Turf,5.0000,6,130,61.5400,1.1500,64.0240,0.4760,196.3586,4.0000,0.0000,0,196.3586,73.9000,high
DONCASTER,8,2026-03-29_DONCASTER_8,Impressor (IRE),4.0000,5.0136,Good To Soft,Turf,5.0000,9,131,61.5400,1.3000,64.0240,0.4760,196.7362,5.0000,-2.0000,0,194.7362,73.1000,high
DONCASTER,8,2026-03-29_DONCASTER_8,Thornaby Pearl,5.0000,5.0136,Good To Soft,Turf,5.0000,8,122,61.5400,2.3000,64.0240,0.4760,183.5867,-4.0000,-1.5000,0,182.0867,63.1000,high
DONCASTER,8,2026-03-29_DONCASTER_8,J Street,6.0000,5.0136,Good To Soft,Turf,5.0000,4,129,61.5400,2.4500,64.0240,0.4760,189.9643,3.0000,0.0000,5,189.9643,69.1000,high
DONCASTER,8,2026-03-29_DONCASTER_8,Charlie Mason,7.0000,5.0136,Good To Soft,Turf,5.0000,5,133,61.5400,4.7000,64.0240,0.4760,184.6280,7.0000,0.0000,0,184.6280,65.3000,high
DONCASTER,8,2026-03-29_DONCASTER_8,Vince Lamour (IRE),8.0000,5.0136,Good To Soft,Turf,5.0000,5,134,61.5400,5.7000,64.0240,0.4760,181.4786,8.0000,0.0000,0,181.4786,60.9000,high
DONCASTER,8,2026-03-29_DONCASTER_8,Thunder Star,9.0000,5.0136,Good To Soft,Turf,5.0000,6,133,61.5400,6.7000,64.0240,0.4760,176.3291,7.0000,0.0000,5,176.3291,57.6000,high
DONCASTER,8,2026-03-29_DONCASTER_8,Ay Gee Ell (IRE),10.0000,5.0136,Good To Soft,Turf,5.0000,4,132,61.5400,7.2000,64.0240,0.4760,173.2544,6.0000,0.0000,0,173.2544,55.1000,high
DONCASTER,8,2026-03-29_DONCASTER_8,Glory Hyde (IRE),11.0000,5.0136,Good To Soft,Turf,5.0000,5,124,61.5400,7.2500,64.0240,0.4760,165.0469,-2.0000,0.0000,5,165.0469,46.5000,high
DONCASTER,8,2026-03-29_DONCASTER_8,My Mate Kev,12.0000,5.0136,Good To Soft,Turf,5.0000,4,125,61.5400,9.2500,64.0240,0.4760,157.7480,-1.0000,0.0000,0,157.7480,41.8000,high
DONCASTER,8,2026-03-29_DONCASTER_8,Emperor Caradoc (FR),13.0000,5.0136,Good To Soft,Turf,5.0000,7,134,61.5400,9.3500,64.0240,0.4760,166.3330,8.0000,-1.0000,0,165.3330,48.5000,high
