courseName,raceNumber,race_id,horseName,positionOfficial,distance,going,raceSurfaceName,raceClass,horseAge,weightCarried,finishingTime,distanceCumulative,standard_time,going_allowance,raw_figure,weight_adj,wfa_adj,sex_allowance,figure_final,figure_calibrated,figure_confidence
CURRAGH,1,2026-03-28_CURRAGH_1,Opalite,1.0000,6.0000,Soft To Heavy,Turf,,3,129,79.9600,,76.7066,1.5238,202.6501,3.0000,13.0000,5,215.6501,75.5000,high
CURRAGH,1,2026-03-28_CURRAGH_1,Slaney View (IRE),2.0000,6.0000,Soft To Heavy,Turf,,3,129,79.9600,0.5000,76.7066,1.5238,201.0269,3.0000,13.0000,5,214.0269,72.5000,high
CURRAGH,1,2026-03-28_CURRAGH_1,Focaccia (IRE),3.0000,6.0000,Soft To Heavy,Turf,,3,129,79.9600,3.5000,76.7066,1.5238,191.2879,3.0000,13.0000,5,204.2879,60.6000,high
CURRAGH,1,2026-03-28_CURRAGH_1,Amerilis,4.0000,6.0000,Soft To Heavy,Turf,,3,129,79.9600,5.0000,76.7066,1.5238,186.4184,3.0000,13.0000,5,199.4184,59.2000,high
CURRAGH,1,2026-03-28_CURRAGH_1,Espritroyale (IRE),5.0000,6.0000,Soft To Heavy,Turf,,3,129,79.9600,5.0300,76.7066,1.5238,186.3210,3.0000,13.0000,5,199.3210,54.6000,high
CURRAGH,1,2026-03-28_CURRAGH_1,Little Sure Shot (IRE),6.0000,6.0000,Soft To Heavy,Turf,,3,129,79.9600,5.1300,76.7066,1.5238,185.9964,3.0000,13.0000,5,198.9964,53.4000,high
CURRAGH,1,2026-03-28_CURRAGH_1,Closely (IRE),7.0000,6.0000,Soft To Heavy,Turf,,3,129,79.9600,5.8800,76.7066,1.5238,183.5616,3.0000,13.0000,5,196.5616,51.6000,high
CURRAGH,1,2026-03-28_CURRAGH_1,Meriden,8.0000,6.0000,Soft To Heavy,Turf,,3,129,79.9600,5.9300,76.7066,1.5238,183.3993,3.0000,13.0000,5,196.3993,51.0000,high
CURRAGH,1,2026-03-28_CURRAGH_1,Aboveheronlysky (IRE),9.0000,6.0000,Soft To Heavy,Turf,,4,142,79.9600,7.9300,76.7066,1.5238,189.9066,16.0000,0.0000,5,189.9066,50.1000,high
CURRAGH,1,2026-03-28_CURRAGH_1,Ochtar Againn (IRE),10.0000,6.0000,Soft To Heavy,Turf,,3,129,79.9600,8.6800,76.7066,1.5238,174.4719,3.0000,13.0000,5,187.4719,44.2000,high
CURRAGH,1,2026-03-28_CURRAGH_1,Spring Is Here (IRE),11.0000,6.0000,Soft To Heavy,Turf,,3,129,79.9600,10.1800,76.7066,1.5238,169.8946,3.0000,13.0000,5,182.8946,36.9000,high
CURRAGH,1,2026-03-28_CURRAGH_1,Deirdreanme (IRE),12.0000,6.0000,Soft To Heavy,Turf,,4,142,79.9600,36.1800,76.7066,1.5238,140.6923,16.0000,0.0000,5,140.6923,26.5000,low
CURRAGH,2,2026-03-28_CURRAGH_2,Gazelle Dor (IRE),0.0000,5.0000,Soft To Heavy,Turf,,4,129,63.0300,,62.9344,1.5238,,0.0000,0.0000,5,,,high
