meetingDate,courseName,raceNumber,race_id,horseName,positionOfficial,distance,going,raceSurfaceName,raceClass,horseAge,weightCarried,finishingTime,distanceCumulative,standard_time,lpl,going_allowance,corrected_time,deviation_seconds,deviation_lengths,deviation_lbs,winner_figure,bl_effective,lbs_behind,raw_figure,weight_adj,figure_after_weight,wfa_adj,figure_after_wfa,figure_calibrated,figure_final,figure_comment
2026-06-29,DAX,4,2026-06-29_DAX_4,SEDITION,5.0000,2100,Bon souple,Turf,6,4,132.2772,,2.2000,133.4347,1.9613,-0.0001,,,,,100.0000,2.2000,4.3149,95.6851,6.2772,101.9623,0.0000,101.9623,65.0226,65.0226,
2026-06-29,DAX,4,2026-06-29_DAX_4,PEYRASSOL,6.0000,2100,Bon souple,Turf,6,6,132.2772,,3.2000,133.4347,1.9613,-0.0001,,,,,100.0000,3.2000,6.2762,93.7238,6.2772,100.0010,0.0000,100.0010,63.7007,63.7007,
2026-06-29,DAX,4,2026-06-29_DAX_4,THECLIMB,7.0000,2100,Bon souple,Turf,6,8,123.4587,,3.9500,133.4347,1.9613,-0.0001,,,,,100.0000,3.9500,7.7472,92.2528,-2.5413,89.7115,0.0000,89.7115,56.7656,56.7656,
2026-06-29,DAX,4,2026-06-29_DAX_4,LUCKY D'ID,8.0000,2100,Bon souple,Turf,6,4,127.8680,,4.4500,133.4347,1.9613,-0.0001,,,,,100.0000,4.4500,8.7279,91.2721,1.8680,93.1401,0.0000,93.1401,59.0764,59.0764,
2026-06-29,DAX,4,2026-06-29_DAX_4,YES BOY,9.0000,2100,Bon souple,Turf,6,5,131.1749,,4.9500,133.4347,1.9613,-0.0001,,,,,100.0000,4.9500,9.7085,90.2915,5.1749,95.4664,0.0000,95.4664,60.6443,60.6443,
2026-06-29,DAX,4,2026-06-29_DAX_4,READY TO GO,10.0000,2100,Bon souple,Turf,6,4,126.7656,,5.1000,133.4347,1.9613,-0.0001,,,,,100.0000,5.1000,10.0027,89.9973,0.7656,90.7629,0.0000,90.7629,57.4742,57.4742,
2026-06-29,DAX,4,2026-06-29_DAX_4,TOUQUETOISE,11.0000,2100,Bon souple,Turf,6,5,123.4587,,7.6000,133.4347,1.9613,-0.0001,,,,,100.0000,7.6000,14.9060,85.0940,-2.5413,82.5527,0.0000,82.5527,51.9405,51.9405,
2026-06-29,DAX,4,2026-06-29_DAX_4,ATLANTIGO,12.0000,2100,Bon souple,Turf,6,7,121.2541,,7.7500,133.4347,1.9613,-0.0001,,,,,100.0000,7.7500,15.2002,84.7998,-4.7459,80.0539,0.0000,80.0539,50.2563,50.2563,
2026-06-29,DAX,4,2026-06-29_DAX_4,HURLEVENT,13.0000,2100,Bon souple,Turf,6,4,132.2772,,8.0000,133.4347,1.9613,-0.0001,,,,,100.0000,8.0000,15.6905,84.3095,6.2772,90.5867,0.0000,90.5867,57.3554,57.3554,
2026-06-29,DAX,4,2026-06-29_DAX_4,GYPSY DEVIL,14.0000,2100,Bon souple,Turf,6,4,121.2541,,16.0000,133.4347,1.9613,-0.0001,,,,,100.0000,16.0000,31.3811,68.6189,-4.7459,63.8730,0.0000,63.8730,39.3504,39.3504,
2026-06-29,DAX,5,2026-06-29_DAX_5,TESTIFY,1.0000,1400,Bon souple,Turf,5,3,125.6633,81.3000,0.0000,82.9125,2.9678,-0.0001,81.4568,-1.4557,-7.2785,-21.6010,106.3075,0.0000,0.0000,106.3075,-0.3367,105.9708,4.1219,110.0928,70.5025,70.5025,
2026-06-29,DAX,5,2026-06-29_DAX_5,PERSIAN IMP CEN,2.0000,1400,Bon souple,Turf,5,3,125.6633,,0.2500,82.9125,2.9678,-0.0001,,,,,106.3075,0.2500,0.7419,105.5656,-0.3367,105.2289,4.1219,109.3508,70.0025,70.0025,
2026-06-29,DAX,5,2026-06-29_DAX_5,ALHAMA RIVER,3.0000,1400,Bon souple,Turf,5,3,125.6633,,2.7500,82.9125,2.9678,-0.0001,,,,,106.3075,2.7500,8.1614,98.1461,-0.3367,97.8095,4.1219,101.9314,65.0018,65.0018,
2026-06-29,DAX,5,2026-06-29_DAX_5,NEBUR,4.0000,1400,Bon souple,Turf,5,3,125.6633,,4.7500,82.9125,2.9678,-0.0001,,,,,106.3075,4.7500,14.0969,92.2106,-0.3367,91.8739,4.1219,95.9959,61.0012,61.0012,
2026-06-29,DAX,5,2026-06-29_DAX_5,ORYA,5.0000,1400,Bon souple,Turf,5,3,122.3564,,4.8000,82.9125,2.9678,-0.0001,,,,,106.3075,4.8000,14.2453,92.0622,-3.6436,88.4186,4.1219,92.5406,58.6723,58.6723,
2026-06-29,DAX,5,2026-06-29_DAX_5,ZARWALYAH,6.0000,1400,Bon souple,Turf,5,3,122.3564,,5.8000,82.9125,2.9678,-0.0001,,,,,106.3075,5.8000,17.2131,89.0945,-3.6436,85.4509,4.1219,89.5728,56.6721,56.6721,
2026-06-29,DAX,5,2026-06-29_DAX_5,ARLONG FAL,7.0000,1400,Bon souple,Turf,5,3,125.6633,,7.5500,82.9125,2.9678,-0.0001,,,,,106.3075,7.5500,22.4066,83.9009,-0.3367,83.5642,4.1219,87.6861,55.4004,55.4004,
2026-06-29,DAX,5,2026-06-29_DAX_5,MEISHO SUGAR,8.0000,1400,Bon souple,Turf,5,3,122.3564,,8.0500,82.9125,2.9678,-0.0001,,,,,106.3075,8.0500,23.8905,82.4170,-3.6436,78.7734,4.1219,82.8953,52.1714,52.1714,
2026-06-29,DAX,6,2026-06-29_DAX_6,RUBENESQUE,1.0000,1400,Bon souple,Turf,6,3,124.5610,82.4000,0.0000,82.9125,2.9281,-0.0001,82.5568,-0.3557,-1.7785,-5.2079,100.0000,0.0000,0.0000,100.0000,-1.4390,98.5610,4.1219,102.6830,65.5083,65.5083,
2026-06-29,DAX,6,2026-06-29_DAX_6,MATAKI,2.0000,1400,Bon souple,Turf,6,3,127.8680,,0.2500,82.9125,2.9281,-0.0001,,,,,100.0000,0.2500,0.7320,99.2680,1.8680,101.1359,4.1219,105.2579,67.2438,67.2438,
2026-06-29,DAX,6,2026-06-29_DAX_6,READYSTORM,3.0000,1400,Bon souple,Turf,6,3,120.1518,,3.7500,82.9125,2.9281,-0.0001,,,,,100.0000,3.7500,10.9806,89.0194,-5.8482,83.1712,4.1219,87.2932,55.1356,55.1356,
2026-06-29,DAX,6,2026-06-29_DAX_6,JOUR DE COEUR,4.0000,1400,Bon souple,Turf,6,3,128.9703,,3.9000,82.9125,2.9281,-0.0001,,,,,100.0000,3.9000,11.4198,88.5802,2.9703,91.5505,4.1219,95.6724,60.7832,60.7832,
2026-06-29,DAX,6,2026-06-29_DAX_6,GOLDEN BREEZE,5.0000,1400,Bon souple,Turf,6,3,120.1518,,9.4000,82.9125,2.9281,-0.0001,,,,,100.0000,9.4000,27.5246,72.4754,-5.8482,66.6272,4.1219,70.7491,43.9849,43.9849,
2026-06-29,DAX,6,2026-06-29_DAX_6,CHOCOLATE CHEETAH,6.0000,1400,Bon souple,Turf,6,3,120.1518,,11.1500,82.9125,2.9281,-0.0001,,,,,100.0000,11.1500,32.6489,67.3511,-5.8482,61.5029,4.1219,65.6249,40.5312,40.5312,
2026-06-29,DAX,6,2026-06-29_DAX_6,ROMA ANTICA,7.0000,1400,Bon souple,Turf,6,3,124.5610,,11.9000,82.9125,2.9281,-0.0001,,,,,100.0000,11.9000,34.8450,65.1550,-1.4390,63.7161,4.1219,67.8380,42.0228,42.0228,
2026-06-29,DAX,7,2026-06-29_DAX_7,VIRIMOON ETOILE,1.0000,1400,Bon souple,Turf,6,8,131.1749,82.5000,0.0000,82.9125,2.9246,-0.0001,82.6568,-0.2557,-1.2785,-3.7392,100.0000,0.0000,0.0000,100.0000,5.1749,105.1749,0.0000,105.1749,67.1879,67.1879,
2026-06-29,DAX,7,2026-06-29_DAX_7,ROCAMBOLESQUE,2.0000,1400,Bon souple,Turf,6,5,128.9703,,0.2500,82.9125,2.9246,-0.0001,,,,,100.0000,0.2500,0.7311,99.2689,2.9703,102.2391,0.0000,102.2391,65.2092,65.2092,
2026-06-29,DAX,7,2026-06-29_DAX_7,OLIVA,3.0000,1400,Bon souple,Turf,6,7,128.9703,,0.4000,82.9125,2.9246,-0.0001,,,,,100.0000,0.4000,1.1698,98.8302,2.9703,101.8004,0.0000,101.8004,64.9135,64.9135,
2026-06-29,DAX,7,2026-06-29_DAX_7,ZASTER FOR ALL,4.0000,1400,Bon souple,Turf,6,8,125.6633,,1.1500,82.9125,2.9246,-0.0001,,,,,100.0000,1.1500,3.3633,96.6367,-0.3367,96.3001,0.0000,96.3001,61.2062,61.2062,
2026-06-29,DAX,7,2026-06-29_DAX_7,JUBBAH,5.0000,1400,Bon souple,Turf,6,5,124.5610,,2.1500,82.9125,2.9246,-0.0001,,,,,100.0000,2.1500,6.2879,93.7121,-1.4390,92.2731,0.0000,92.2731,58.4921,58.4921,
2026-06-29,DAX,7,2026-06-29_DAX_7,SISSI IMPERATRICE,6.0000,1400,Bon souple,Turf,6,4,126.7656,,2.3000,82.9125,2.9246,-0.0001,,,,,100.0000,2.3000,6.7266,93.2734,0.7656,94.0391,0.0000,94.0391,59.6823,59.6823,
2026-06-29,DAX,7,2026-06-29_DAX_7,SPICHOPE,7.0000,1400,Bon souple,Turf,6,4,132.2772,,3.5500,82.9125,2.9246,-0.0001,,,,,100.0000,3.5500,10.3823,89.6177,6.2772,95.8949,0.0000,95.8949,60.9331,60.9331,
2026-06-29,DAX,7,2026-06-29_DAX_7,LILY OFTHE KINGDON,8.0000,1400,Bon souple,Turf,6,5,122.3564,,4.3000,82.9125,2.9246,-0.0001,,,,,100.0000,4.3000,12.5758,87.4242,-3.6436,83.7806,0.0000,83.7806,52.7681,52.7681,
2026-06-29,DAX,7,2026-06-29_DAX_7,TANTATTENDU,9.0000,1400,Bon souple,Turf,6,4,122.3564,,6.0500,82.9125,2.9246,-0.0001,,,,,100.0000,6.0500,17.6938,82.3062,-3.6436,78.6626,0.0000,78.6626,49.3186,49.3186,
2026-06-29,DAX,7,2026-06-29_DAX_7,KING OF THE WORLD,10.0000,1400,Bon souple,Turf,6,5,132.2772,,6.3000,82.9125,2.9246,-0.0001,,,,,100.0000,6.3000,18.4250,81.5750,6.2772,87.8522,0.0000,87.8522,55.5124,55.5124,
2026-06-29,DAX,7,2026-06-29_DAX_7,MACANELLA,11.0000,1400,Bon souple,Turf,6,5,128.9703,,7.0500,82.9125,2.9246,-0.0001,,,,,100.0000,7.0500,20.6184,79.3816,2.9703,82.3518,0.0000,82.3518,51.8051,51.8051,
2026-06-29,DAX,7,2026-06-29_DAX_7,BANMA,12.0000,1400,Bon souple,Turf,6,4,126.7656,,7.0800,82.9125,2.9246,-0.0001,,,,,100.0000,7.0800,20.7062,79.2938,0.7656,80.0595,0.0000,80.0595,50.2601,50.2601,
2026-06-29,DAX,7,2026-06-29_DAX_7,GARMI,13.0000,1400,Bon souple,Turf,6,5,122.3564,,8.0800,82.9125,2.9246,-0.0001,,,,,100.0000,8.0800,23.6308,76.3692,-3.6436,72.7256,0.0000,72.7256,45.3171,45.3171,
2026-06-29,DAX,7,2026-06-29_DAX_7,DADAS BOY,14.0000,1400,Bon souple,Turf,6,5,130.0726,,9.0800,82.9125,2.9246,-0.0001,,,,,100.0000,9.0800,26.5554,73.4446,4.0726,77.5172,0.0000,77.5172,48.5466,48.5466,
2026-06-29,DAX,8,2026-06-29_DAX_8,ELUFAN,1.0000,1400,Bon souple,Turf,5,4,128.9703,78.6000,0.0000,82.9125,3.0697,-0.0001,78.7568,-4.1557,-20.7785,-63.7842,118.6250,0.0000,0.0000,118.6250,2.9703,121.5953,0.0000,121.5953,78.2552,78.2552,
2026-06-29,DAX,8,2026-06-29_DAX_8,BURNING HEART,2.0000,1400,Bon souple,Turf,5,4,132.2772,,5.0000,82.9125,3.0697,-0.0001,,,,,118.6250,5.0000,15.3486,103.2764,6.2772,109.5536,0.0000,109.5536,70.1391,70.1391,
2026-06-29,DAX,8,2026-06-29_DAX_8,ALEXEI,3.0000,1400,Bon souple,Turf,5,4,124.5610,,5.0500,82.9125,3.0697,-0.0001,,,,,118.6250,5.0500,15.5021,103.1229,-1.4390,101.6840,0.0000,101.6840,64.8350,64.8350,
2026-06-29,DAX,8,2026-06-29_DAX_8,MANA MAHA,4.0000,1400,Bon souple,Turf,5,8,127.8680,,6.0500,82.9125,3.0697,-0.0001,,,,,118.6250,6.0500,18.5718,100.0532,1.8680,101.9212,0.0000,101.9212,64.9949,64.9949,
2026-06-29,DAX,8,2026-06-29_DAX_8,DRACO,5.0000,1400,Bon souple,Turf,5,5,125.6633,,6.3000,82.9125,3.0697,-0.0001,,,,,118.6250,6.3000,19.3392,99.2858,-0.3367,98.9491,0.0000,98.9491,62.9917,62.9917,
2026-06-29,DAX,8,2026-06-29_DAX_8,XARUN,6.0000,1400,Bon souple,Turf,5,9,121.2541,,6.4000,82.9125,3.0697,-0.0001,,,,,118.6250,6.4000,19.6462,98.9788,-4.7459,94.2329,0.0000,94.2329,59.8130,59.8130,
2026-06-29,DAX,8,2026-06-29_DAX_8,HONG KONG STAR,7.0000,1400,Bon souple,Turf,5,9,124.5610,,6.5000,82.9125,3.0697,-0.0001,,,,,118.6250,6.5000,19.9531,98.6718,-1.4390,97.2329,0.0000,97.2329,61.8350,61.8350,
2026-06-29,DAX,8,2026-06-29_DAX_8,LOR LAGOON,8.0000,1400,Bon souple,Turf,5,5,128.9703,,6.5500,82.9125,3.0697,-0.0001,,,,,118.6250,6.5500,20.1066,98.5184,2.9703,101.4886,0.0000,101.4886,64.7033,64.7033,
2026-06-29,DAX,8,2026-06-29_DAX_8,SALSA ROSE,9.0000,1400,Bon souple,Turf,5,4,131.1749,,6.8000,82.9125,3.0697,-0.0001,,,,,118.6250,6.8000,20.8741,97.7509,5.1749,102.9258,0.0000,102.9258,65.6720,65.6720,
2026-06-29,DAX,8,2026-06-29_DAX_8,HOLA VALQUIRIA,10.0000,1400,Bon souple,Turf,5,4,130.0726,,7.3000,82.9125,3.0697,-0.0001,,,,,118.6250,7.3000,22.4089,96.2161,4.0726,100.2887,0.0000,100.2887,63.8946,63.8946,
2026-06-29,DAX,8,2026-06-29_DAX_8,DARIYA KA DE SAON,11.0000,1400,Bon souple,Turf,5,4,125.6633,,8.3000,82.9125,3.0697,-0.0001,,,,,118.6250,8.3000,25.4786,93.1464,-0.3367,92.8097,0.0000,92.8097,58.8537,58.8537,
2026-06-29,DAX,8,2026-06-29_DAX_8,JASMIN DORE,12.0000,1400,Bon souple,Turf,5,8,124.5610,,14.3000,82.9125,3.0697,-0.0001,,,,,118.6250,14.3000,43.8969,74.7281,-1.4390,73.2891,0.0000,73.2891,45.6969,45.6969,
2026-06-29,DAX,8,2026-06-29_DAX_8,NEW WAY BABY,13.0000,1400,Bon souple,Turf,5,4,130.0726,,20.8000,82.9125,3.0697,-0.0001,,,,,118.6250,20.4004,62.6235,56.0015,4.0726,60.0740,0.0000,60.0740,,,excluded: beaten >20 lengths
