courseName,raceNumber,race_id,horseName,positionOfficial,distance,going,raceSurfaceName,raceClass,horseAge,weightCarried,finishingTime,distanceCumulative,standard_time,lpl,going_allowance,raw_figure,weight_adj,wfa_adj,sex_allowance,figure_final,figure_calibrated,figure_confidence
BATH,1,2026-04-17_BATH_1,No More Bolero,1.0000,17.1591,Good To Firm,Turf,5,7,129,230.6700,,252.2221,1.2487,-0.2078,205.7075,3.0000,-1.0000,0,204.7075,70.1000,high
BATH,1,2026-04-17_BATH_1,Lusaka (IRE),2.0000,17.1591,Good To Firm,Turf,5,8,128,230.6700,3.5000,252.2221,1.2487,-0.2078,200.3370,2.0000,-1.5000,0,198.8370,61.2000,high
BATH,1,2026-04-17_BATH_1,Educator,3.0000,17.1591,Good To Firm,Turf,5,7,132,230.6700,4.7500,252.2221,1.2487,-0.2078,202.7761,6.0000,-1.0000,0,201.7761,64.8000,high
BATH,1,2026-04-17_BATH_1,Bashful Boy (IRE),4.0000,17.1591,Good To Firm,Turf,5,10,128,230.6700,8.5000,252.2221,1.2487,-0.2078,194.0934,2.0000,-2.5000,0,191.5934,55.4000,high
BATH,1,2026-04-17_BATH_1,Man Of The Sea (IRE),5.0000,17.1591,Good To Firm,Turf,5,10,118,230.6700,13.2500,252.2221,1.2487,-0.2078,178.1619,-8.0000,-2.5000,0,175.6619,38.5000,high
BATH,1,2026-04-17_BATH_1,The Craftymaster,6.0000,17.1591,Good To Firm,Turf,5,6,116,230.6700,18.7500,252.2221,1.2487,-0.2078,169.2939,-10.0000,0.0000,0,169.2939,27.9000,high
BATH,1,2026-04-17_BATH_1,Peking Opera (IRE),7.0000,17.1591,Good To Firm,Turf,5,6,135,230.6700,19.2500,252.2221,1.2487,-0.2078,187.6695,9.0000,0.0000,0,187.6695,45.9000,high
BATH,2,2026-04-17_BATH_2,Wopbopaloomop,0.0000,5.0455,Good,Turf,4,2,128,64.4600,,69.2375,3.9703,-0.2078,,0.0000,20.4091,5,,,high
BATH,2,2026-04-17_BATH_2,Arcadian Days,0.0000,5.0455,Good,Turf,4,2,125,64.4600,,69.2375,3.9703,-0.2078,,0.0000,20.4091,5,,,high
BATH,2,2026-04-17_BATH_2,Cydney Sweenie,0.0000,5.0455,Good,Turf,4,2,128,64.4600,,69.2375,3.9703,-0.2078,,0.0000,20.4091,5,,,high
BATH,2,2026-04-17_BATH_2,Ziggy Starshine (IRE),1.0000,5.0455,Good,Turf,4,2,125,64.4600,,69.2375,3.9703,-0.2078,167.9233,-1.0000,20.4091,5,188.3324,61.0000,high
