courseName,raceNumber,race_id,horseName,positionOfficial,distance,going,raceSurfaceName,raceClass,horseAge,weightCarried,finishingTime,distanceCumulative,standard_time,lpl,going_allowance,raw_figure,weight_adj,wfa_adj,sex_allowance,figure_final,figure_calibrated,figure_confidence
ASCOT,1,2026-06-17_ASCOT_1,Victorious (IRE),1.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,,64.8989,4.3082,-0.2204,192.5071,2.0000,20.0000,3,212.5071,109.4000,high
ASCOT,1,2026-06-17_ASCOT_1,Senorita Bonita (IRE),2.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,2.0000,64.8989,4.3082,-0.2204,183.8906,2.0000,20.0000,3,203.8906,102.1000,high
ASCOT,1,2026-06-17_ASCOT_1,Ruiva (USA),3.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,2.0300,64.8989,4.3082,-0.2204,183.7614,2.0000,20.0000,3,203.7614,100.9000,high
ASCOT,1,2026-06-17_ASCOT_1,Pershaada (IRE),4.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,2.5300,64.8989,4.3082,-0.2204,181.6073,2.0000,20.0000,3,201.6073,96.9000,high
ASCOT,1,2026-06-17_ASCOT_1,Crownbreaker (IRE),5.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,3.2800,64.8989,4.3082,-0.2204,178.3761,2.0000,20.0000,3,198.3761,92.7000,high
ASCOT,1,2026-06-17_ASCOT_1,Alta Regina (IRE),6.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,3.4300,64.8989,4.3082,-0.2204,177.7298,2.0000,20.0000,3,197.7298,91.0000,high
ASCOT,1,2026-06-17_ASCOT_1,Shimmering Sun (IRE),7.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,3.5300,64.8989,4.3082,-0.2204,177.2990,2.0000,20.0000,3,197.2990,90.6000,high
ASCOT,1,2026-06-17_ASCOT_1,Velozee (IRE),8.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,3.5600,64.8989,4.3082,-0.2204,177.1698,2.0000,20.0000,3,197.1698,89.5000,high
ASCOT,1,2026-06-17_ASCOT_1,Armor Supreme (IRE),9.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,3.6600,64.8989,4.3082,-0.2204,176.7390,2.0000,20.0000,3,196.7390,88.7000,high
ASCOT,1,2026-06-17_ASCOT_1,Wild Blossom (IRE),10.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,4.1600,64.8989,4.3082,-0.2204,174.5848,2.0000,20.0000,3,194.5848,86.3000,high
ASCOT,1,2026-06-17_ASCOT_1,Miss Lizzy,11.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,4.2600,64.8989,4.3082,-0.2204,174.1540,2.0000,20.0000,3,194.1540,85.8000,high
ASCOT,1,2026-06-17_ASCOT_1,Drazinda (FR),12.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,5.2600,64.8989,4.3082,-0.2204,169.8458,2.0000,20.0000,3,189.8458,81.0000,high
ASCOT,1,2026-06-17_ASCOT_1,Crystal Queen (IRE),13.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,5.3600,64.8989,4.3082,-0.2204,169.4149,2.0000,20.0000,3,189.4149,80.1000,high
ASCOT,1,2026-06-17_ASCOT_1,Fast Track (IRE),14.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,5.4600,64.8989,4.3082,-0.2204,168.9841,2.0000,20.0000,3,188.9841,79.6000,high
ASCOT,1,2026-06-17_ASCOT_1,Big Negotiator,15.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,5.9600,64.8989,4.3082,-0.2204,166.8300,2.0000,20.0000,3,186.8300,78.6000,high
ASCOT,1,2026-06-17_ASCOT_1,Kentucky Rain (IRE),16.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,6.4600,64.8989,4.3082,-0.2204,164.6759,2.0000,20.0000,3,184.6759,77.3000,high
ASCOT,1,2026-06-17_ASCOT_1,Princesse Dorange,17.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,9.7100,64.8989,4.3082,-0.2204,150.6741,2.0000,20.0000,3,170.6741,67.4000,high
ASCOT,1,2026-06-17_ASCOT_1,Havana Lightning,18.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,9.8600,64.8989,4.3082,-0.2204,150.0279,2.0000,20.0000,3,170.0279,67.4000,high
ASCOT,1,2026-06-17_ASCOT_1,More Champagne (USA),19.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,9.9600,64.8989,4.3082,-0.2204,149.5971,2.0000,20.0000,3,169.5971,66.0000,high
ASCOT,1,2026-06-17_ASCOT_1,Love A Giggle (IRE),20.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,10.7100,64.8989,4.3082,-0.2204,146.3659,2.0000,20.0000,3,166.3659,60.3000,high
ASCOT,1,2026-06-17_ASCOT_1,Magic Effort,21.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,12.9600,64.8989,4.3082,-0.2204,136.6723,2.0000,20.0000,3,156.6723,56.2000,high
ASCOT,1,2026-06-17_ASCOT_1,Envision,22.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,13.4600,64.8989,4.3082,-0.2204,134.5182,2.0000,20.0000,3,154.5182,54.7000,high
ASCOT,1,2026-06-17_ASCOT_1,Lover Girl (IRE),23.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,14.4600,64.8989,4.3082,-0.2204,130.2100,2.0000,20.0000,3,150.2100,52.3000,high
ASCOT,1,2026-06-17_ASCOT_1,Shining Moment (USA),24.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,15.4600,64.8989,4.3082,-0.2204,125.9018,2.0000,20.0000,3,145.9018,44.3000,high
ASCOT,1,2026-06-17_ASCOT_1,Niewiadoma (IRE),25.0000,5.0000,Good To Firm,Turf,1,2.0000,128.0000,59.1900,15.9600,64.8989,4.3082,-0.2204,123.7476,2.0000,20.0000,3,143.7476,42.9000,high
